# KIC03865298_morp_0.15_T0_54967.812277_P_9.5306346.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
487415,487415,489056,491490,494809,494809,494809,494809,494809,494809,494809,498234,500492,502261,502260
810211,810211,811815,814161,817433,817433,817433,817433,817433,817433,817433,820585,823096,824566,824566
