# TIC 0040102236_morp_ 0.976_T0_ 1683.577509_P_ 0.3816918.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
309581,309580,309581,311505,313354,313355,313355,320276,327198,327197,327251,328937,330510,330714,330714
455784,455784,455969,457613,459323,459392,459391,473243,487095,487094,487095,488990,490801,490829,490829
