# KIC09896435_morp_0.04_T0_54997.328488_P_18.0767.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
430259,430258,430767,431442,432299,432299,432299,432299,432299,432299,432299,433175,433872,434316,434315
676382,676382,676981,677727,678685,678685,678685,678685,678685,678685,678685,679642,680388,681012,681011
