	image	clusterid	Morph	BinaryType	KmeansX	KmeansY
601	KIC07280704_morp0.93.png	3	0.93	Ellipsoidal	-78.11639026327246	-32.12783508357169
602	KIC07466863_morp0.06.png	2	0.06	Detached	67.37123841483638	30.989674398819187
603	KIC04932691_morp0.1.png	0	0.1	Detached	112.21474843939545	10.492565494816445
604	KIC09906590_morp0.63.png	3	0.63	SemiDetached	-29.068131961924696	18.30291668760302
605	KIC02307199_morp0.07.png	2	0.07	Detached	87.90110975138616	24.995265433549644
606	KIC07516345_morp0.75.png	3	0.75	OverContact	-103.79233379616494	6.568921702510663
607	KIC09527167_morp0.97.png	3	0.97	Ellipsoidal	-61.35644467020995	-22.14884516316022
608	KIC10664416_morp-1.0.png	2	-1.0	Detached	22.54740270230278	17.7768943442053
609	KIC08248812_morp0.66.png	1	0.66	SemiDetached	-75.78257071627417	49.49959305241646
610	KIC05696909_morp0.5.png	1	0.5	SemiDetached	3.138360645228356	61.64713799229792
611	KIC12106934_morp0.29.png	2	0.29	Detached	79.94018070494782	29.355094301964392
612	KIC11395645_morp0.75.png	3	0.75	OverContact	-99.84455154555357	2.541262306408692
613	KIC05000179_morp0.97.png	3	0.97	Ellipsoidal	-79.31458411182682	-35.719242970127354
614	KIC04570326_morp0.95.png	3	0.95	Ellipsoidal	-72.4238261187251	-19.196213563338524
615	KIC09596089_morp0.03.png	0	0.03	Detached	104.9039605564782	-28.360106463903964
616	KIC04164393_morp0.02.png	0	0.02	Detached	67.3425739507076	-20.816752202204555
617	KIC07212066_morp0.21.png	0	0.21	Detached	69.20668924028183	-4.252737723845481
618	KIC09237755_morp0.98.png	3	0.98	Ellipsoidal	-69.77902537544001	-38.33800855360914
619	KIC04743508_morp0.31.png	2	0.31	Detached	87.43837380602203	47.57169524883327
620	KIC09028474_morp0.0.png	0	0.0	Detached	90.16767332057435	-25.801677096219056
621	KIC03547874_morp-1.0.png	3	-1.0	Detached	-19.408989118565767	-9.702965822499865
622	KIC11517719_morp0.45.png	2	0.45	SemiDetached	67.01985510688654	77.22748428386717
623	KIC08279765_morp0.27.png	1	0.27	Detached	49.73181005377687	88.99201741575278
624	KIC04647652_morp0.68.png	1	0.68	SemiDetached	-52.56255650120633	39.88194406293802
625	KIC05957123_morp0.91.png	3	0.91	Ellipsoidal	-52.175624225626514	-11.02023519215977
626	KIC05017127_morp-1.0.png	2	-1.0	Detached	-7.142635833518995	-12.41755679258974
627	KIC09842890_morp0.51.png	2	0.51	SemiDetached	23.062136291838087	18.484021076227645
628	KIC02442084_morp0.03.png	0	0.03	Detached	66.57469638692864	-24.62794207498744
629	KIC12553806_morp0.61.png	1	0.61	SemiDetached	-58.178831202994196	82.41624863219661
630	KIC04908495_morp0.32.png	2	0.32	Detached	38.61075878040747	23.18127724036962
631	KIC04174507_morp0.24.png	0	0.24	Detached	88.24088606969947	-1.2586012034127045
632	KIC09892471_morp0.1.png	0	0.1	Detached	71.26558401118419	-47.08042758612498
633	KIC07732791_morp0.34.png	2	0.34	Detached	25.776020584491427	41.00149726486887
634	KIC10619109_morp0.55.png	1	0.55	SemiDetached	-11.80578152477607	108.31506212211178
635	KIC11824222_morp0.02.png	0	0.02	Detached	109.04593338020615	-1.4137780234977368
636	KIC05596440_morp-1.0.png	2	-1.0	Detached	14.801129391632271	34.074798157420446
637	KIC05768927_morp0.16.png	0	0.16	Detached	81.23589055180119	-14.063018610566175
638	KIC05978521_morp0.94.png	3	0.94	Ellipsoidal	-76.93765764480177	-26.550854590576794
639	KIC09713664_morp0.89.png	3	0.89	Ellipsoidal	-84.43418224079106	-32.82320560331805
640	KIC05376552_morp0.82.png	3	0.82	Ellipsoidal	-84.11011783161001	-38.80374149115789
641	KIC07456992_morp0.99.png	3	0.99	Ellipsoidal	-57.86512713131047	-35.412061848784
642	KIC09536053_morp0.98.png	3	0.98	Ellipsoidal	-74.28020899163744	-36.52476534822825
643	KIC11404758_morp0.88.png	3	0.88	Ellipsoidal	-83.9094226290548	-39.41555369076044
644	KIC04547480_morp0.12.png	0	0.12	Detached	96.39731753076923	0.63923863870491
645	KIC01432214_morp0.0.png	0	0.0	Detached	108.08063432126224	-26.550205737147085
646	KIC12253490_morp0.04.png	0	0.04	Detached	87.30337001462964	-56.78377597135968
647	KIC09345163_morp0.77.png	3	0.77	OverContact	-105.59385388349916	-13.746144406186742
648	KIC08548416_morp0.84.png	3	0.84	Ellipsoidal	-71.47255801523342	6.844589817075765
649	KIC07940533_morp0.44.png	2	0.44	SemiDetached	49.72263233808854	80.5393886269863
650	KIC08435232_morp0.41.png	2	0.41	SemiDetached	59.44387288260514	31.407281562903336
651	KIC07374746_morp0.37.png	2	0.37	Detached	20.309633977269176	3.276707646103709
652	KIC10711938_morp0.95.png	3	0.95	Ellipsoidal	-73.09496155554213	-18.723866791889673
653	KIC10002261_morp0.06.png	0	0.06	Detached	65.22899178986141	-61.38133870890494
654	KIC09724993_morp0.12.png	0	0.12	Detached	114.54282753943544	-25.736364107942244
655	KIC05115178_morp0.12.png	0	0.12	Detached	57.459870891224696	-51.77779341703555
656	KIC05296877_morp0.95.png	3	0.95	Ellipsoidal	-76.13660198433357	-36.93615457847589
657	KIC10616829_morp0.59.png	1	0.59	SemiDetached	-21.804696750854863	113.0352597750343
658	KIC08453324_morp0.41.png	2	0.41	SemiDetached	31.803690478071005	32.19981237220996
659	KIC08210721_morp0.08.png	0	0.08	Detached	94.52687775754353	-47.83013720766957
660	KIC05728283_morp0.36.png	2	0.36	Detached	95.80751971455588	49.92798376150433
661	KIC03454864_morp0.69.png	3	0.69	SemiDetached	-91.93994222725163	40.01590706086559
662	KIC04350454_morp0.8.png	3	0.8	OverContact	-74.91962432543959	14.171521346652026
663	KIC05015926_morp0.75.png	3	0.75	OverContact	-101.81470512043703	-26.6032707060698
664	KIC09644680_morp0.68.png	3	0.68	SemiDetached	-89.52316581188086	37.95905700560182
665	KIC05369419_morp0.87.png	3	0.87	Ellipsoidal	-77.02443568899892	-15.877521971176694
666	KIC11975363_morp0.39.png	2	0.39	Detached	15.371069306230888	-3.4594316991944116
667	KIC07593110_morp0.17.png	0	0.17	Detached	96.13337234030007	19.234790818036554
668	KIC07584826_morp0.62.png	1	0.62	SemiDetached	-59.128496984311674	79.54598543250829
669	KIC07767559_morp0.29.png	2	0.29	Detached	16.715528676753742	34.953322936413805
670	KIC07455553_morp0.15.png	0	0.15	Detached	93.80503742955551	-12.420614002541194
671	KIC06758917_morp0.21.png	2	0.21	Detached	81.50736111496724	34.92339729155421
672	KIC04159347_morp0.1.png	2	0.1	Detached	35.152294081928865	11.434883116708853
673	KIC09967884_morp0.09.png	0	0.09	Detached	87.9331163375206	-56.85422910333138
674	KIC09021397_morp0.8.png	3	0.8	OverContact	-99.09207071543544	8.768915246152844
675	KIC08572936_morp0.04.png	0	0.04	Detached	42.039946208280924	-50.19954253738892
676	KIC08719897_morp0.5.png	2	0.5	SemiDetached	15.255356300630298	17.75751703853883
677	KIC06024572_morp0.86.png	3	0.86	Ellipsoidal	-82.41613972242945	-39.433574241948584
678	KIC09288786_morp0.3.png	2	0.3	Detached	75.62414378415879	69.91774506540428
679	KIC05983532_morp0.01.png	3	0.01	Detached	-16.103048527989333	-27.346611520083567
680	KIC08579812_morp0.68.png	3	0.68	SemiDetached	-86.542885130682	39.78844166856177
681	KIC05774375_morp0.6.png	1	0.6	SemiDetached	-19.64870385017191	103.12318407946908
682	KIC03861595_morp0.2.png	2	0.2	Detached	92.24109506347135	31.423052883217846
683	KIC06757558_morp0.02.png	2	0.02	Detached	19.668980990517937	-10.235066427994385
684	KIC12109575_morp0.64.png	1	0.64	SemiDetached	-70.2359319553447	59.509917613433764
685	KIC06042191_morp-1.0.png	3	-1.0	Detached	-18.454861304856696	-23.545454064065392
686	KIC06462057_morp0.93.png	3	0.93	Ellipsoidal	-79.34936285644197	-30.955424875106353
687	KIC08316503_morp0.25.png	0	0.25	Detached	67.9639837095197	-22.059361288555984
688	KIC05459373_morp0.97.png	3	0.97	Ellipsoidal	-76.13619771302778	-36.24976193344705
689	KIC11442465_morp0.12.png	0	0.12	Detached	86.65620277996534	13.966802814470675
690	KIC06956014_morp0.4.png	2	0.4	Detached	56.76364923392792	53.42871293097409
691	KIC10004546_morp-1.0.png	3	-1.0	Detached	-19.96651088013545	-21.338172967049353
692	KIC06548447_morp0.3.png	2	0.3	Detached	65.3380863427285	10.168335167660917
693	KIC07019489_morp-1.0.png	2	-1.0	Detached	27.121214320568512	-9.911804219421986
694	KIC02435971_morp0.94.png	3	0.94	Ellipsoidal	-62.739408045361685	-10.932980994587318
695	KIC06118779_morp0.9.png	3	0.9	Ellipsoidal	-90.69496668744681	-30.754592605698743
696	KIC06695510_morp0.97.png	3	0.97	Ellipsoidal	-70.64434698474571	-35.70449945162531
697	KIC07878402_morp0.74.png	3	0.74	OverContact	-105.23385287111289	-20.73095541599364
698	KIC07955301_morp0.33.png	0	0.33	Detached	55.95161642738586	-26.780152375894446
699	KIC03848042_morp0.99.png	3	0.99	Ellipsoidal	-77.1094058518102	-38.12995034256595
700	KIC11408810_morp0.8.png	3	0.8	OverContact	-68.67961768639887	25.41502774138155
701	KIC09706078_morp0.6.png	1	0.6	SemiDetached	-41.948079353786945	53.16132068031992
702	KIC11519226_morp0.03.png	0	0.03	Detached	79.06604359265644	-25.368251832369843
703	KIC08248967_morp0.83.png	3	0.83	Ellipsoidal	-45.18392046088772	13.532697312209308
704	KIC03442006_morp0.85.png	3	0.85	Ellipsoidal	-68.35857967910212	2.3837800317896103
705	KIC03853259_morp0.98.png	3	0.98	Ellipsoidal	-70.72859044655831	-38.61006406878625
706	KIC02998124_morp0.08.png	0	0.08	Detached	67.9189174340769	-62.75254072145454
707	KIC12351927_morp0.07.png	0	0.07	Detached	86.18594902872923	-52.39471306592453
708	KIC08700506_morp0.04.png	0	0.04	Detached	44.514251730199355	-48.10708646617082
709	KIC05963222_morp0.55.png	1	0.55	SemiDetached	-24.88172268854846	103.13805067263905
710	KIC10583225_morp0.48.png	2	0.48	SemiDetached	32.08889051740183	0.7877681568596682
711	KIC12458797_morp0.94.png	3	0.94	Ellipsoidal	-71.36473805453585	-23.404312142802194
712	KIC11409698_morp0.14.png	0	0.14	Detached	55.515595060304335	-48.174331051942175
713	KIC08197368_morp-1.0.png	3	-1.0	Detached	-28.481455895031928	-22.945026993895738
714	KIC10215869_morp0.24.png	2	0.24	Detached	79.48412106734506	47.736502417662734
715	KIC06613627_morp0.98.png	3	0.98	Ellipsoidal	-67.51197159792895	-26.775903977496743
716	KIC09935311_morp0.82.png	3	0.82	Ellipsoidal	-95.11849942192693	-16.995153472947063
717	KIC11137143_morp0.91.png	3	0.91	Ellipsoidal	-77.10786347468128	-29.542100165938276
718	KIC05770860_morp0.88.png	3	0.88	Ellipsoidal	-79.18735186578046	-32.25085063614721
719	KIC09237533_morp0.95.png	3	0.95	Ellipsoidal	-71.96267038709117	-21.45339915371606
720	KIC02972514_morp0.74.png	3	0.74	OverContact	-103.04612065532595	-19.545684093202997
721	KIC12554536_morp0.63.png	1	0.63	SemiDetached	-65.99023244565375	80.13350285606003
722	KIC09637299_morp0.44.png	2	0.44	SemiDetached	29.895322940687652	69.01210784262491
723	KIC03865298_morp0.15.png	0	0.15	Detached	54.08775392348939	-32.3496288642192
724	KIC10809970_morp0.95.png	3	0.95	Ellipsoidal	-74.16028340507648	-37.41571446277807
725	KIC08554498_morp0.12.png	0	0.12	Detached	87.92783002691131	-33.37526591468471
726	KIC08700558_morp0.17.png	2	0.17	Detached	73.09389154418615	24.86391995402325
727	KIC05615815_morp0.8.png	3	0.8	OverContact	-44.67931510078428	20.861305418469193
728	KIC10489521_morp0.38.png	2	0.38	Detached	22.49488018114508	3.8301405512422053
729	KIC08554005_morp0.76.png	3	0.76	OverContact	-95.89821126084821	-28.844135918546417
730	KIC09945280_morp0.49.png	1	0.49	SemiDetached	14.256756400178118	64.10236487560536
731	KIC03848919_morp0.57.png	2	0.57	SemiDetached	18.078540786823332	48.36722843917556
732	KIC03972629_morp0.85.png	3	0.85	Ellipsoidal	-79.23708478389653	-6.3250988246931685
733	KIC06963171_morp-1.0.png	2	-1.0	Detached	-10.927525628295173	-21.489262858491976
734	KIC05181804_morp0.16.png	0	0.16	Detached	109.294401959593	-4.2748732448689495
735	KIC07119876_morp0.85.png	3	0.85	Ellipsoidal	-89.05001119813848	-35.74147300977421
736	KIC05263802_morp0.19.png	0	0.19	Detached	45.60739543503175	-28.249035658766637
737	KIC09071373_morp0.81.png	3	0.81	Ellipsoidal	-73.54107553984207	11.08231154728535
738	KIC06025466_morp0.45.png	1	0.45	SemiDetached	-14.859524007324808	69.84579032877087
739	KIC05610698_morp0.54.png	1	0.54	SemiDetached	-25.261544066176068	93.22730993379889
740	KIC09240664_morp0.25.png	2	0.25	Detached	21.57715467263996	-6.4409290487209585
741	KIC03543270_morp0.33.png	2	0.33	Detached	58.856021806361234	46.08741158907128
742	KIC05534965_morp0.0.png	0	0.0	Detached	86.15155329052152	-33.50592068376146
743	KIC07743464_morp0.01.png	0	0.01	Detached	44.489448747931796	-55.841318525714286
744	KIC05962514_morp0.56.png	1	0.56	SemiDetached	-24.69043635401726	97.57579878357295
745	KIC02306740_morp0.27.png	0	0.27	Detached	50.469005223004665	-35.334382936817626
746	KIC09649222_morp0.18.png	0	0.18	Detached	83.97205281636013	-9.17437319062363
747	KIC11230837_morp0.61.png	1	0.61	SemiDetached	-42.02666805653134	48.39652753595974
748	KIC06690171_morp0.0.png	0	0.0	Detached	111.22223077393048	-21.240538877220406
749	KIC11568987_morp0.1.png	2	0.1	Detached	60.887349396853516	24.040718043347226
750	KIC03966912_morp0.02.png	2	0.02	Detached	79.10838290025137	15.84278831168667
751	KIC08039225_morp0.95.png	3	0.95	Ellipsoidal	-75.6689836668853	-34.26268243806167
752	KIC11303526_morp0.86.png	3	0.86	Ellipsoidal	-85.60627407104454	-32.15407668265628
753	KIC12170648_morp0.52.png	2	0.52	SemiDetached	5.387834310426627	18.891254827616258
754	KIC04073678_morp0.67.png	1	0.67	SemiDetached	-60.16642378861799	44.704199136013635
755	KIC07546791_morp0.94.png	3	0.94	Ellipsoidal	-76.78679500042941	-35.1847805777433
756	KIC07368103_morp0.54.png	1	0.54	SemiDetached	-10.80022696222846	113.17473871174388
757	KIC10259301_morp0.01.png	0	0.01	Detached	101.33910462168751	-37.1999541930009
758	KIC05017058_morp0.48.png	2	0.48	SemiDetached	11.504582107086929	29.34432377387877
759	KIC05450814_morp0.11.png	0	0.11	Detached	106.79501864772773	-13.368237868261904
760	KIC11959569_morp0.11.png	0	0.11	Detached	47.13422092455751	-57.20375815019451
761	KIC06781535_morp0.12.png	0	0.12	Detached	62.66460925746208	-53.14113701973334
762	KIC09786017_morp0.55.png	1	0.55	SemiDetached	-11.142176001019683	49.99477352171657
763	KIC06023859_morp0.01.png	0	0.01	Detached	88.29336232921857	-41.6085753889685
764	KIC10874226_morp0.05.png	0	0.05	Detached	110.67532771036882	2.813253228103272
765	KIC06390205_morp0.8.png	3	0.8	OverContact	-55.64486054191281	18.04620865933079
766	KIC07105574_morp0.08.png	0	0.08	Detached	83.63839993144032	-32.834695954775256
767	KIC05095269_morp0.05.png	0	0.05	Detached	71.76641343434954	-63.25648356445866
768	KIC05737474_morp0.76.png	3	0.76	OverContact	-93.24126353419142	0.6961586995150608
769	KIC03120320_morp0.14.png	0	0.14	Detached	72.37109677617553	-58.49929861903222
770	KIC05104097_morp0.87.png	3	0.87	Ellipsoidal	-86.8908746754168	-18.744588649875922
771	KIC06689368_morp0.96.png	3	0.96	Ellipsoidal	-64.13078527532682	-36.36543483745253
772	KIC12356746_morp0.53.png	2	0.53	SemiDetached	12.06313373426692	50.58658467283819
773	KIC06803335_morp0.95.png	3	0.95	Ellipsoidal	-75.68229372414605	-35.10161129900413
774	KIC06881709_morp-1.0.png	3	-1.0	Detached	-34.24341624624894	-6.508369478308323
775	KIC08045121_morp1.0.png	3	1.0	Ellipsoidal	-72.83000787212677	-38.85610630586655
776	KIC09896435_morp0.04.png	0	0.04	Detached	76.25597538851287	-42.32824829635795
777	KIC04840818_morp0.12.png	0	0.12	Detached	48.45527670455367	-60.46376716704901
778	KIC06307062_morp0.01.png	0	0.01	Detached	78.0051339879324	-43.7361772682094
779	KIC07440742_morp0.73.png	3	0.73	OverContact	-107.10751997360921	-5.286587309317642
780	KIC06629588_morp0.55.png	1	0.55	SemiDetached	-8.522966550305888	103.73494353474454
781	KIC10924853_morp0.1.png	0	0.1	Detached	105.09139923925669	2.479934074285678
782	KIC10389809_morp0.77.png	3	0.77	OverContact	-96.12284671982465	-32.95309741200932
783	KIC07287391_morp0.16.png	0	0.16	Detached	105.86846404116565	-6.397542066639387
784	KIC09402652_morp0.65.png	3	0.65	SemiDetached	-58.9029533655734	26.77646534283521
785	KIC07023917_morp0.71.png	3	0.71	OverContact	-77.36743510009973	3.7259428742884046
786	KIC07768447_morp0.15.png	2	0.15	Detached	39.61613319522213	4.332741649009751
787	KIC08479386_morp0.28.png	0	0.28	Detached	37.273818228077594	-37.83414473442462
788	KIC05458880_morp0.82.png	3	0.82	Ellipsoidal	-42.593499193880646	8.803914394145343
789	KIC08314801_morp0.09.png	0	0.09	Detached	52.46752826595118	-42.681804803747426
790	KIC05977736_morp0.8.png	3	0.8	OverContact	-64.1879800571511	26.451684689853675
791	KIC04551328_morp0.5.png	2	0.5	SemiDetached	24.20960660103724	60.34808630494512
792	KIC10601549_morp0.36.png	1	0.36	Detached	20.319621429474445	83.1654549537772
793	KIC06209347_morp0.3.png	2	0.3	Detached	64.39227249802192	52.937856749639245
794	KIC09640985_morp0.43.png	2	0.43	SemiDetached	52.23281556280311	52.123390514425616
795	KIC11076176_morp0.58.png	1	0.58	SemiDetached	-20.42475365736501	100.33922809944525
796	KIC10677186_morp0.01.png	0	0.01	Detached	82.57705055218464	-46.14974428633822
797	KIC06290740_morp-1.0.png	3	-1.0	Detached	-18.413347175338338	-25.22609117505286
798	KIC05392897_morp0.11.png	0	0.11	Detached	74.3621841435884	-28.64008915833692
799	KIC07670485_morp0.14.png	0	0.14	Detached	42.453353672180164	-55.294186248634034
800	KIC02983113_morp0.89.png	3	0.89	Ellipsoidal	-80.6726798333693	-34.66796607049058
801	KIC08223655_morp0.0.png	2	0.0	Detached	2.3839785761100662	-20.713181615836966
802	KIC02693092_morp0.05.png	0	0.05	Detached	66.17553297932527	-58.52084745489202
803	KIC07186665_morp0.3.png	2	0.3	Detached	4.019045687460011	-19.170923893529007
804	KIC05394544_morp0.57.png	1	0.57	SemiDetached	-36.62194102430436	76.88204758880028
805	KIC08153568_morp0.56.png	1	0.56	SemiDetached	12.440346017067183	116.37331206284415
806	KIC07938468_morp0.55.png	1	0.55	SemiDetached	-15.702828326217613	113.0874203566491
807	KIC12459731_morp0.08.png	0	0.08	Detached	90.29703725577589	-31.643156828288344
808	KIC05024450_morp0.33.png	2	0.33	Detached	65.58183155050405	8.090115690778493
809	KIC07733731_morp0.44.png	2	0.44	SemiDetached	15.486979675414403	15.798029178397757
810	KIC01573836_morp-1.0.png	3	-1.0	Detached	-20.73343513083116	-0.9059829432144546
811	KIC08197761_morp0.07.png	2	0.07	Detached	12.988674373846111	-14.361390894123618
812	KIC09347868_morp0.83.png	3	0.83	Ellipsoidal	-95.7719990432097	-35.4762729703109
813	KIC09597411_morp0.42.png	1	0.42	SemiDetached	44.15668875524815	100.76746655922194
814	KIC08701327_morp0.24.png	0	0.24	Detached	37.01544716003039	-46.53111253482234
815	KIC07914906_morp-1.0.png	0	-1.0	Detached	91.38230966555649	9.2887289102161
816	KIC11408935_morp0.15.png	0	0.15	Detached	93.12301669202002	-33.99909238512682
817	KIC08758716_morp1.0.png	3	1.0	Ellipsoidal	-44.36364417576333	-13.567106126678798
818	KIC11616594_morp0.67.png	1	0.67	SemiDetached	-38.46244733670836	51.40838200069659
819	KIC08957887_morp0.77.png	3	0.77	OverContact	-67.57971876043288	13.25808275122819
820	KIC12418662_morp0.42.png	1	0.42	SemiDetached	29.98862331940779	84.2634492007879
821	KIC10684673_morp1.0.png	3	1.0	Ellipsoidal	-72.94766550663913	-37.59116412173382
822	KIC03862171_morp-1.0.png	3	-1.0	Detached	-18.255331193730925	-24.579557028960597
823	KIC05310387_morp0.96.png	3	0.96	Ellipsoidal	-78.02283615301715	-37.90186030181748
824	KIC03459199_morp0.33.png	2	0.33	Detached	78.43977840016655	26.217893645632326
825	KIC05024447_morp0.01.png	2	0.01	Detached	51.580668661802775	-6.720035892326135
826	KIC08894630_morp0.95.png	3	0.95	Ellipsoidal	-77.70777362780254	-28.502768787682868
827	KIC09790965_morp0.59.png	1	0.59	SemiDetached	-44.882999507548476	81.378001070073
828	KIC12208887_morp0.01.png	0	0.01	Detached	40.70836504571035	-58.1859558761017
829	KIC05821050_morp0.97.png	3	0.97	Ellipsoidal	-78.54042472868086	-36.6124010866907
830	KIC06145939_morp0.05.png	0	0.05	Detached	98.6201913939522	-22.141352449880173
831	KIC09029486_morp0.2.png	0	0.2	Detached	33.96344563886133	-47.445465972193624
832	KIC11509282_morp0.83.png	3	0.83	Ellipsoidal	-91.29050206786393	-32.94104529380821
833	KIC06523216_morp0.19.png	0	0.19	Detached	78.16722807724055	-25.9855537817622
834	KIC09544350_morp0.92.png	3	0.92	Ellipsoidal	-81.8433512593803	-28.042200081644985
835	KIC11403032_morp-1.0.png	3	-1.0	Detached	-34.0123714865835	-4.101066625255954
836	KIC10794242_morp0.21.png	0	0.21	Detached	93.696154768488	5.393547338607948
837	KIC06353203_morp0.64.png	1	0.64	SemiDetached	-69.87653982712918	43.79209975154325
838	KIC04665989_morp0.52.png	2	0.52	SemiDetached	17.308865013660558	52.15287156565682
839	KIC05975712_morp0.87.png	3	0.87	Ellipsoidal	-87.21546914684278	-16.08088938220013
840	KIC04659476_morp-1.0.png	2	-1.0	Detached	-1.8334442870081797	-26.636016681336542
841	KIC06442207_morp0.37.png	3	0.37	Detached	-79.5359079535499	1.8869415249839427
842	KIC09569866_morp0.46.png	2	0.46	SemiDetached	35.105187928094836	68.43447132629454
843	KIC10596883_morp0.84.png	3	0.84	Ellipsoidal	-95.45761901720296	-29.580287527321076
844	KIC10295951_morp0.36.png	2	0.36	Detached	80.24265122047244	29.85652745697853
845	KIC11403776_morp0.71.png	3	0.71	OverContact	-103.29237730831763	-4.828543345641434
846	KIC05617953_morp0.76.png	3	0.76	OverContact	-99.59006459863387	-17.412343622425254
847	KIC04474193_morp0.89.png	3	0.89	Ellipsoidal	-66.54017148242109	-17.79520925802584
848	KIC07047299_morp0.01.png	0	0.01	Detached	54.72372564538935	-58.14426988636778
849	KIC10991769_morp0.98.png	3	0.98	Ellipsoidal	-78.89317151027623	-37.815579259671814
850	KIC07304911_morp0.95.png	3	0.95	Ellipsoidal	-74.2610217347573	-37.91038408106234
851	KIC08507073_morp0.0.png	0	0.0	Detached	45.89436981354124	-58.261624014781766
852	KIC10844279_morp0.82.png	3	0.82	Ellipsoidal	-92.80905696793975	-28.623238447168895
853	KIC03448245_morp0.69.png	3	0.69	SemiDetached	-95.28054072056062	27.5069116839268
854	KIC07987749_morp0.06.png	0	0.06	Detached	50.89754421289855	-56.54158202341062
855	KIC12217907_morp0.09.png	0	0.09	Detached	57.129655316687895	-51.0216283432496
856	KIC06281103_morp0.98.png	3	0.98	Ellipsoidal	-75.72435965842119	-38.39773070392967
857	KIC08605074_morp0.06.png	0	0.06	Detached	95.11411570293276	-46.933135176993375
858	KIC09711769_morp-1.0.png	3	-1.0	Detached	-18.232892185620916	-17.29329974846184
859	KIC10666230_morp0.37.png	2	0.37	Detached	29.772438490544104	32.622749116959135
860	KIC08111387_morp1.0.png	3	1.0	Ellipsoidal	-72.46657955886607	-37.07719477074484
861	KIC10157573_morp0.26.png	2	0.26	Detached	35.37633669180325	47.26431522239927
862	KIC11515292_morp0.94.png	3	0.94	Ellipsoidal	-69.17427350255255	-31.99170342276195
863	KIC09714123_morp0.02.png	0	0.02	Detached	85.21347971520021	-59.76405389419346
864	KIC02159783_morp0.87.png	3	0.87	Ellipsoidal	-97.82874616627537	-33.034682632183916
865	KIC09654476_morp0.71.png	3	0.71	OverContact	-94.4818664326061	23.83263952276746
866	KIC04075064_morp0.0.png	0	0.0	Detached	87.29583248191751	-44.534394921123635
867	KIC08229048_morp0.2.png	0	0.2	Detached	49.653037323022566	-41.65252947248912
868	KIC12004679_morp0.24.png	0	0.24	Detached	42.43472398158041	-37.862326523576556
869	KIC09357030_morp0.93.png	3	0.93	Ellipsoidal	-79.1925552313556	-33.35157348492377
870	KIC08443179_morp0.0.png	0	0.0	Detached	77.17668169536817	-0.2635523146889892
871	KIC08654097_morp0.94.png	3	0.94	Ellipsoidal	-76.09806981290268	-33.97651632082363
872	KIC10352603_morp0.07.png	0	0.07	Detached	49.250388171353606	-46.42367414329283
873	KIC12470041_morp0.04.png	0	0.04	Detached	118.68936002469935	22.39980950363032
874	KIC10989032_morp0.53.png	1	0.53	SemiDetached	-21.39142147521886	37.26590619864989
875	KIC07668648_morp0.08.png	0	0.08	Detached	42.616123964784535	-50.14414755795957
876	KIC03735597_morp0.67.png	1	0.67	SemiDetached	-50.1644873700348	48.38322680140864
877	KIC04076952_morp0.38.png	2	0.38	Detached	31.17387282217691	-1.1172212848178407
878	KIC06128027_morp0.13.png	0	0.13	Detached	54.05873181433198	-28.52572007927771
879	KIC10614012_morp-1.0.png	2	-1.0	Detached	93.24668437176159	34.68619861590056
880	KIC06471048_morp0.77.png	3	0.77	OverContact	-97.5764807157122	-11.876553480145429
881	KIC05023948_morp0.35.png	2	0.35	Detached	24.336286183196247	-18.43741275651666
882	KIC09786165_morp0.73.png	3	0.73	OverContact	-105.91330732888171	-20.023767548564024
883	KIC09389122_morp0.75.png	3	0.75	OverContact	-102.59171018828839	-25.038521501110818
884	KIC04936990_morp0.1.png	0	0.1	Detached	103.01288099518628	-22.800332072807098
885	KIC10026136_morp0.18.png	0	0.18	Detached	45.11399602809873	-17.21501108207519
886	KIC10848459_morp0.36.png	2	0.36	Detached	47.4483775978176	79.86848148526839
887	KIC05534814_morp0.07.png	0	0.07	Detached	82.80970547466765	-20.8732262893845
888	KIC11970288_morp-1.0.png	2	-1.0	Detached	22.794190633466403	26.301830275742656
889	KIC08552540_morp0.57.png	1	0.57	SemiDetached	8.911198345780145	72.95313298612665
890	KIC08052474_morp0.0.png	0	0.0	Detached	102.80127504020042	-2.7484174750207706
891	KIC10019763_morp0.01.png	0	0.01	Detached	117.67583802477414	-2.0244764740985093
892	KIC08264510_morp-1.0.png	3	-1.0	Detached	-31.105774961921416	9.363390142082675
893	KIC08494410_morp0.0.png	0	0.0	Detached	114.46365677673117	-14.348525665493712
894	KIC10659313_morp0.06.png	0	0.06	Detached	99.68783949275206	19.639936556670293
895	KIC09881258_morp0.37.png	2	0.37	Detached	30.007298606873206	5.470579973205199
896	KIC04074708_morp0.74.png	3	0.74	OverContact	-104.17548306855647	-13.512186057763294
897	KIC05462901_morp0.15.png	0	0.15	Detached	67.72784836690144	-48.150518431498476
898	KIC09947924_morp0.72.png	3	0.72	OverContact	-102.97923678301724	-16.154636569582518
899	KIC10847118_morp0.82.png	3	0.82	Ellipsoidal	-95.02040414280142	-32.460840758516795
900	KIC08690104_morp0.77.png	1	0.77	OverContact	-38.868717025977595	25.35307116844392
901	KIC07879399_morp0.74.png	3	0.74	OverContact	-105.25358875930658	-18.628161890066803
902	KIC11197853_morp0.48.png	2	0.48	SemiDetached	7.680105377874021	21.0463685958818
903	KIC08893936_morp0.69.png	1	0.69	SemiDetached	-57.519960163393954	35.1871229323818
