# TIC 0273874851_morp_ 0.555_T0_ 1683.480851_P_ 2.0451585, none
# name, value
id,TIC 0273874851_morp_ 0.555_T0_ 1683.480851_P_ 2.0451585,target identifier
stage,  9,furthest stage the analysis reached
t_tot,54.0492793424055,total time base of observations in days
t_mean,2451709.511096568,time series mean time reference point
period,2.045138048619437,orbital period in days
p_err,1.9240424090906807e-05,error in the orbital period
p_err_l,-1.0,lower HDI error estimate in period
p_err_u,-1.0,upper HDI error estimate in period
n_param_prew,196.0,number of free parameters after the prewhitening phase
bic_prew,-72913.70257966184,BIC after the prewhitening phase
noise_level_prew,0.003935156827714492,noise level after the prewhitening phase
t_1,2.60020338604643,time of primary minimum with respect to the mean time
t_2,3.6222723736032245,time of secondary minimum with respect to the mean time
t_1_1,2.476771000827667,time of primary first contact with respect to the mean time
t_1_2,2.721917853586435,time of primary last contact with respect to the mean time
t_2_1,3.496565792600201,time of secondary first contact with respect to the mean time
t_2_2,3.7471404471678063,time of secondary last contact with respect to the mean time
t_b_1_1,2.60020338604643,start of (flat) eclipse bottom left of primary minimum
t_b_1_2,2.60020338604643,end of (flat) eclipse bottom right of primary minimum
t_b_2_1,3.5957796288286636,start of (flat) eclipse bottom left of secondary minimum
t_b_2_2,3.648392902880721,end of (flat) eclipse bottom right of secondary minimum
depth_1,0.5813766917220223,depth of primary minimum
depth_2,0.09011184668406316,depth of secondary minimum
t_1_err,0.00013506734233219753,error in time of primary minimum (t_1)
t_2_err,0.0005673108731596497,error in time of secondary minimum (t_2)
t_1_1_err,0.00019047500056223993,error in time of primary first contact (t_1_1)
t_1_2_err,0.0001915516171154576,error in time of primary last contact (t_1_2)
t_2_1_err,0.0008026778272578782,error in time of secondary first contact (t_2_1)
t_2_2_err,0.0008019194553377718,error in time of secondary last contact (t_2_2)
t_b_1_1_err,0.00019047500056223993,error in start of (flat) eclipse bottom left of primary minimum
t_b_1_2_err,0.0001915516171154576,error in end of (flat) eclipse bottom right of primary minimum
t_b_2_1_err,0.0008026778272578782,error in start of (flat) eclipse bottom left of secondary minimum
t_b_2_2_err,0.0008019194553377718,error in end of (flat) eclipse bottom right of secondary minimum
d_1_err,0.0009275253593031531,error in depth of primary minimum
d_2_err,0.0009275253593031531,error in depth of secondary minimum
t_1_ind_err,0.0003607101139092424,individual error in time of primary minimum (t_1)
t_2_ind_err,0.001515057349511407,individual error in time of secondary minimum (t_2)
t_1_1_ind_err,0.0005086815063013962,individual error in time of primary first contact (t_1_1)
t_1_2_ind_err,0.0005115567126454478,individual error in time of primary last contact (t_1_2)
t_2_1_ind_err,0.002143627064124093,individual error in time of secondary first contact (t_2_1)
t_2_2_ind_err,0.002141601760175976,individual error in time of secondary last contact (t_2_2)
t_b_1_1_ind_err,0.00036295852601867163,individual error in start of (flat) eclipse bottom left of primary minimum
t_b_1_2_ind_err,0.00036295852601867163,individual error in end of (flat) eclipse bottom right of primary minimum
t_b_2_1_ind_err,0.0021577957630449394,individual error in start of (flat) eclipse bottom left of secondary minimum
t_b_2_2_ind_err,0.0021445595244096727,individual error in end of (flat) eclipse bottom right of secondary minimum
d_1_ind_err,0.0048195631428649185,individual error in depth of primary minimum
d_2_ind_err,0.0048195631428649185,individual error in depth of secondary minimum
ecosw_form,-0.0003840359272304294,e*cos(w) from timing formulae
esinw_form,0.011218388585675454,e*sin(w) from timing formulae
cosi_form,0.1291631895102675,cosine of inclination from timing formulae
phi_0_form,0.3807703310616422,phi_0 angle (Kopal 1959) from timing formulae
log_rr_form,0.0887444574428491,logarithm of the radius ratio r2/r1 from timing formulae
log_sb_form,-0.803260422895458,logarithm of the surface brightness ratio sb2/sb1 from timing formulae
e_form,0.011224959957728892,eccentricity from timing formulae
w_form,1.6050156814865635,argument of periastron (radians) from timing formulae
i_form,1.4412712729471053,inclination (radians) from timing formulae
r_sum_form,0.3904531560234736,sum of radii divided by the semi-major axis of the relative orbit from timing formulae
r_rat_form,1.2267172079458921,radius ratio r2/r1 from timing formulae
sb_rat_form,0.15730393150571725,surface brightness ratio sb2/sb1 from timing formulae
ecosw_sig,0.00232216989114293,formal uncorrelated error in ecosw
esinw_sig,0.011461441979750223,formal uncorrelated error in esinw
cosi_sig,0.034992854604336196,error estimate for cosi used for formal errors
phi_0_sig,0.000895827387324523,formal uncorrelated error in phi_0
log_rr_sig,0.0019106058778842485,scaled error formal estimate for log_rr
log_sb_sig,0.000622043586746324,scaled formal error estimate for log_sb
