# KIC11288684_morp_-1.0_T0_54998.318341_P_22.2100629_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
246413,246413,248103,262823,279613,279613,279613,279613,279613,279613,279613,293025,304930,310714,310713
491826,491826,491826,508280,528902,530685,530684,621427,712170,712169,719600,731919,746411,746412,746412
