# TIC 0053963396_morp_ 0.507_T0_ 1957.953358_P_ 2.7336262.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
147739,147738,149081,155117,162423,162423,162423,162423,162423,162423,162423,167055,171564,171565,171565
695765,695765,699500,707810,724431,724431,724431,724431,724431,724431,724431,740725,749056,752573,752572
