# KIC09657096_morp_0.94_T0_54954.805351_P_2.1381817_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
270100,270099,279490,329264,396315,396315,396315,396315,396315,396315,396315,459634,511974,521315,521314
521315,521315,529696,578401,646244,646244,646244,646244,646244,646244,646244,710678,761737,770099,770098
