# TIC 0048372732_morp_ 0.553_T0_ 1544.491443_P_ 1.0955633.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
214894,281142,285054,296386,314456,314456,314456,314456,314456,314456,314456,332433,343904,347786,382666
474307,530476,535160,547076,564394,564394,564394,564394,564394,564394,564394,581975,593764,598468,684971
