# TIC 0039643723_morp_ 0.530_T0_ 1843.570499_P_ 1.3131123.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
391735,391734,394281,415539,425058,425058,425058,425058,425058,425058,425058,435145,455786,459419,484561
642002,642001,644452,665737,675060,675060,675060,675060,675060,675060,675060,684402,705637,709169,736057
