# KIC08123430_morp_-1.0_T0_55000.824704_P_11.16999_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
439970,439969,472100,490409,515616,515616,515616,515616,515616,515616,515616,540748,558728,574817,574817
574818,574817,574818,595921,645754,653402,653401,689739,726078,726077,727320,775106,785476,795285,795285
