# 1924490187240994816_reference_time_2333.515025979386_frequency_0.0959099508330764_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
201363,201363,201363,203798,206216,206218,206217,353409,500602,500601,500602,502836,505073,505075,505074
524808,524808,524889,527327,529792,529831,529831,549307,568785,568784,569006,571460,573910,574140,574140
