# KIC03558822_morp_0.71_T0_54953.844462_P_1.3534207_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
313614,313613,324501,345521,444009,444009,444009,444009,444009,444009,444009,542475,563517,574556,574555
574556,649880,656717,662338,694002,694002,694002,694002,694002,694002,694002,745763,749059,752861,813612
