# KIC09343862_morp_0.56_T0_54999.850251_P_1.1232562.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
20529,83860,97237,110090,130564,130564,130564,130564,130564,130564,130564,150962,163387,177468,241700
334396,334395,347687,361699,380406,380406,380406,380406,380406,380406,380406,399092,413156,426644,502489
