# KIC07622059_morp_-1.0_T0_54971.127861_P_10.4032616_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
436490,447490,455937,462948,493016,493016,493016,493016,493016,493016,493016,544280,558545,558546,558546
558547,558546,567944,577120,589316,589316,589316,589316,589316,589316,589316,600125,608079,625429,625429
