# KIC06145939_morp_0.05_T0_55006.195223_P_17.7454139, none
# name, value
id,KIC06145939_morp_0.05_T0_55006.195223_P_17.7454139,target identifier
stage,  9,furthest stage the analysis reached
t_tot,1301.371272450313,total time base of observations in days
t_mean,2455658.607857828,time series mean time reference point
period,17.745413900000138,orbital period in days
p_err,2.6669127519886704e-05,error in the orbital period
p_err_l,-1.0,lower HDI error estimate in period
p_err_u,-1.0,upper HDI error estimate in period
n_param_prew,4757.0,number of free parameters after the prewhitening phase
bic_prew,-441704.81121022144,BIC after the prewhitening phase
noise_level_prew,0.00018564572937092047,noise level after the prewhitening phase
t_1,21.907942055637427,time of primary minimum with respect to the mean time
t_2,32.3061971460478,time of secondary minimum with respect to the mean time
t_1_1,21.82070551366848,time of primary first contact with respect to the mean time
t_1_2,21.994646234657004,time of primary last contact with respect to the mean time
t_2_1,32.13144013520358,time of secondary first contact with respect to the mean time
t_2_2,32.607656538840395,time of secondary last contact with respect to the mean time
t_b_1_1,21.907942055637427,start of (flat) eclipse bottom left of primary minimum
t_b_1_2,21.907942055637427,end of (flat) eclipse bottom right of primary minimum
t_b_2_1,32.3061971460478,start of (flat) eclipse bottom left of secondary minimum
t_b_2_2,32.3061971460478,end of (flat) eclipse bottom right of secondary minimum
depth_1,0.07984078422648087,depth of primary minimum
depth_2,0.001758067529296799,depth of secondary minimum
t_1_err,0.0006874865793607913,error in time of primary minimum (t_1)
t_2_err,0.0021483924375574723,error in time of secondary minimum (t_2)
t_1_1_err,0.0009695267352918827,error in time of primary first contact (t_1_1)
t_1_2_err,0.000974971331249832,error in time of primary last contact (t_1_2)
t_2_1_err,0.0026297201736459304,error in time of secondary first contact (t_2_1)
t_2_2_err,0.003398077702368822,error in time of secondary last contact (t_2_2)
t_b_1_1_err,0.0009695267352918827,error in start of (flat) eclipse bottom left of primary minimum
t_b_1_2_err,0.000974971331249832,error in end of (flat) eclipse bottom right of primary minimum
t_b_2_1_err,0.0026297201736459304,error in start of (flat) eclipse bottom left of secondary minimum
t_b_2_2_err,0.003398077702368822,error in end of (flat) eclipse bottom right of secondary minimum
d_1_err,2.643106926145706e-05,error in depth of primary minimum
d_2_err,2.643106926145706e-05,error in depth of secondary minimum
t_1_ind_err,0.0029870125750133657,individual error in time of primary minimum (t_1)
t_2_ind_err,0.00933440072825046,individual error in time of secondary minimum (t_2)
t_1_1_ind_err,0.004212429212539872,individual error in time of primary first contact (t_1_1)
t_1_2_ind_err,0.004236085058458177,individual error in time of primary last contact (t_1_2)
t_2_1_ind_err,0.011425688098159132,individual error in time of secondary first contact (t_2_1)
t_2_2_ind_err,0.01476407123072209,individual error in time of secondary last contact (t_2_2)
t_b_1_1_ind_err,8.504815882384954e-05,individual error in start of (flat) eclipse bottom left of primary minimum
t_b_1_2_ind_err,8.504815882384954e-05,individual error in end of (flat) eclipse bottom right of primary minimum
t_b_2_1_ind_err,0.010221926444531357,individual error in start of (flat) eclipse bottom left of secondary minimum
t_b_2_2_ind_err,0.010221926444531357,individual error in end of (flat) eclipse bottom right of secondary minimum
d_1_ind_err,0.00022736865494278575,individual error in depth of primary minimum
d_2_ind_err,0.00022736865494278575,individual error in depth of secondary minimum
ecosw_form,0.11990623462549993,e*cos(w) from timing formulae
esinw_form,0.4651838719841669,e*sin(w) from timing formulae
cosi_form,0.34884136342027944,cosine of inclination from timing formulae
phi_0_form,0.06685558916514728,phi_0 angle (Kopal 1959) from timing formulae
log_rr_form,0.026753017836369013,logarithm of the radius ratio r2/r1 from timing formulae
log_sb_form,0.21654394628146226,logarithm of the surface brightness ratio sb2/sb1 from timing formulae
e_form,0.4803889464342901,eccentricity from timing formulae
w_form,1.3185266879883912,argument of periastron (radians) from timing formulae
