# TIC 0101233501_morp_ 0.394_T0_ 1676.679922_P_ 14.5457400.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
165615,177097,185635,191920,200874,200874,200874,200874,200874,200874,200874,209373,215721,223266,248508
777114,777113,782677,789576,798355,798355,798355,798355,798355,798355,798355,807357,813716,821696,836360
