# KIC03749404_morp_-1.0_T0_54981.16619_P_20.3063852_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
729280,729280,736774,741860,747166,747166,747166,747166,747166,747166,747166,755310,760547,763219,763219
824773,824773,824824,830502,836467,836467,836467,836467,836467,836467,836467,842044,847172,847829,847828
