# TIC 0048499902_morp_ 0.572_T0_ 1687.042565_P_ 7.5811853.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
0,3399,6128,16205,34104,34104,34104,34104,34104,34104,34104,53531,61838,64121,64121
253875,253875,256357,265282,272270,274800,274800,283895,292991,292991,295741,302637,311744,315324,414914
