0.000000	0.6508
0.004040	0.6555
0.008081	0.6762
0.012121	0.6996
0.016162	0.7434
0.020202	0.7764
0.024242	0.8163
0.028283	0.8561
0.032323	0.8862
0.036364	0.9245
0.040404	0.9624
0.044444	0.9991
0.048485	1.0183
0.052525	1.0389
0.056566	1.0767
0.060606	1.1076
0.064646	1.1352
0.068687	1.1592
0.072727	1.1784
0.076768	1.1998
0.080808	1.2232
0.084848	1.2297
0.088889	1.2455
0.092929	1.2565
0.096970	1.2609
0.101010	1.2554
0.105051	1.2479
0.109091	1.2555
0.113131	1.2318
0.117172	1.2274
0.121212	1.2159
0.125253	1.1864
0.129293	1.1662
0.133333	1.1458
0.137374	1.1179
0.141414	1.0967
0.145455	1.0789
0.149495	1.0328
0.153535	1.0124
0.157576	0.9897
0.161616	0.9581
0.165657	0.9117
0.169697	0.8885
0.173737	0.8389
0.177778	0.8069
0.181818	0.7701
0.185859	0.7546
0.189899	0.7054
0.193939	0.6907
0.197980	0.6759
0.202020	0.6711
0.206061	0.6902
0.210101	0.7026
0.214141	0.7418
0.218182	0.7684
0.222222	0.8150
0.226263	0.8403
0.230303	0.8781
0.234343	0.9082
0.238384	0.9433
0.242424	0.9836
0.246465	1.0029
0.250505	1.0267
0.254545	1.0588
0.258586	1.0850
0.262626	1.1149
0.266667	1.1452
0.270707	1.1626
0.274747	1.1929
0.278788	1.2095
0.282828	1.2318
0.286869	1.2425
0.290909	1.2473
0.294949	1.2660
0.298990	1.2511
0.303030	1.2599
0.307071	1.2429
0.311111	1.2456
0.315152	1.2342
0.319192	1.2252
0.323232	1.1913
0.327273	1.1880
0.331313	1.1508
0.335354	1.1351
0.339394	1.1113
0.343434	1.0820
0.347475	1.0561
0.351515	1.0179
0.355556	0.9803
0.359596	0.9700
0.363636	0.9271
0.367677	0.8828
0.371717	0.8460
0.375758	0.8198
0.379798	0.7700
0.383838	0.7318
0.387879	0.7142
0.391919	0.6830
0.395960	0.6551
0.400000	0.6620
