# TIC 0120893542_morp_ 0.571_T0_ 1688.882491_P_ 11.2580485.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
503836,503836,503836,504249,507957,507957,507957,507957,507957,507957,507957,511800,512243,512347,512346
856549,869887,870352,872479,897378,897378,897378,897378,897378,897378,897378,961157,963257,963718,980379
