,ID,morph,T0,P,a0,a1,a10,a2,a3,a4,a5,a6,a7,a8,a9,w,label,b1,b10,b2,b3,b4,b5,b6,b7,b8,b9
14,TIC 0028351918,0.55,1765.106366,0.5150875,0.9994487529854758,-0.05804553548958048,-0.020314360733612542,-0.0925854968721482,-0.020946328008106085,-0.06537360618771104,-0.016731901373824465,-0.051211526263052316,-0.012417355919137096,-0.03456614193646731,-0.008385811770274127,6.264469781064041,SemiDetached,0.0029169613959786097,0.00814509188284649,0.011561335799544542,0.0031613484668180114,0.010329010524623828,0.00313512387222364,0.01204668710686357,0.0036179908423972238,0.010920710825659197,0.0031569089967801657
15,TIC 0050528312,0.169,1470.434872,5.273489,0.998507177758908,-0.010332083938644807,-0.007907938321746837,-0.008988014059156224,-0.010705264052209014,-0.010852750583537974,-0.00872697160704044,-0.009153137214289708,-0.010632102732748559,-0.009458381619605327,-0.008108195876631431,9.668649118327016,Detached,-0.001208986503574327,0.0015537644596994439,0.0011952549394355387,0.0009504502673866963,-0.0006792723140358539,-7.526078359150754e-05,0.0015962562834244789,0.0004085095867135691,-0.0005116176924485348,0.0011466465671046027
16,TIC 0101233501,0.394,1676.679922,14.54574,-5.314705339020763,-3.227637386457438,-5.772393054564466,1.8576052075153902,6.756482673272783,7.605138649530067,2.6659235235658425,-5.766195698007043,-10.05140101554309,-1.8695036174613595,14.116357732044369,0.5381118766329679,Detached,-2.201836897946446,-0.6042413848191793,-2.766095261176095,-0.49159361569472154,2.2071469307380016,2.4949805842821755,0.03566967824536771,-2.3243151169025213,-1.2443704568429792,2.2179712447554176
17,TIC 0040102236,0.976,1683.577509,0.3816918,1.3114846974624002,0.6859166382249333,-0.49237464944663695,-0.5603313109886375,-1.121089213739953,-0.31375439558212626,1.0139508629371996,1.0700711648592391,-0.6992298885079915,-1.6116457807854279,1.7134219562304294,0.9295804553888567,Ellipsoidal,0.4176610325773267,-0.009515807160303416,-0.013597996125414447,-0.1856886758912151,-0.1070969691723323,0.06795767564683979,0.1280103503928537,-0.011414424850400104,-0.1226888206357748,0.07217780610043432
18,TIC 0040288117,0.669,1685.509543,1.6948229,0.9911154898906165,0.01574396445954115,-0.003127285988813632,-0.0815967407351932,-0.0420467693687613,0.004291045139145775,-0.045959169223852105,0.013295334905744072,-0.033264799507333555,0.004414967281330612,-0.010849448353636697,5.314330745751859,SemiDetached,-0.0007135772556994942,0.0004208296120701451,0.0018824925996250791,0.0013165723937258777,-3.3214089350454896e-05,0.002252992378491463,-0.0007148957626996603,0.002353252521953928,-0.00023521043060683902,0.0009204535286095008
19,TIC 0048880872,0.463,1469.644145,2.1874975,1.000162754291015,-0.0020387492849103135,-0.0016970705918249907,-0.003284720336256236,-0.0012939048883572927,-0.0021345870649172476,-0.0013492028847283586,-0.0024462567446236465,-0.0010006919161973204,-0.002127266421195076,-0.0010518210606504615,6.355349494327627,SemiDetached,0.00016874339024212153,0.00011381640054814132,0.00022436642112887948,-0.00036700478949981317,-4.8644411941863566e-05,5.309244442433029e-05,-0.0006259391149872022,-0.0004314642239052522,-0.0002442162547337425,0.00012065232622430154
20,TIC 0053997651,0.159,1546.775697,2.9173324,-524.7194420743425,-404.7045432675582,553.1259715993361,-90.7498665143947,291.9584655833991,576.7163562862086,613.9187239049178,339.8098740053321,-160.74287158096524,-617.2836181812551,-576.3515237329367,0.16949470862303342,Detached,-87.08121039255542,-518.7189662951755,-148.8539833272715,-178.62942676003297,-185.7930882028498,-164.38622505845018,-71.9654835897107,138.02548641027985,409.69580556511454,428.96662077625103
21,TIC 0119159743,0.849,1654.253587,0.4119512,0.8381842488903312,0.31280407630686036,-0.0029501640487714087,-0.3014283607129298,0.18159353065394102,-0.17606773765221667,0.12474367196223066,-0.0838532678542706,0.04893230629870458,-0.025825591596418004,0.009748828340730662,4.500552436306345,Ellipsoidal,-0.005056075015680361,0.0005861835944279449,0.015333618285171964,-0.010794162336708326,0.015755926134451932,-0.013787038328417926,0.011179690419957576,-0.007613259265025149,0.004708846341350041,-0.0019918298022412514
22,TIC 0039643723,0.53,1843.570499,1.3131123,-498.3989378035181,-369.2193116338566,395.5737036101992,-41.28483922013199,330.51588712656616,560.1117061525887,514.5222444553937,190.09774856807613,-251.03024470208103,-516.1195428302253,-313.8111614228927,0.21825230898013567,SemiDetached,-5.5367592913855885,34.662324952923676,-19.041935137251794,-32.83605510926067,-28.748356344869578,3.4431312372888,45.604055969483476,53.42305281336569,-4.835666068995493,-79.52058115588609
23,TIC 0121108244,0.703,1683.569751,0.3951054,0.9981331709135721,0.00023523709550023048,-0.0008206415433361433,-0.047285653122121137,-0.0006422272647522155,-0.014057931953097602,-0.0008590724545574272,-0.005735251602832245,-0.0007702366191234074,-0.0018258027431575028,-0.00043004011723643017,6.125648761460005,OverContact,0.0011156779457953897,0.0004857964206699447,0.005574632937547021,0.00015567828770257782,0.0031247386791386934,0.0002675724750349801,0.0018972220924346698,0.0002522877168392405,0.0008087011505215157,0.00024187978703105924
24,TIC 0118586896,0.154,1365.702694,12.1136299,0.9999375589597189,-0.00025824257779701563,-0.0005974531079108398,-0.0009750152754402796,-0.0007075640063629328,-0.0008040329247618975,-0.0008008602658153783,-0.0007361110015266969,-0.0007632426508433283,-0.0008992250543717543,-0.0007427419847244703,9.912231164885748,Detached,-4.0240072503922666e-05,-0.0001823738461277398,-0.0003148700708173187,-0.00014860699705148285,-0.0003843680342088562,-0.00011279355133632688,-6.488560744728351e-05,-0.0002401493168184717,-0.00029856725663944956,-0.0001662874695634652
25,TIC 0042705187,0.62,1684.249031,2.1303275,-83.96716717006414,-28.775098990929493,27.755609594850238,76.49871308511186,112.10472133544737,24.62667184558803,-96.98056899305976,-96.92776744163916,54.286348016998396,129.72391960499803,-117.36625985644561,0.6714709204717659,SemiDetached,3.203742446454451,-56.122985670221546,-32.29991220935838,-62.90108657707674,-11.261584592740377,96.93831630534132,101.25459954110065,-84.79249540669075,-183.08689652587387,202.487089678879
26,TIC 0051024887,0.284,1797.336722,8.2674452,0.9999764516528887,-0.0042438831088218165,-0.002146036069486873,-0.006543876898620471,-0.003572073781576648,-0.005496817989932422,-0.0005552406201499972,-0.004484309157234808,-0.0035006106266817533,-0.003935977429766407,-0.004218813144563131,6.584420029441436,Detached,-0.0029467105819190823,-0.0005386816557469881,0.0016629678795891645,-2.8434766626164683e-05,-0.0010529511425735718,0.0005235866932427787,0.00016270553544319393,-0.001645150579890512,0.002771328843963625,-0.0004210528461122313
27,TIC 0048372732,0.553,1544.491443,1.0955633,0.9996692157662709,-0.015027104839687088,-0.01213582449897155,-0.05342627864196032,-0.011525560363155345,-0.037645360061816104,-0.00915616523267163,-0.02966990557612566,-0.006964632210606969,-0.02052189032281642,-0.0047002996196939635,6.2636642984112,SemiDetached,0.002292972619541561,0.00272422249532575,0.003225319812561929,0.0007386537626933188,0.0033683246780021737,0.0010579448602691186,0.004004926308193572,0.0010816986920571731,0.003660417368404772,0.000941775572771559
28,TIC 0048499902,0.572,1687.042565,7.5811853,1.0012263036801368,-0.08028271026427863,-0.01821034619957144,-0.09081826175883644,-0.030681775916822182,-0.0657759221623639,-0.02628848747170316,-0.04989964011807086,-0.015536232703546059,-0.035028726220113326,-0.010077521321521577,6.301709352048997,SemiDetached,0.03292576321948447,-0.003001044216909297,0.0018796175946715924,-0.0009703391629708389,-0.0018130035248180075,-0.0013897057146813763,-0.003099757629852907,-0.0007153059773849475,-0.0019484547066962801,0.0012045691333024292
29,TIC 0048476907,0.224,1544.641279,4.7132565,-0.3873294325233285,-0.11296186545045958,-0.7728964725891911,0.5098372567107887,1.011637184627227,0.9597821362327394,0.24059778333661486,-0.7849467428381237,-1.2853132705982675,-0.28019805654552393,1.9016773251620973,0.5203379244477475,Detached,1.5651886990743278,0.1588729236868115,1.110474678373684,-0.21634390604317494,-1.174928176589816,-0.7779789126513814,0.4477818679074529,0.8696143655205805,-0.08283757098705079,-0.4720857185284504
30,TIC 0120893542,0.571,1688.882491,11.2580485,1.0003156394009656,-0.06341947549329172,-0.03141274073701897,-0.1435891188240645,-0.04241339869694189,-0.0656108234525853,-0.04547579330833368,-0.05501954138880558,-0.03848301956241318,-0.04316251133059267,-0.030008853203674028,6.563117871919668,SemiDetached,-0.00033886817200596544,0.0008032574284752917,0.002873348353274942,-0.00015175126593644565,0.0012023805272478138,0.0014215522261894157,0.0006249590706579665,0.0008105290749936519,0.00018190916955301153,0.00037704499863368154
31,TIC 0051104846,0.396,1493.870455,2.9043012,-917.6802187689184,-657.6951476879478,562.4957296676067,-9.99040528748059,688.283671818682,1052.8756043836945,850.6657620476711,156.887329311428,-610.9987884436516,-860.4378628114805,-253.43379127522078,0.24313788707945277,Detached,27.461233703667993,92.66207515483097,3.404295148095333,-60.046245521805005,-90.90433497836312,-27.806724861101255,96.45440431258065,146.53555127283684,3.5839532145053443,-212.3621138171475
32,TIC 0053847727,0.29,1765.704907,3.0112586,-18.69929672158516,-10.97907121391251,-16.120225705381078,6.991830604149438,22.57587233666867,23.21043269467287,5.42573625478136,-19.402412258085096,-28.062497293953342,-2.1757303784059374,38.234327896602956,0.5586726316441077,Detached,-1.2640308397688118,-1.0241766702875337,-1.7911346243549056,-0.3268926849997234,1.5960362500550647,1.9009134501882328,-0.04419378780053493,-2.24549309972243,-1.3016238238012168,2.9529164633786618
33,TIC 0040038743,0.322,1683.563546,7.1681194,-443.7768999888932,-283.5699844544597,-141.25013341231673,97.53610714781969,453.60549489405366,530.6543276657353,233.90620855204466,-258.1561531358186,-527.6561494827548,-189.23416848775523,528.9253848955162,0.28416374925901317,Detached,-2.9690979272697686,25.23699606470553,-11.47450559536732,-20.067180198578836,-16.96595261485098,3.9331433821237964,30.00293524692857,32.53442441140818,-6.760174929122503,-52.416297923098426
34,TIC 0048184317,0.4,1600.436204,0.2379106,1.0001279997614447,-0.00822047182583931,-0.0034169593239474667,-0.009740373714707639,-0.007995734554197532,-0.008027386082501541,-0.005823497272771154,-0.004481109427610333,-0.004067794630392676,-0.0045054804046112526,-0.0018868988984405588,6.106725857515696,Detached,0.0013147189511124458,0.00334962621978772,0.0013286970725879615,0.0007561184952834406,0.0017858868884421842,0.0026785626971436395,0.002793591285395998,0.0027430973231448593,0.0023361791948212267,0.0015509868733206823
35,TIC 0048450535,0.233,1685.775149,4.233826,0.9992746753873426,-0.0034114197734115693,-0.0019780981623683303,-0.00329541974983927,-0.003088949737739767,-0.003148388624136566,-0.0030485351022404962,-0.0030081954712308035,-0.0028870382989379913,-0.00267057486254211,-0.0023408219727301498,11.349635597733455,Detached,-5.706115622358227e-05,0.0002117042664526071,7.694092370465784e-05,0.0001132809015273907,0.0001301803585427109,0.0001781689523316736,0.00021027936864238532,0.00022727778702876102,0.00017702316294151315,0.00020100153163060867
36,TIC 0121121622,0.493,1683.726827,4.1007475,-204.83252705521474,-131.04850932591506,-62.04666164788831,44.37836469249854,208.28756922744017,244.14400127656256,108.91498118664336,-115.85080556711537,-239.99090445756923,-88.26798998542377,237.29937148357143,0.2896026086372557,SemiDetached,6.841867126934256,21.301849268714783,1.7076110634408423,-12.121846381965286,-19.175952503972482,-6.069339744740705,20.438166751492627,31.233526817025872,0.20385227352295315,-46.973277994925944
37,TIC 0101395259,0.173,1523.94517,7.5746218,-1.9640786370259586,-1.1202061177118694,-2.5970575839204817,0.9115908246897033,2.832619670718923,3.1566743400018655,1.1324069679882858,-2.362053355931123,-4.331418767259324,-1.0192644762766911,6.360437302040514,0.5645477553321767,Detached,1.3600309459953472,0.3606321326809265,0.9464780946243051,-0.16612852329865865,-1.0392985394128045,-0.8024462731898798,0.32169910978481303,1.011033598578249,0.22876277529906489,-1.0031698036424983
38,TIC 0118826280,0.72,1354.246269,0.246525,0.8872124107653298,0.21559346755211511,-0.0024508949300439484,-0.21396534212918872,0.10778133984814768,-0.11468919802312569,0.0735091281669627,-0.06304061711022804,0.0335289179115954,-0.021514833866638258,0.006523480965167126,4.5846313493744955,OverContact,-0.007576111190724968,0.0014950914348043553,0.01314378368316946,-0.0016582437147941028,0.01232417485975234,-0.008338798050603533,0.014184895645916554,-0.008539282072892293,0.00853852032337531,-0.002598299488821253
39,TIC 0039903672,0.228,1959.362313,3.0312219,1.0001166112985096,-0.0006948945681562343,-0.0008623060110608727,-0.002139795618161395,-0.0007413673732237601,-0.000949754216346644,-0.0007221855777430569,-0.0009690061413467816,-0.0008073621225068604,-0.0007742689020259793,-0.0006502194782136582,6.535837739862684,Detached,-0.002303842933438849,9.710852141467085e-05,0.00043185261276054243,-2.420157157579363e-05,-8.329912533391546e-05,-3.4641965430004796e-05,3.2974114684241656e-05,5.9948396216687426e-05,1.9683533729929662e-05,6.23659491704333e-05
40,TIC 0048335665,0.698,1545.481505,4.6274812,1.0013342115936141,-0.01440366103325502,-0.003869576560102342,-0.03486019624354802,-0.0011928595881215518,-0.004858897027086341,-0.0039858758642533345,-0.005134130211536506,-0.003657815947861019,-0.004610676137837322,-0.003205628273425824,6.446714819855908,SemiDetached,-0.0008942951527537006,0.00010506635190944452,0.00022816844146815855,0.0003774814317622701,6.37770867035168e-05,0.00012307247526903892,0.00013748524038572886,0.00016435543985162906,0.00011854339244372821,0.00014013438477400005
41,TIC 0121078334,0.643,1411.632818,0.9285757,0.5227973226705515,0.9214635377270866,-0.017487670859479984,-0.858156832466686,0.7068889084253576,-0.5826523400778979,0.4248636257235388,-0.3059054196377605,0.18386836021253083,-0.10860942421076833,0.04348567694398465,4.528685637122452,SemiDetached,-0.016326714889653784,0.0028708543656465585,0.030850090761612433,-0.03796168234953242,0.04125809145380631,-0.03733351192707911,0.03187409275301398,-0.02215854784001042,0.01472714552868654,-0.006531465898996897
42,TIC 0054018297,0.56,1386.049206,1.9397502,1.0034576648236726,-0.09800752679562363,-0.011936876453362931,-0.12253641304551746,-0.06706940528448734,-0.08279966555949797,-0.04875525759840443,-0.05623026257200558,-0.028285430493833596,-0.030331974789403034,-0.012374034825449775,6.358508381746662,SemiDetached,-5.421278407303087e-05,0.0013506133972654806,0.005140200582719911,0.0023723414385508844,0.004163857195918268,0.002674638902669023,0.0038751531687029753,0.0022695136159163807,0.002870850872835834,0.001223234912613236
43,TIC 0018250189,0.556,1764.730919,0.1396417,428.861936404884,-809.171491771849,0.15877161512981872,682.8378608706591,-511.9663082505156,337.5584787290871,-193.0238416185993,93.30691148402241,-36.777061816440565,10.959222661554497,-2.1652405955280694,3.8493056258592837,SemiDetached,-266.9268739471539,1.9233150704913586,455.9859746151676,-523.4713198308846,475.0905890672578,-355.12351478480474,219.80925674214387,-110.68798617359585,43.52597933018943,-12.158482237676909
44,TIC 0041431247,0.713,1683.280389,1.0199009,13.446565591820928,5.041533854939965,-4.9707345548263975,-11.28819441062538,-17.550361530572744,-4.635494769398141,15.065908623060214,16.41928399216966,-8.393036708336432,-22.689289204026608,20.553625646046335,0.7187476794902479,OverContact,2.333178911083661,1.9524255892865803,2.6712419137342374,1.1998272568463806,-1.7397135634814085,-3.7752978136008988,-1.743094233391386,3.783106413515119,4.744232723340809,-6.548719589717869
45,TIC 0055896456,0.788,1438.353555,0.4647737,0.96050776214751,0.08924201234752391,-0.002375439423579052,-0.2564958222965486,-0.0958468037569321,0.006532278790772419,-0.05109477967930687,0.014066320688157968,-0.025918973499418903,0.002949393722407087,-0.005938432833622035,5.323509793501922,OverContact,-0.003932842359697325,0.0010467061121386182,0.020054314507631246,0.011770203840854442,-0.0011471621549780267,0.01035002771428537,-0.0033050505220973254,0.007276413995099763,-0.0007848196787040514,0.0022813856271463534
46,TIC 0048658291,0.4,1469.161946,3.1757735,-188.29520847501277,-122.4203348963886,-26.211674809192026,34.78778261746625,183.83422552149634,222.2738002615084,110.7330988859095,-84.14907554325664,-203.42698939031314,-96.17415315281922,170.04318914705405,0.2774122055810899,Detached,18.336720191783957,33.564396326307694,11.925214986300041,-15.725744022704024,-34.9585375051035,-17.422872828603456,28.9438429922977,53.18109985913125,5.1448506437222346,-76.75426308662513
47,TIC 0054001270,0.551,1326.676045,2.3490994,1.0067178287791718,-0.15415974331695795,-0.014804833384795494,-0.1671619532194832,-0.10762787459995832,-0.11687133485987707,-0.07364380276591562,-0.07447403340898841,-0.04007592063898765,-0.03731862867624653,-0.017040193245643733,6.4136223529896705,SemiDetached,0.0021159784311827723,0.00128023618395962,0.0004650762341064043,0.003585949330683602,0.0042813093897419415,0.003847407739730773,0.00421245937974164,0.00282304369165417,0.0028404530133265145,0.0016641480345981694
48,TIC 0041870248,0.31,1684.321553,2.8261627,0.9969955322523767,-0.02282165979591868,-0.008183486409662027,-0.020130837167032147,-0.019571734346105065,-0.020160441709564356,-0.019520587105322104,-0.01682687747953046,-0.013645602603389746,-0.01162671367261205,-0.010255335159567686,11.415210868571554,Detached,-0.0011551607015224414,0.0010521664921020926,1.1730083056379085e-05,0.0018522796240599637,0.002380756359961243,0.001321601866108215,0.0004087560452842535,0.001024633176005215,0.002063629937045329,0.0020543810442748426
49,TIC 0039818458,0.194,1467.740419,3.8156995,0.9992659976399575,-0.001662271705200292,-0.0020334649725057712,-0.0025733908272848223,-0.00315577812345575,-0.0031036101656390664,-0.003089385185259101,-0.002741417403746749,-0.0025988634950767325,-0.0027526307979372747,-0.0024180322151573057,10.27702779235733,Detached,0.0003377198695843665,0.00017125612411208834,0.00013823736046460056,0.00015043940204007762,-0.00017732928035487584,0.00021012326130635947,0.00015876046058586847,0.0002954443728938763,0.00025542252034997036,0.0002431913172403909
50,TIC 0101497151,0.43,1544.926728,1.2520502,-389.0785675779185,-272.0626406305963,193.46921780558745,14.688974444963451,311.25055035529675,445.3470898313667,328.3409482925565,18.43577461021786,-283.30148143155554,-330.06855921293703,-36.02299436620109,0.2534934396252147,SemiDetached,51.28548020311818,104.72363037085086,33.959574086036895,-43.57605188079577,-96.74307898444054,-45.53507217300054,85.66098569131961,150.25631875889823,7.126145371800892,-227.10762070777258
51,TIC 0101302325,0.564,1792.249539,2.1980121,0.9998904633959615,-0.0051183049782794615,-0.002012716238887043,-0.010319021472841732,-0.003795713194910111,-0.004232545292606534,-0.003468585539747467,-0.0036524455365094352,-0.0027874985118553418,-0.002795499257219351,-0.002226181352998815,6.659633393817597,SemiDetached,0.0002977275611018814,0.00014215055172146887,0.00037661869368517544,0.00016562144578892977,-2.5461233272762037e-05,0.00021214121061458323,0.00024884497064967,0.00014488783662502518,0.0002821018772692735,0.00023600936699226494
52,TIC 0029706981,0.66,1683.746477,0.5228847,0.07941936601453392,1.1844705067105556,-0.010070899971768387,0.19195523722408964,-1.147020620739629,1.1222969145454005,-0.4947411336270423,-0.06212222279509643,0.23791957929777968,-0.16378938859423434,0.05834196402337866,2.516016631322567,SemiDetached,5.1089257110406345,0.041279041109018914,-5.42675046097421,0.7841158856019077,4.756184682567935,-7.2723122444402355,6.1841737572019175,-3.536970015846916,1.3798094121326232,-0.3405691950682964
53,TIC 0120826158,0.321,1687.838608,5.179905,-0.42214791292257137,-0.11632418721052712,-0.6999530661513792,0.5682048380120468,1.0856482637995464,0.9484748571622121,0.10421510864964743,-0.9058884290255433,-1.1583982045932524,-0.01906130271090702,1.6150620478415463,0.5265717659244613,Detached,1.4362975800265827,0.38684302657887787,1.0981939842637176,-0.014917015835939068,-1.0480019180976838,-1.037003807184543,0.08495489927266452,1.1310489216458601,0.5874934026341232,-1.2454912846311759
54,TIC 0101547609,0.562,1872.36778,21.454335,54.12459830479628,43.401168251806304,40.548230859865754,16.034572216945854,-16.009651810443508,-39.634632511332484,-46.978054841680034,-38.61119151981226,-21.687398522844866,-3.874225773839566,13.702300781540112,0.0001827757609249599,SemiDetached,41.53459762389082,-65.59498049825248,51.8871105107237,24.048911458865696,-21.399382261973592,-49.484852867571604,-36.28856864049716,11.398182263881822,55.18506755840792,43.13968027923332
55,TIC 0121092386,0.661,1410.998936,0.4215599,0.9846687818205806,-0.10554295227339186,-0.002782783278199146,-0.04272085121056302,-0.02014776444552067,0.0004047240003999012,0.005491579889843716,0.0031821669347354893,-0.0010677454531137797,-0.0031296333358815927,-0.00300567424881331,7.0304014924467015,SemiDetached,0.008509200485075823,0.0030507510287107052,0.014682871698640724,0.015613762109108963,0.012673767499605495,0.01127669689108903,0.010123268061844208,0.009847640478870127,0.008168155048032316,0.00562031803667282
56,TIC 0121048789,0.393,1412.203023,1.288246,-5.027120759009862,-2.865363518227447,-4.818373127459583,2.1668089321753676,6.516010844559565,6.636582067216623,1.5227436204934144,-5.634301911373575,-8.182126582705791,-0.6575283831702174,11.342071423838204,0.6095303194241094,Detached,0.6356073170011938,0.2850385196448277,0.2031776882682572,-0.2153182972979586,-0.4011526058661807,-0.20126065822212863,0.24017277653144353,0.4653707277569324,0.0597260429232697,-0.6449786494116977
