ID,morph,T0,P,a0,a1,a10,a2,a3,a4,a5,a6,a7,a8,a9,w,label
TIC 0415783540,0.562,1570.958885,0.4337532,1.0849258996247007,-0.16640319571888074,-0.031170477392271856,0.07401080852752007,0.2241525612379467,-0.6674597178965442,1.010764685621175,-1.044110229708583,0.7828170104485674,-0.4240581981785607,0.1555894250742429,1.035923285920869,SemiDetached
TIC 0188512866,0.531,1870.852196,1.68149,8.576422714519307,-22.767247193728238,-1.2825242474272525,31.790794066044082,-19.25041631885413,-16.120531444446893,50.444991823013524,-60.69569859023372,46.25702542513699,-23.73925235530797,7.773653160385406,0.9400616659197075,SemiDetached
TIC 0274645120,0.763,1712.146815,0.9009169,-7504.54074286328,6032.986737844636,1120.0405289157275,11319.808359640494,-13418.031989565903,-6649.24393357066,19883.017188212732,-6209.2350617254315,-13072.740888089682,15149.964985168892,-6651.064040787376,0.43164050433886314,OverContact
TIC 0300654002,0.563,1355.711204,2.7581426,26.650040302231943,-147.0959967479665,-14.753743187917982,274.48688870551183,-163.98973115890115,-209.80332271723043,583.0005590466574,-693.4558019382081,528.3007299099335,-271.8530454284928,89.2947108873722,0.9315026879548003,SemiDetached
TIC 0431486590,0.443,1765.51788,3.158618,0.6074113778468743,1.1198109333265467,-0.018556912240318958,-1.2421093212958392,0.14188406249491742,1.3705625834240194,-1.7911213115699556,1.0254890403261976,-0.15892628874899922,-0.15026902904916417,0.09585549344764199,0.688274314214717,SemiDetached
TIC 0192990023,0.702,1545.10274,0.900898,-63.79194281560283,226.50550501993155,83.57493545864247,128.79157738995846,-690.9656428177121,26.608306510373392,1019.4139463274354,-556.8962788827047,-685.139951763851,983.2775798969388,-470.38310812009047,0.4256472882765777,OverContact
TIC 0083914837,0.649,1600.355612,0.9118507,-117.81661876794281,4.06906328250623,72.10090274374187,367.78627273035886,-137.2940697304618,-679.5447428135875,830.1587024650421,198.82115178395733,-1150.2890513748184,1045.662942040232,-432.6509732299056,0.43304765109236687,SemiDetached
TIC 0385105755,0.579,1791.082365,0.8494102,-183.652971466246,425.17786421242846,-11.364932708764137,-582.7809371862825,791.2381311686867,-944.1776192178983,934.7370606743749,-744.0557356329347,462.3473873091104,-214.4326810133117,67.72734057119489,0.9745171800430114,SemiDetached
TIC 0365034219,0.907,1711.765667,0.3777057,413.28349033112517,13.53687503416173,-1969.1454779674177,-1372.0148960375982,-217.6448957846632,1005.0754830561965,473.81633332815414,2228.574976645718,-1396.0980479277825,-5765.338450441399,6586.9122801510575,0.1967484196963752,Ellipsoidal
TIC 0161840630,0.595,1712.17485,2.1303265,1.126170301119117,-1.1687682302968843,-0.07165641713004281,2.163781407595412,-0.5317248864740927,-3.431869874469709,6.605268158896985,-6.7179387066679155,4.455962699706951,-1.9711109060368597,0.5414965979533799,0.8064726776015467,SemiDetached
TIC 0148781497,0.487,1739.710148,2.5399053,-24.06714020800189,52.059518935355136,-0.3738973904446757,-56.49089051903628,59.81958610362976,-57.8430329203095,48.56066623751633,-34.02144013740864,19.107750537042673,-8.154256801691236,2.393559412047272,0.9572933696923844,SemiDetached
TIC 0144440290,0.281,1358.171656,15.0147438,0.019407069089897696,2.10426629984184,0.03170241455115027,-1.8643269216712743,0.336419961986533,1.9968060694566667,-3.5596914412597953,3.437818748515835,-2.18619196986052,0.930581491952484,-0.24671553128770718,0.6176775465593816,Detached
TIC 0346073081,0.751,1765.232029,0.6958249,-318.0621954217035,787.6994346707623,241.58568643592193,381.24652507525695,-1884.9750265139728,-135.83015598605772,2878.4374650940235,-1169.821159465013,-2428.044193055297,3044.3470318022614,-1395.5862483674764,0.42173951110673963,OverContact
TIC 0436802660,0.613,1545.475907,1.5378205,21.04611404974902,-66.12663442577129,-2.3750205378635663,96.29195438202719,-54.158201237856424,-58.01157978224411,157.31832208410316,-175.81071938360424,123.7776715514498,-57.76034059062953,16.800342644846936,0.851415814653674,SemiDetached
