in_catalog,tic__tess_id,date_added,date_modified,sectors,tic__ra,tic__dec,tic__Tmag,tic__glat,tic__glon,tic__pmra,tic__pmdec,bjd0,bjd0_uncert,period,period_uncert,morph_coeff,tic__teff,tic__logg,tic__abun,source,flags
True, 0066786762, 2020-07-28 16:46:16, , 16;17, 341.899733, 48.227014, 10.90, 102.587074, -9.692172, -3.79873, -2.05491, 1742.485044, 0.004625, 16.6888008, 0.0013585, 0.246, 7758, 3.52, , LCF, ,
True, 0067186251, 2020-07-28 17:18:59, , 19, 83.353095, 38.190813, 12.24, 170.809493, 2.771804, -10.0, -2.3, 1816.687105, 0.000884, 1.1494576, 0.0002178, 0.591, , , , LCF, ,
True, 0067267845, 2020-07-28 16:42:55, , 12, 240.959581, -29.975936, 10.09, 345.236535, 16.680299, -2.67662, 1.8129, 1629.706731, 0.000079, 2.0253143, 0.0000107, 0.586, 6817, 3.64, , LCF, ,
True, 0067296459, 2020-07-28 16:48:32, , 19, 83.389413, 36.992354, 13.79, 171.832504, 2.145291, -1.10136, -2.22775, 1816.250428, 0.000577, 0.3212310, 0.0000028, 0.582, 7283, 4.76, , LCF, ,
True, 0067360334, 2020-07-28 17:18:20, , 19, 83.595024, 40.719108, 13.39, 168.779888, 4.296191, 24.5535, -55.6755, 1816.869043, 0.011344, 3.4278817, 0.0019236, 0.274, 3517, 4.76, , LCF, ,
True, 0067474119, 2020-07-28 16:50:07, , 22, 171.993827, 14.832071, 8.74, 241.059490, 67.019459, 69.8446, -40.2056, 1899.998103, 0.000737, 0.4569562, 0.0000136, 0.769, 7232, 4.24, , LCF, ,
True, 0067559369, 2020-07-28 17:15:24, , 3;30, 15.932436, -30.398812, 8.90, 264.184581, -85.763382, 36.39, -36.59, 1399.873119, 0.014512, 14.7103164, 0.0002930, 0.050, 6274, , , LCF, ,
True, 0067565466, 2020-07-28 16:48:57, , 20, 115.412111, 41.494648, 12.31, 177.748220, 26.550869, -6.21008, -4.14701, 1842.637487, 0.001818, 2.8158925, 0.0003198, 0.275, 6104, 3.88, , LCF, ,
True, 0067646988, 2020-07-28 18:47:55, , 21, 147.769065, 35.969296, 12.44, 188.350889, 50.927086, -100.975, -171.822, 1871.022584, 0.000197, 1.8817457, 0.0000171, 0.217, 3138, 4.92, , LCF, ,
True, 0067686223, 2020-07-28 18:41:01, , 5, 62.950860, -11.790747, 11.01, 205.008074, -40.701062, 20.5131, 0.701254, 1438.327151, 0.000319, 0.4169261, 0.0000034, 0.710, 5781, 4.20, , LCF, ,
True, 0067686556, 2020-07-28 18:41:01, , 5;32, 63.036873, -10.469443, 7.97, 203.501974, -40.040455, -112.439, -118.135, 1438.050732, 0.000022, 0.3215666, 0.0000707, 0.735, 5557, 4.36, , LCF, ,
True, 0067687692, 2020-07-28 18:41:01, , 5, 63.052723, -6.021570, 9.28, 198.476076, -37.912757, 0.940157, -3.2431, 1438.187075, 0.000081, 0.6641720, 0.0000022, 0.623, 6400, 4.00, , LCF, ,
True, 0067688552, 2020-07-28 17:18:58, , 5, 63.129021, -9.114794, 9.45, 201.991131, -39.339218, 41.1502, -9.64905, 1438.749422, 0.000489, 1.4621434, 0.0000492, 0.459, 5947, 4.15, , LCF, ,
True, 0067707406, 2020-07-28 16:50:25, , 23;24, 225.123338, 33.672809, 10.75, 54.160294, 61.536887, -25.0891, -11.0912, 1931.117172, 0.000281, 1.2568011, 0.0000168, 0.558, 6595, 4.09, , LCF, ,
True, 0067707714, 2020-07-28 16:50:29, , 23;24, 225.195581, 35.131873, 10.89, 57.183159, 61.328694, -55.8499, 31.98, 1930.667922, 0.002325, 0.3171474, 0.0000001, 0.729, 5404, 4.27, , LCF, ,
True, 0067719432, 2020-07-28 17:18:55, , 5, 63.424578, -11.560119, 11.70, 205.000878, -40.183010, -2.83793, -34.133, 1438.361238, 0.000238, 1.0017063, 0.0000144, 0.522, 5227, 4.28, , LCF, ,
True, 0067807856, 2020-07-28 18:41:01, , 5, 64.489933, -9.441416, 9.56, 203.158796, -38.298535, -2.4, -13.0, 1440.408740, 0.000445, 3.3733443, 0.0000545, 0.587, 6511, , , LCF, ,
True, 0067808952, 2020-07-28 18:41:01, , 5;32, 64.555683, -6.259442, 11.79, 199.665718, -36.731779, 15.7488, 6.78737, 1438.327087, 0.009878, 0.3279029, 0.0001478, 0.806, 5461, 4.18, , LCF, ,
True, 0067813700, 2020-07-28 16:50:47, , 23;24, 227.430436, 34.785706, 11.49, 56.094488, 59.543707, 24.4687, -23.6153, 1930.503548, 0.003162, 0.7173662, 0.0000488, 0.562, 5819, 4.31, 0.17, LCF, ,
True, 0067949277, 2020-07-28 16:49:10, , 21, 142.659639, 44.769406, 7.20, 175.363969, 46.517117, -56.1955, -27.8544, 1870.916582, 0.000558, 1.7855310, 0.0000623, 0.591, 8072, 4.03, , LCF, ,
True, 0067982365, 2020-07-28 17:13:10, , 12, 242.433703, -28.963182, 10.34, 346.932811, 16.507126, None, None, 1627.981102, 0.002727, 2.4938218, 0.0006416, 0.364, , , , LCF, ,
True, 0068032616, 2020-07-28 16:50:35, , 23, 219.211756, 36.573459, 11.14, 62.489087, 65.806708, -17.5056, 13.6039, 1930.572963, 0.001049, 1.0780698, 0.0000329, 0.550, 5646, 4.56, -0.36, LCF, ,
True, 0068032870, 2020-07-28 16:45:56, , 16;23, 219.347215, 38.078275, 10.89, 65.889983, 65.265199, -21.6071, 9.70024, 1739.526774, 0.000267, 1.0335323, 0.0000014, 0.593, 7566, 4.09, , LCF, ,
True, 0068901798, 2020-07-28 17:19:43, , 24;25, 249.685572, 41.313601, 10.57, 65.407835, 41.821321, 1.11176, 8.10506, 1958.573481, 0.000119, 3.8601386, 0.0000204, 0.390, 6769, 4.07, , LCF, ,
True, 0069559020, 2020-07-28 16:44:22, , 14, 294.667100, 30.507855, 12.62, 65.186588, 4.277106, None, None, 1683.450948, 0.000082, 0.2908637, 0.0000091, 0.633, , , , LCF, ,
True, 0069838619, 2020-07-28 18:39:46, , 2, 337.814209, -20.542426, 11.75, 36.897712, -57.384361, 0.168044, -6.10425, 1354.261985, 0.000136, 0.3833245, 0.0000016, 0.949, 6727, 4.17, , LCF, ,
True, 0069888530, 2020-07-28 17:15:28, , 2, 338.464300, -23.864678, 10.07, 31.160347, -58.878951, -18.2316, -5.60627, 1360.060546, 0.000694, 10.3516947, 0.0005608, 0.347, 6033, 3.32, , LCF, ,
True, 0069889494, 2020-07-28 18:39:46, , 2, 338.674875, -19.859810, 7.68, 38.597367, -57.924296, 15.3459, -8.22608, 1354.530540, 0.000326, 0.5090071, 0.0000079, 0.666, 6933, 4.21, , LCF, ,
True, 0069949079, 2020-07-28 17:15:50, , 2, 340.047439, -23.227916, 11.17, 33.066217, -60.134690, 8.91149, -5.85713, 1354.590199, 0.000599, 13.0559028, 0.0084449, 0.715, 5144, , , LCF, ,
True, 0070442570, 2020-07-28 17:18:39, , 1;28, 339.714443, -33.081348, 5.66, 13.027443, -60.840981, 4.04017, 15.4729, 1332.152652, 0.010498, 11.5269229, 0.0001690, 0.303, 9376, 3.83, , LCF, ,
True, 0070555928, 2020-07-28 17:19:12, , 3, 33.759890, -33.851474, 10.59, 238.538363, -70.819897, 0.209051, -20.6596, 1390.550746, 0.001246, 6.1140814, 0.0001603, 0.548, 6729, 3.39, , LCF, ,
True, 0070717462, 2020-07-28 16:49:48, , 9;35;36, 151.639131, -35.180104, 8.22, 268.751472, 16.525531, -17.9, 11.2, 1546.567269, 0.000124, 2.9486252, 0.0006315, 0.487, , , , LCF, ,
True, 0070761941, 2020-07-28 18:39:46, , 2, 0.788318, -34.938528, 11.74, 352.871661, -77.056497, 68.8432, 12.452, 1354.263678, 0.001195, 0.2654127, 0.0000002, 0.734, 4946, 4.39, , LCF, ,
True, 0070914192, 2020-12-01 19:10:29, , 5, 64.657057, -17.419853, 10.36, 212.731033, -41.427416, 5.77347, 4.44126, 1438.326389, 0.000448, 0.6095223, 0.0000577, 0.415, 5452, 4.40, , LCF, A,
True, 0070999666, 2020-07-28 16:48:15, , 19;20, 91.270143, 65.121448, 11.14, 148.906125, 19.782528, 3.77107, -1.835, 1817.082053, 0.000485, 2.9444457, 0.0000624, 0.515, 6683, 3.78, , LCF, ,
True, 0071026173, 2020-07-28 18:41:02, , 5, 65.821619, -13.044808, 10.42, 208.030344, -38.694306, 4.46383, -5.85477, 1438.985966, 0.001180, 0.6795061, 0.0000069, 0.833, 7114, 3.82, , LCF, ,
True, 0071103363, 2020-07-28 16:48:14, , 19;20, 91.924862, 60.801737, 11.85, 153.249323, 18.402399, 2.64246, 0.444138, 1817.018048, 0.000088, 2.4486089, 0.0000217, 0.570, 8176, 4.22, -0.37, LCF, ,
True, 0071107089, 2020-07-28 18:41:02, , 5, 66.783230, -12.646528, 12.00, 208.065265, -37.676043, 14.5103, -8.26459, 1438.264126, 0.000017, 0.3576366, 0.0000003, 0.847, 6022, 4.28, -1.20, LCF, ,
True, 0071266846, 2020-07-28 16:48:52, , 20, 113.422508, 67.537668, 15.80, 148.345586, 28.928935, 10.9467, -6.35288, 1842.643062, 0.000106, 0.1336195, 0.0000008, 0.582, , , , LCF, A,
True, 0071298511, 2020-07-28 16:49:33, , 9, 154.390714, -32.469309, 10.40, 268.961942, 20.065455, 7.87035, -3.11046, 1546.450913, 0.000722, 2.1525597, 0.0000898, 0.552, 8757, 3.84, , LCF, ,
True, 0071330078, 2020-07-28 16:48:47, , 20;26, 114.932665, 69.254749, 11.25, 146.382416, 29.495617, -21.217, -16.178, 1844.824740, 0.000106, 2.4572479, 0.0000024, 0.442, , , , LCF, ,
True, 0071531463, 2020-07-28 16:44:39, , 14, 295.622735, 31.327816, 10.34, 66.305896, 3.963919, 2.30073, 0.101778, 1686.305640, 0.000065, 15.3366070, 0.0012119, 0.204, 10205, 4.02, , LCF, A,
True, 0071546916, 2020-07-28 16:49:54, , 9, 155.701589, -33.616190, 8.87, 270.621673, 19.769258, -7.7, 1.9, 1547.605869, 0.000984, 9.8598511, 0.0001721, 0.150, 7122, , , LCF, ,
True, 0071612483, 2020-07-28 16:50:27, , 23, 202.294665, 31.401947, 11.50, 62.624637, 80.730951, -82.0961, -7.1292, 1931.919575, 0.000967, 1.2168732, 0.0000995, 0.431, 5610, 4.42, , LCF, A,
True, 0071847068, 2020-07-28 16:47:29, , 18, 26.074812, 57.536724, 4.46, 130.003372, -4.607447, 44.95, -14.78, 1793.331451, 0.000033, 2.5874260, 0.0000790, 0.363, 8511, , , LCF, ,
True, 0072121778, 2020-07-27 20:25:55, , 10, 186.289969, -42.701019, 11.71, 297.801488, 19.908805, -37.5115, 2.34572, 1571.994553, 0.000834, 6.0117788, 0.0003378, 0.162, 6214, 4.23, -0.18, LCF, ,
True, 0072229825, 2020-07-28 19:33:27, , 10;37, 186.753220, -43.675259, 12.26, 298.265379, 18.975065, 1.74193, -8.36119, 1571.945545, 0.040250, 1.7955911, 0.0000349, 0.543, 6415, 4.41, , LCF, ,
True, 0072534221, 2020-07-28 16:50:44, , 23, 207.669326, 14.288184, 9.39, 352.972428, 71.145604, -2.48345, -43.5783, 1930.718804, 0.000198, 7.2291095, 0.0001755, 0.197, 5507, 4.33, , LCF, ,
True, 0072588909, 2020-07-28 18:58:12, , 3, 31.544532, -29.226064, 8.96, 224.569094, -73.414197, -2.38635, -31.9468, 1388.816052, 0.009202, 0.5731825, 0.0000308, 0.922, 7261, 4.17, , LCF, ,
True, 0072605231, 2020-07-28 16:49:30, , 9;36, 151.792000, -40.471312, 10.45, 272.156936, 12.385146, 10.6881, -2.7299, 1544.882996, 0.000503, 3.9370184, 0.0009685, 0.312, 6358, 3.83, -0.35, LCF, ,
True, 0072782654, 2020-07-28 17:16:15, , 6, 85.792594, -0.687443, 9.82, 205.591517, -15.465180, 3.70423, -2.37658, 1471.238010, 0.000053, 6.6314323, 0.0000386, 0.215, 6327, 3.48, , LCF, ,
True, 0072839144, 2021-02-23 2:58:10, , 25, 254.119630, 37.655255, 9.70, 60.997599, 38.123741, None, None, 1983.738853, 0.000635, 1.7556962, 0.0000719, 0.615, 7189, 3.68, , LCF, ,
True, 0073177813, 2020-07-27 20:25:53, , 10, 189.913551, -42.942432, 9.74, 300.639179, 19.876852, -2.17428, 2.79402, 1574.965564, 0.000851, 8.8160188, 0.0038795, 0.608, 6604, 4.28, , LCF, ,
True, 0073201833, 2020-07-28 16:49:38, , 9, 153.937915, -36.983699, 9.45, 271.426826, 16.188171, 12.3697, -79.4034, 1544.999177, 0.002136, 0.8649434, 0.0000819, 0.594, 5911, 4.41, , LCF, ,
True, 0073386477, 2020-07-28 16:49:38, , 9, 154.551001, -36.805166, 9.47, 271.735801, 16.617619, -24.6059, -3.74256, 1545.206093, 0.000018, 2.1803939, 0.0000044, 0.549, 6484, 3.59, , LCF, ,
True, 0073455146, 2020-07-28 16:42:17, , 11, 190.906581, -46.934667, 10.01, 301.545400, 15.916050, -3.3945, -8.22454, 1598.803926, 0.000017, 0.6693594, 0.0000006, 0.855, 6849, 3.88, , LCF, ,
True, 0073723286, 2020-07-28 16:49:54, , 9, 155.636904, -40.516163, 9.11, 274.636329, 14.035716, 38.9709, -42.6757, 1547.302548, 0.000381, 14.0655737, 0.0001690, 0.102, 5661, 4.10, , LCF, A,
True, 0073764693, 2020-07-27 20:19:34, , 9;36, 155.841228, -37.616640, 11.78, 273.098986, 16.532439, -33.2594, -20.1256, 1544.388542, 0.002339, 0.1392960, 0.0000264, 0.657, 28400, 5.60, , LCF, ,
True, 0073884611, 2020-07-28 16:45:00, , 14, 294.855564, 16.571121, 4.30, 53.116912, -2.708097, -0.843496, -6.02765, 1683.957875, 0.001662, 1.6400715, 0.0005741, 0.548, 3982, , , LCF, ,
True, 0074528318, 2020-07-28 16:49:43, , 8;9, 137.657215, -43.082225, 9.50, 266.002769, 3.411007, -19.2413, 4.44754, 1520.120078, 0.000144, 4.6700580, 0.0000403, 0.215, 8927, 4.21, , LCF, ,
True, 0074528791, 2020-07-28 17:16:57, , 8, 137.740500, -43.267479, 6.99, 266.180029, 3.329182, 13.675, -32.0082, 1519.898387, 0.000009, 1.8020755, 0.0000169, 0.588, 10239, 4.03, , LCF, ,
True, 0074627376, 2020-07-28 16:49:59, , 8;9, 137.926459, -46.886114, 8.00, 268.912871, 0.951206, -12.2, 8.5, 1521.283865, 0.000824, 2.6136637, 0.0000476, 0.592, , , , LCF, ,
True, 0075352949, 2020-07-28 18:40:10, , 3;29, 6.418057, -17.815219, 10.26, 89.055451, -78.952876, -5.4, -39.5, 1386.148875, 0.036259, 0.4720387, 0.0000151, 0.749, 4816, , , LCF, ,
True, 0075377304, 2020-12-01 19:10:33, , 3, 7.089167, -14.887991, 11.06, 98.079219, -76.632933, 40.9529, -8.93402, 1386.178376, 0.000584, 0.4026334, 0.0000004, 0.842, 5952, 4.10, , LCF, ,
True, 0075490265, 2020-07-28 16:42:02, , 11, 225.239072, -33.439143, 11.65, 331.764727, 22.081693, 19.0028, -2.29893, 1601.156775, 0.000957, 3.7384026, 0.0001771, 0.246, 6350, 4.26, , LCF, ,
True, 0075818403, 2020-07-28 16:49:53, , 8;9, 139.526796, -46.083067, 12.57, 269.096507, 2.302233, -230.798, 122.099, 1517.932349, 0.000518, 0.5635614, 0.0000119, 0.712, 3669, 4.76, , LCF, ,
True, 0075969405, 2020-07-28 16:42:29, , 11, 226.701238, -35.082625, 9.87, 331.952609, 20.049354, 3.72496, 6.8389, 1601.874745, 0.000975, 4.6107416, 0.0002266, 0.306, 10096, 3.99, , LCF, ,
True, 0076658755, 2020-07-28 16:42:30, , 11, 229.111431, -32.998936, 9.62, 334.950416, 20.706959, -15.5285, -47.0719, 1600.548325, 0.003418, 1.0498694, 0.0002048, 0.341, 5942, 4.15, , LCF, A,
True, 0076698707, 2020-07-28 16:42:31, , 11, 229.055077, -32.495637, 9.95, 335.211894, 21.149576, -19.1546, -7.0671, 1600.144224, 0.000590, 0.5278686, 0.0000262, 0.545, 5845, 3.62, , LCF, ,
True, 0076758733, 2020-07-28 16:43:49, , 13, 270.710549, -54.587034, 9.98, 338.888599, -15.253536, 25.5657, -36.8006, 1660.530377, 0.002260, 14.6309618, 0.0832550, 0.197, 5487, 3.86, , LCF, A,
True, 0076923707, 2020-07-28 21:11:25, , 2;29, 352.171959, -34.491399, 10.47, 5.305556, -70.813878, 111.364, -2.58823, 1358.376441, 0.002437, 4.5304746, 0.0000119, 0.202, 4753, 4.51, , LCF, A,
True, 0076989773, 2020-07-28 21:11:25, , 2;29, 353.294594, -35.463618, 9.62, 1.543711, -71.366889, -107.298, -66.4166, 1353.314623, 0.000024, 3.5383541, 0.0000012, 0.226, , , , LCF, ,
True, 0077030554, 2020-07-28 17:15:39, , 2, 354.015019, -32.623406, 8.41, 9.776463, -72.789891, 50.93, 2.8, 1355.897307, 0.000072, 10.2871845, 0.0001250, 0.304, 5847, , , LCF, ,
True, 0077031413, 2020-12-01 19:10:36, , 29, 354.170177, -34.611855, 11.50, 3.296714, -72.337216, 87.4665, -8.83201, 2088.736011, 0.001135, 1.3866799, 0.0000730, 0.415, 5444, 4.48, , LCF, ,
True, 0077031414, 2020-07-28 19:32:57, , 2;29, 354.168236, -34.611267, 10.96, 3.300331, -72.335915, 87.9634, -8.5557, 1355.195489, 0.000856, 1.3866544, 0.0000017, 0.512, 5752, 4.39, , LCF, A,
True, 0077044471, 2020-07-28 19:32:58, , 2;29, 358.558743, -30.013030, 13.26, 16.627759, -77.123393, 20.3207, -2.06974, 1356.140548, 0.098939, 2.6574728, 0.0094764, 0.310, 5863, 4.32, , LCF, ,
True, 0077044472, 2020-07-28 21:11:26, , 2, 358.557680, -30.008963, 15.81, 16.646423, -77.123149, None, None, 1356.104448, 0.008198, 2.6857078, 0.0012354, 0.391, , , , LCF, ,
True, 0077139245, 2020-07-28 16:50:09, , 22, 168.023121, 14.306198, 8.04, 236.914188, 63.547331, 47.8295, -67.3062, 1901.199117, 0.000021, 1.7371057, 0.0000031, 0.521, 6451, 3.91, , LCF, ,
True, 0077158150, 2020-07-28 17:15:51, , 4;5, 68.256436, -38.283351, 7.64, 241.248430, -42.783692, 24.3312, 25.2869, 1413.169859, 0.000286, 2.4869479, 0.0000167, 0.466, 7883, 4.02, , LCF, ,
True, 0077209028, 2020-07-28 17:15:52, , 4;5, 68.994730, -38.692647, 10.32, 241.850792, -42.232059, 22.6, 31.8, 1412.006309, 0.000047, 1.1377695, 0.0000022, 0.538, 5544, , , LCF, ,
True, 0077320223, 2020-07-28 16:47:47, , 18, 41.551760, 33.774902, 10.15, 148.685006, -23.294038, 11.5703, -10.1052, 1799.100684, 0.001969, 8.6061014, 0.0023612, 0.249, 6742, 3.92, 0.16, LCF, ,
True, 0077437462, 2020-07-28 17:18:57, , 5, 73.136114, -36.532596, 11.58, 239.446447, -38.755959, -44.35, -216.377, 1438.678495, 0.002546, 0.6079304, 0.0000223, 0.453, 3588, 4.77, , LCF, ,
True, 0077468221, 2020-07-28 18:44:02, , 12, 238.979099, -28.456894, 11.02, 345.006481, 18.970919, -70.4773, -104.806, 1627.664438, 0.004202, 0.7025997, 0.0001415, 0.369, 4976, 4.53, , LCF, A,
True, 0077545160, 2020-07-28 16:47:33, , 18, 43.087339, 32.693780, 9.02, 150.477859, -23.631196, 42.06, -20.5855, 1795.368315, 0.000060, 11.2465902, 0.0000727, 0.128, 6017, 4.09, , LCF, ,
True, 0077557473, 2020-07-28 16:41:38, , 10, 179.127282, -26.483976, 11.25, 287.939061, 34.783510, 74.8266, -82.4682, 1571.619550, 0.000321, 0.5815637, 0.0000107, 0.513, 4468, 4.81, -0.74, LCF, ,
True, 0077630842, 2020-07-28 18:42:31, , 8;35, 153.789021, -3.142490, 14.38, 245.518803, 41.676622, None, None, 1517.370798, 0.005174, 0.2698741, 0.0000018, 0.565, , , , LCF, A,
True, 0077703308, 2020-07-28 18:41:02, , 5, 76.516213, -35.153125, 10.93, 238.272509, -35.834109, 9.64023, 2.90965, 1438.611434, 0.000022, 0.7462729, 0.0000013, 0.526, 5139, 4.29, , LCF, ,
True, 0077951245, 2020-07-28 18:41:02, , 5;6;32, 79.004915, -31.412691, 12.43, 234.369729, -33.013154, 34.2463, -0.734815, 1443.167198, 0.000305, 10.7148124, 0.0000107, 0.075, 3160, 4.81, , LCF, A,
True, 0078055054, 2020-07-28 18:41:03, , 5;6;32, 80.538198, -30.970836, 12.85, 234.247550, -31.632972, 8.70402, 4.32691, 1434.877846, 0.016090, 4.3887454, 0.0001005, 0.241, 5142, 4.49, , LCF, A,
True, 0078151317, 2020-07-28 17:16:56, , 8, 147.663812, -5.511852, 9.37, 242.784419, 35.483327, -1.58609, -47.6327, 1518.457477, 0.000064, 1.4391229, 0.0000232, 0.521, 5803, 4.13, , LCF, A,
True, 0078234838, 2020-07-28 17:17:02, , 8;35, 148.794251, -1.212162, 11.96, 239.413852, 39.028754, -55.7566, 3.93697, 1517.754788, 0.000792, 1.9743377, 0.0000025, 0.306, 3564, 4.64, , LCF, ,
True, 0078450017, 2020-07-28 17:16:32, , 7;33, 102.589034, -21.462738, 13.47, 232.107492, -9.831558, 42.98, -35.44, 1492.673530, 0.000539, 1.8875010, 0.0000018, 0.334, 3524, 4.61, , LCF, ,
True, 0078568736, 2020-07-28 17:16:19, , 6;7, 102.891408, -22.190475, 9.14, 232.896945, -9.890156, -17.1061, -45.5828, 1475.463844, 0.000266, 8.2197877, 0.0001543, 0.159, 5171, 4.23, , LCF, ,
True, 0078740218, 2020-07-28 18:41:31, , 6;7;33, 103.111903, -22.310099, 11.90, 233.095485, -9.757167, 180.114, -105.692, 1472.189378, 0.023166, 5.1192821, 0.0000573, 0.235, 3455, 4.75, , LCF, ,
True, 0078817217, 2020-07-28 18:41:31, , 6;7, 103.320329, -19.585643, 8.20, 230.694115, -8.401482, -1.41034, -3.65785, 1478.627951, 0.000345, 17.7775277, 0.0004880, 0.094, , , , LCF, ,
True, 0079225651, 2020-07-28 17:18:38, , 1, 317.845463, -52.339412, 8.00, 345.508718, -42.280440, -24.3, 29.6, 1325.530293, 0.000009, 1.7855780, 0.0000148, 0.441, 5755, , , LCF, ,
True, 0079328890, 2020-12-01 19:10:45, , 27, 319.530855, -51.785769, 11.51, 346.000080, -43.398605, -1.34976, -21.2197, 1546.207353, 0.016247, 0.7440359, 0.0000207, 0.673, 5134, 4.52, , LCF, ,
True, 0079403459, 2020-07-28 18:26:35, , 1;27, 320.249213, -52.477795, 7.93, 344.943924, -43.694112, 36.4983, -104.05, 1325.359036, 0.004352, 0.4353347, 0.0000024, 0.583, 4941, , , LCF, ,
True, 0079492099, 2020-12-01 19:10:47, , 27;28, 321.805054, -52.765529, 11.19, 344.259460, -44.550527, 1.61117, -3.62231, 1327.078438, 0.007220, 4.6034924, 0.0000438, 0.300, 6122, 4.11, , LCF, ,
True, 0079548760, 2020-07-28 17:15:44, , 3;4;30;31, 51.071829, -45.096753, 7.34, 253.773283, -54.746515, 84.4766, 24.6729, 1384.396869, 0.000401, 7.9719710, 0.0000041, 0.173, 6452, 3.67, , LCF, ,
True, 0079565128, 2020-07-28 17:19:12, , 3;4, 52.803367, -47.104603, 11.92, 256.386547, -52.986052, -6.36001, -16.772, 1386.581141, 0.000161, 1.6231744, 0.0000301, 0.580, 5353, , , LCF, ,
True, 0079635841, 2020-07-28 19:33:11, , 6;7;33, 104.560413, -19.758702, 13.16, 231.368901, -7.428446, -13.9774, -36.1386, 1468.122181, 0.006576, 0.4654716, 0.0000676, 0.761, 3427, 4.81, , LCF, ,
True, 0080025900, 2020-07-28 17:16:53, , 8, 121.009795, -46.339543, 10.74, 261.447733, -7.959670, 181.12, -365.34, 1519.136162, 0.000238, 4.0582743, 0.0000516, 0.302, 3876, , , LCF, ,
True, 0080059889, 2020-07-28 16:43:48, , 13, 297.891647, -43.379607, 9.71, 356.122058, -28.747690, 24.7882, -10.1674, 1657.637394, 0.000983, 3.0319176, 0.0001453, 0.342, 6507, 4.10, , LCF, ,
True, 0080252615, 2020-07-28 16:43:54, , 13, 298.823912, -44.010803, 8.05, 355.558599, -29.529051, 9.05224, -38.294, 1657.318701, 0.000434, 2.6947070, 0.0000414, 0.639, 6500, 3.37, , LCF, ,
True, 0080556181, 2020-07-28 17:16:40, , 7, 105.695533, -21.219390, 10.26, 233.163939, -7.122389, 4.00786, -5.76133, 1493.779316, 0.000057, 2.8195817, 0.0000868, 0.481, 6194, 3.79, , LCF, ,
True, 0080650858, 2020-07-28 17:16:43, , 7;8, 122.063098, -42.029843, 9.17, 258.168116, -5.039509, -4.29411, 3.35086, 1492.262252, 0.000313, 1.9158693, 0.0000166, 0.517, , , , LCF, ,
True, 0080659292, 2020-07-28 17:16:32, , 7;8, 122.048574, -44.348197, 10.32, 260.130257, -6.289529, -7.55678, 6.92745, 1491.799833, 0.000012, 1.9925092, 0.0000040, 0.547, 7570, 3.67, , LCF, ,
True, 0080929740, 2020-07-28 16:48:40, , 20, 121.269207, 57.853211, 9.10, 159.648217, 32.386580, -49.1203, -49.9236, 1844.901208, 0.000071, 4.7387750, 0.0000309, 0.321, 6207, 4.05, , LCF, ,
True, 0081038220, 2020-07-28 16:48:57, , 20, 123.491451, 57.265951, 10.28, 160.337388, 33.583031, 11.1128, 2.6781, 1844.403947, 0.000365, 2.0224598, 0.0000337, 0.532, 7526, 4.07, , LCF, ,
True, 0081390067, 2020-07-28 16:47:44, , 18;19, 46.364770, 61.654912, 8.61, 138.144480, 2.807287, -4.7421, -0.354737, 1794.936875, 0.000268, 7.7029007, 0.0001179, 0.246, 13078, , , LCF, ,
True, 0081604794, 2020-07-28 18:42:59, , 7;9;34;35, 123.258324, -45.522789, 8.07, 261.589823, -6.201075, 38.0744, -16.7591, 1492.986269, 0.031490, 2.2575762, 0.0008243, 0.352, 6635, 3.97, , LCF, ,
True, 0081609273, 2020-07-28 17:16:50, , 8;34;35, 123.400639, -46.991624, 5.32, 262.884579, -6.917076, -8.44589, 9.29179, 1521.123965, 0.001247, 4.8387759, 0.0000047, 0.750, , , , LCF, ,
True, 0081702112, 2020-07-28 16:41:46, , 10, 167.892277, -49.936389, 7.95, 286.927744, 9.806450, -8.33864, 8.31622, 1573.071804, 0.000071, 7.7359444, 0.0002754, 0.316, 7187, 3.40, , LCF, ,
True, 0082224114, 2020-07-28 16:49:07, , 21, 150.934449, 28.232394, 8.89, 201.213368, 53.043979, -40.8546, 13.6923, 1870.695131, 0.000151, 0.3761241, 0.0000014, 0.781, 5976, 4.12, 0.03, LCF, ,
True, 0082337809, 2020-07-28 16:47:57, , 18;19, 49.457234, 60.552190, 10.32, 139.994426, 2.624676, -64.8703, -25.0095, 1793.647817, 0.000492, 3.5232799, 0.0000988, 0.214, 5169, 4.36, , LCF, ,
True, 0082362447, 2020-07-28 18:42:32, , 8;35, 124.249514, -47.651513, 15.25, 263.758014, -6.796453, 96.7579, -102.395, 1519.420288, 0.004451, 2.8236737, 0.0016759, 0.307, 3674, 4.93, , LCF, A,
True, 0082580956, 2020-07-28 16:41:00, , 10;37, 169.629441, -53.713928, 8.06, 289.338780, 6.687458, -14.9226, -4.48216, 1571.668897, 0.001064, 1.8942674, 0.0000022, 0.466, 8806, 3.80, , LCF, ,
True, 0083113607, 2020-07-28 17:17:13, , 10;37, 188.320909, -20.842716, 11.33, 297.236252, 41.828173, -17.2837, -6.3037, 1572.437333, 0.008258, 4.4437807, 0.0000450, 0.381, 5903, 3.95, , LCF, ,
True, 0083135408, 2020-07-28 16:41:32, , 10, 188.627424, -18.433939, 9.46, 297.322703, 44.253361, -16.4, 0.0, 1570.487973, 0.000369, 1.8017221, 0.0000126, 0.531, 6594, , , LCF, ,
