in_catalog,tic__tess_id,date_added,date_modified,sectors,tic__ra,tic__dec,tic__Tmag,tic__glat,tic__glon,tic__pmra,tic__pmdec,bjd0,bjd0_uncert,period,period_uncert,morph_coeff,tic__teff,tic__logg,tic__abun,source,flags
True, 0176774858, 2020-07-28 17:16:51, , 8, 142.593722, -22.639598, 10.99, 253.683531, 20.459442, -23.4043, 24.8906, 1517.393104, 0.002880, 0.6188506, 0.0001213, 0.449, 5006, , , LCF, ,
True, 0176797815, 2020-12-01 19:17:34, , 30;31, 48.532574, -34.441833, 10.90, 235.294920, -58.664807, 21.6, 23.9, 1411.351918, 0.003230, 1.3597945, 0.0000114, 0.586, 5555, , , LCF, ,
True, 0176854066, 2020-07-28 16:46:32, , 16, 354.703052, 44.412586, 8.83, 109.504140, -16.557350, 25.2037, 7.5386, 1741.547774, 0.000639, 4.0462111, 0.0000142, 0.486, 6938, 3.56, , LCF, ,
True, 0176871438, 2020-07-28 16:42:03, , 11;13, 100.390795, -74.776346, 9.87, 285.847722, -26.746811, -1.46349, 45.3443, 1609.171940, 0.007539, 15.1382159, 0.0007413, 0.239, 6132, 3.68, -0.84, LCF, ,
True, 0176874060, 2020-07-28 18:42:01, , 7, 101.026080, -73.656608, 11.83, 284.621895, -26.459874, 21.4484, 51.6859, 1493.412797, 0.030925, 8.7250003, 0.0148164, 0.314, 5651, 4.36, 0.28, LCF, A,
True, 0176910080, 2020-07-28 16:41:03, , 10, 183.346614, -9.481579, 9.98, 287.491402, 52.245707, 12.6, -35.4, 1571.554793, 0.000147, 1.8573592, 0.0000165, 0.520, 5812, , , LCF, ,
True, 0176937887, 2020-07-27 20:26:01, , 10;36, 183.538325, -9.703778, 10.05, 287.876716, 52.074731, -27.92, 0.64, 1571.193008, 0.000459, 0.6574974, 0.0000003, 0.539, 5823, , , LCF, ,
True, 0176983267, 2020-07-27 20:25:46, , 9;10;11;12, 101.434958, -66.970481, 12.52, 277.287223, -25.359654, -2.50317, 0.536661, 1544.408833, 0.000100, 0.4180924, 0.0000003, 0.991, 6085, 3.84, -0.77, LCF, ,
True, 0177057901, 2020-07-28 16:47:02, , 17, 356.133927, 46.380158, 7.72, 111.073891, -14.945484, 1.00184, -2.81376, 1765.181846, 0.006101, 0.6846849, 0.0000033, 0.990, 11104, 3.67, , LCF, ,
True, 0177077475, 2020-07-28 16:41:20, , 2;3;4;5;6;7;8;9;10;12;13;28;29;30;32;33;34;35;36;37, 103.206769, -70.430305, 10.18, 281.180796, -25.330362, 10.7483, -12.6657, 1363.669777, 0.027734, 23.4262368, 0.0004283, 0.051, 5478, 4.53, -0.00, LCF, ,
True, 0177118177, 2020-07-28 16:42:00, , 11;12;13, 104.296999, -66.025585, 10.81, 276.519874, -24.052442, -4.642, 1.72496, 1598.705891, 0.005264, 2.5041961, 0.0000990, 0.648, 7581, 3.41, -0.41, LCF, ,
True, 0177118376, 2020-07-27 20:25:47, , 9;10;11;12, 104.303159, -66.280067, 11.89, 276.792114, -24.107104, None, None, 1544.148752, 0.000042, 0.4112904, 0.0000004, 0.878, 6436, , -0.57, LCF, ,
True, 0177175199, 2020-07-28 16:49:53, , 2;3;4;5;6;7;8;9;10;12;13;27;28;29;30;32;33;34;35;36;37;38;39, 105.080007, -70.890816, 10.79, 281.808518, -24.807361, 0.613403, 8.67534, 1355.309360, 0.000477, 1.0404134, 0.0000006, 0.491, 5793, 3.37, , LCF, A,
True, 0177258700, 2020-07-27 20:25:49, , 9;10;11;12;13, 102.249597, -73.364020, 11.11, 284.346181, -26.078986, -1.57094, 7.74421, 1598.676909, 0.001183, 0.6879647, 0.0000003, 0.811, 7138, 3.83, -0.52, LCF, ,
True, 0177283727, 2020-07-28 17:13:17, , 9;10;11;12;13, 102.625936, -73.760742, 12.43, 284.799828, -26.027697, -23.2122, 128.752, 1600.032921, 0.002266, 3.9561700, 0.0001893, 0.280, 5375, 4.73, , LCF, ,
True, 0177308817, 2020-07-27 20:25:48, , 1;4;6;7;8;9;10;11;12;13, 103.158565, -73.824727, 11.47, 284.893759, -25.889633, -24.8916, 38.4268, 1339.631384, 0.001992, 23.8960519, 0.0002379, 0.067, , , , LCF, A,
True, 0177315555, 2020-07-28 16:46:56, , 17, 357.703346, 44.024277, 11.02, 111.563135, -17.505105, 56.91, -7.47145, 1764.826154, 0.000532, 0.8152513, 0.0000171, 0.518, 5552, 4.07, , LCF, ,
True, 0177350401, 2020-12-01 19:17:49, , 12;13, 104.217551, -72.783495, 11.04, 283.807032, -25.423738, 11.366, 32.3908, 1627.826054, 0.004867, 12.0753454, 0.0018834, 0.191, 5771, 4.23, 0.36, LCF, ,
True, 0177417406, 2020-07-28 17:14:26, , 17, 358.257721, 47.157447, 9.13, 112.730626, -14.554115, -7.4, -4.7, 1765.983679, 0.001671, 1.9575805, 0.0002297, 0.583, 6701, , , LCF, ,
True, 0177631209, 2020-07-28 16:42:44, , 12, 236.094475, -41.819088, 6.17, 334.189811, 10.322130, -17.9942, -28.4261, 1630.633643, 0.008235, 2.1442081, 0.0001277, 0.360, 12179, , , LCF, ,
True, 0177644756, 2020-07-28 16:46:45, , 17, 359.873899, 44.675336, 10.11, 113.301628, -17.222955, -23.4422, -3.03918, 1546.620558, 0.686922, 11.3407028, 0.0199343, 0.341, 6590, 4.06, 0.06, LCF, ,
True, 0177723489, 2020-07-28 17:16:33, , 7, 107.451110, -11.074243, 15.02, 224.867120, -1.012234, 14.5, -46.33, 1492.845735, 0.020733, 2.1989146, 0.0074575, 0.398, 3165, 4.82, , LCF, ,
True, 0177823340, 2020-07-28 16:47:44, , 18, 47.965538, 36.090937, 9.21, 152.303460, -18.647865, 17.8, -34.2, 1791.399670, 0.000467, 1.3318801, 0.0000510, 0.539, 6235, , -0.25, LCF, ,
True, 0177960771, 2020-07-28 17:16:38, , 7, 113.028139, -5.053499, 14.10, 222.119618, 6.681364, 17.2107, -61.2711, 1501.290879, 0.003843, 22.4150065, 1.3410819, 0.192, 3428, 4.79, , LCF, ,
True, 0177995472, 2020-07-28 16:47:44, , 18, 49.076721, 41.099623, 10.52, 150.241974, -13.965148, -37.0242, -10.2008, 1792.741370, 0.002142, 2.7543229, 0.0006392, 0.499, 5506, 4.54, , LCF, ,
True, 0177995773, 2020-07-28 16:47:27, , 18, 49.056960, 40.748764, 10.30, 150.425158, -14.268074, 54.1681, -71.4019, 1791.973642, 0.001093, 10.6183382, 0.0005381, 0.195, 5857, 4.27, , LCF, ,
True, 0178051504, 2020-07-28 17:16:47, , 7, 107.818051, -11.293202, 14.33, 225.227602, -0.794040, -42.7079, 21.1309, 1492.599450, 0.000371, 1.4631077, 0.0000465, 0.554, 3431, 4.84, , LCF, ,
True, 0178168644, 2020-07-28 18:42:02, , 7, 108.150534, -10.712231, 14.00, 224.863614, -0.235856, -19.3644, -53.1944, 1492.352888, 0.004781, 1.0926557, 0.0003133, 0.536, 3790, 4.65, , LCF, A,
True, 0178171080, 2020-07-28 17:15:38, , 3;4;30;31, 43.266207, -31.403852, 8.59, 229.446907, -63.218915, 3.86297, -0.561555, 1391.386457, 0.009706, 6.5011864, 0.0001484, 0.301, , , , LCF, A,
True, 0178242590, 2020-07-28 17:16:00, , 4;5;31, 59.157767, -18.237506, 11.42, 211.206143, -46.611425, -0.274851, -0.0191862, 1411.159009, 0.020915, 1.3019741, 0.0000007, 0.545, 6342, 4.22, , LCF, ,
True, 0178284729, 2020-07-28 17:16:00, , 4;5;31, 60.387716, -20.450644, 12.27, 214.794513, -46.252100, -18.4126, 19.929, 1412.697583, 0.000132, 2.2359849, 0.0000006, 0.201, 3968, 4.63, , LCF, ,
True, 0178284730, 2020-07-28 18:40:40, , 4;5;31, 60.385624, -20.451086, 10.31, 214.794229, -46.254099, -18.6654, 20.2759, 1412.697396, 0.000484, 2.2359828, 0.0000029, 0.198, 5348, 4.55, , LCF, A,
True, 0178352046, 2020-07-28 17:15:59, , 4;5;31, 61.823500, -23.644700, 11.11, 219.757426, -45.900512, -20.7806, -47.3589, 1418.022209, 0.001725, 5.7768236, 0.0029963, 0.339, 5695, 4.23, , LCF, ,
True, 0178723395, 2020-07-28 16:41:38, , 9;10;36;37, 166.145364, -43.240312, 11.15, 283.067423, 15.471827, -23.3014, 8.41351, 1545.491532, 0.000103, 1.7615731, 0.0000004, 0.385, 6756, 4.27, , LCF, ,
True, 0178857934, 2020-07-28 18:41:08, , 5, 66.896677, -25.231107, 9.79, 223.540894, -41.848501, 45.7713, 3.19389, 1438.670107, 0.000404, 1.4265941, 0.0000380, 0.540, 5906, 3.91, , LCF, ,
True, 0178858648, 2020-07-28 17:18:53, , 5;31;32, 66.850469, -27.935487, 9.44, 227.076160, -42.522790, 4.37786, 12.6352, 1440.484333, 0.003342, 8.9464560, 0.0000458, 0.319, 6506, 3.62, , LCF, ,
True, 0178859380, 2020-07-28 16:41:08, , 10;37, 194.707132, -36.975825, 9.09, 304.572367, 25.872381, -74.5587, -63.9455, 1570.979532, 0.000361, 0.3307902, 0.0000001, 0.746, 5779, 4.36, , LCF, ,
True, 0178889597, 2020-07-28 16:41:36, , 10, 195.129600, -38.846367, 8.52, 304.867017, 23.991260, -18.1475, 0.233141, 1572.589269, 0.049538, 1.8844990, 0.0000169, 0.515, 4777, , , LCF, A,
True, 0178938417, 2020-07-28 17:18:58, , 5;32, 68.275881, -24.013307, 8.43, 222.425347, -40.316169, 46.1643, -55.986, 1443.001223, 0.000076, 6.2653192, 0.0121430, 0.424, 5405, 4.52, , LCF, ,
True, 0178938437, 2020-07-28 18:41:08, , 5, 68.353565, -23.938806, 8.44, 222.357329, -40.227314, 6.64921, -18.5111, 1438.470212, 0.000759, 0.6235871, 0.0000067, 0.737, 7539, 3.94, , LCF, ,
True, 0178996712, 2020-07-28 17:18:55, , 5;32, 70.063311, -27.735081, 8.59, 227.659787, -39.708841, 2.31759, -29.1849, 1440.459521, 0.002982, 2.9822422, 0.0000176, 0.340, 7188, 4.10, , LCF, ,
True, 0179034615, 2020-07-28 17:18:55, , 5;31;32, 64.210472, -25.193875, 15.38, 222.660450, -44.192305, 6.50829, -6.17138, 1438.417545, 0.057294, 0.6621642, 0.0000186, 0.550, 31000, 5.60, , LCF, A,
True, 0179238861, 2020-07-28 16:49:29, , 9, 158.998912, -23.166070, 10.40, 266.666953, 30.004595, -55.3, 2.04, 1545.227232, 0.001152, 1.1654195, 0.0000806, 0.566, 5891, , , LCF, ,
True, 0179244391, 2020-07-28 18:40:40, , 4;6, 79.635606, -68.225772, 10.34, 278.767764, -33.616646, 100.747, 52.89, 1411.032592, 0.000744, 0.2854639, 0.0000000, 0.733, 5431, 4.45, , LCF, ,
True, 0179295564, 2020-07-28 16:50:02, , 9, 159.479185, -20.098083, 10.13, 265.018730, 32.767355, -57.6, 0.17, 1551.538399, 0.000212, 7.3338500, 0.0006442, 0.212, 5743, , , LCF, ,
True, 0179308939, 2020-12-01 19:18:07, , 27;29;30;31;32;33;34;35;36;37, 79.818134, -69.655558, 10.06, 280.433230, -33.273986, 1.92155, 0.214843, 1355.383708, 0.002300, 1.8838938, 0.0000236, 0.585, , , , LCF, ,
True, 0179368346, 2020-07-28 16:42:39, , 11, 211.860811, -38.594186, 10.98, 318.852226, 21.916492, 46.6153, 7.81056, 1600.016576, 0.001620, 0.2626685, 0.0000005, 0.731, 4928, , , LCF, ,
True, 0179410793, 2020-07-28 16:41:56, , 11, 212.030610, -39.596895, 10.11, 318.649968, 20.922843, -33.9408, -29.3638, 1602.517719, 0.002594, 7.8327444, 0.0026038, 0.328, 5783, 3.62, , LCF, ,
True, 0179440289, 2020-12-01 19:18:16, , 7, 80.011421, -66.615689, 10.50, 276.832420, -33.758066, 12.6699, 23.3495, 1494.740144, 0.000102, 2.0522958, 0.0100879, 0.278, 7521, 4.52, , LCF, ,
True, 0179637488, 2020-07-28 16:42:23, , 1;2;3;4;6;7;8;9;10;11;12;13;27;28;29;30;31;33;34;36;37, 80.515814, -67.924683, 12.88, 278.342007, -33.347268, 1.59765, 0.292306, 1325.286779, 0.000535, 3.2969808, 0.0000056, 0.679, , , , LCF, ,
True, 0179966966, 2020-07-28 16:42:33, , 11, 215.252173, -39.398192, 10.11, 321.221497, 20.271333, -23.6478, -8.74621, 1601.591734, 0.000295, 1.5481001, 0.0000379, 0.797, 5728, 3.65, , LCF, ,
True, 0179985566, 2020-07-28 18:39:49, , 2, 13.861837, -37.523989, 8.03, 298.536562, -79.570023, 113.365, -121.23, 1363.430455, 0.000370, 11.0349920, 0.0001415, 0.159, 5551, 4.06, , LCF, ,
True, 0180412528, 2020-07-28 16:43:56, , 1;13;28, 11.350900, -77.868800, 10.76, 303.341295, -39.254653, 249.76, 48.22, 1326.289985, 0.000173, 4.5870046, 0.0000012, 0.160, , 4.77, , LCF, ,
True, 0180416826, 2020-07-28 16:43:50, , 13, 11.544562, -76.551455, 9.30, 303.334500, -40.572685, 15.4948, 10.9377, 1653.640997, 0.008730, 2.1895269, 0.0002242, 0.270, 7435, 4.27, , LCF, ,
True, 0180570279, 2020-07-28 16:50:24, , 22;23, 197.653783, 35.934885, 7.37, 99.263330, 80.295208, -49.9741, 20.5764, 1900.533026, 0.002428, 4.7980204, 0.0000674, 0.533, 5585, , , LCF, ,
True, 0180670276, 2020-07-28 16:50:24, , 22, 200.168792, 39.057833, 14.24, 97.694291, 76.602622, -10.8569, 15.8093, 1902.236407, 0.000409, 2.3444761, 0.0000822, 0.281, 3260, 4.68, , LCF, ,
True, 0180724703, 2020-07-28 17:19:12, , 2;3;29, 15.829722, -37.753872, 10.41, 290.436819, -79.084547, 41.4988, 32.8842, 1355.044971, 0.000057, 1.1226132, 0.0000011, 0.604, 6689, 3.98, , LCF, ,
True, 0180730928, 2020-07-28 18:42:36, , 8, 129.537418, -40.081087, 7.52, 259.795997, 0.695546, -5.48826, 3.54296, 1517.724875, 0.000019, 1.1349354, 0.0000204, 0.699, 11443, , , LCF, ,
True, 0180770456, 2021-02-23 2:58:53, , 26, 272.600464, 33.403111, 9.10, 60.131214, 22.541601, None, None, 2012.708488, 0.002359, 2.8813735, 0.0000285, 0.672, 4932, , , LCF, ,
True, 0180943676, 2020-07-28 17:16:18, , 6;7, 88.726516, -46.425404, 10.46, 253.289560, -28.694687, 0.912788, 28.7251, 1471.419545, 0.000150, 8.4182186, 0.0000854, 0.101, 6027, 4.39, , LCF, ,
True, 0181043970, 2020-07-28 17:18:40, , 1, 12.944161, -71.998035, 10.42, 302.894829, -45.130193, -6.58935, -5.91258, 1325.822823, 0.000209, 0.8709147, 0.0000067, 0.579, 8684, 4.19, , LCF, ,
True, 0181150051, 2020-07-28 16:40:59, , 10;36;37, 174.067602, -38.036497, 9.59, 286.992779, 22.497629, -37.383, -22.2573, 1571.640627, 0.014960, 1.0401227, 0.0000196, 0.513, 4917, 4.48, , LCF, ,
True, 0181159386, 2020-07-28 16:41:02, , 10;36;37, 174.302870, -38.307201, 11.17, 287.273332, 22.297112, -6.07514, 2.29214, 1574.625123, 0.040502, 5.6316349, 0.0000177, 0.440, 6719, 3.70, , LCF, ,
True, 0181226974, 2020-07-27 20:25:52, , 10, 174.894395, -40.232755, 11.04, 288.362712, 20.597277, -4.92826, 2.06684, 1572.390120, 0.000390, 1.9353781, 0.0000736, 0.538, 6225, 4.15, , LCF, ,
True, 0181233908, 2020-07-28 16:43:39, , 1;13, 13.282368, -74.651558, 6.94, 302.780163, -42.476196, 243.127, 21.6178, 1327.671912, 0.000016, 2.7975315, 0.0000002, 0.633, 5157, , , LCF, ,
True, 0181341926, 2020-07-28 16:43:27, , 13, 280.713172, -43.189178, 10.27, 352.463972, -16.724967, -4.67574, -7.65508, 1657.060317, 0.000108, 1.0054508, 0.0000085, 0.585, 6384, 3.99, , LCF, ,
True, 0181463644, 2020-07-28 19:31:39, , 8;35, 131.216362, -37.147251, 5.90, 258.281875, 3.530731, -8.5474, 3.71996, 1519.582965, 0.005420, 2.7273558, 0.0000121, 0.600, , , , LCF, ,
True, 0181862539, 2020-07-28 16:41:45, , 10;37, 190.316468, -13.013899, 5.46, 299.093077, 49.782014, -117.539, 8.05504, 1572.320522, 0.000099, 3.1445398, 0.0000263, 0.564, 6641, 3.44, , LCF, ,
True, 0182469311, 2020-07-28 17:16:44, , 7;34;35, 123.816610, -36.016365, 12.49, 253.872887, -0.610320, -112.567, 613.526, 1488.064128, 0.003676, 6.0298614, 0.0000178, 0.200, 3173, 5.03, , LCF, ,
True, 0182776916, 2020-07-28 17:16:50, , 8;34;35, 124.442303, -36.067582, 4.67, 254.198025, -0.219327, -4.91595, 0.735412, 1517.981087, 0.008654, 1.2262887, 0.0000098, 0.737, 3854, , , LCF, ,
True, 0182894226, 2020-07-28 16:43:32, , 13, 282.200168, -45.482389, 10.97, 350.616915, -18.539125, -4.37, -41.38, 1656.530625, 0.000390, 0.4086712, 0.0000013, 0.762, 5366, , , LCF, ,
True, 0183469904, 2020-07-28 18:42:37, , 8, 125.638864, -39.473178, 9.12, 257.540799, -1.368392, -1.96706, 4.39903, 1518.448189, 0.001404, 3.5114994, 0.0000475, 0.663, 10941, , , LCF, ,
True, 0183529462, 2020-07-28 21:11:32, , 2, 359.535624, -33.132150, 8.73, 2.168808, -77.021372, 44.731, 23.6753, , , 14.9844937, 0.0747665, 0.239, 6684, 4.17, , LCF, A,
True, 0183537458, 2020-07-28 18:39:49, , 2, 357.798806, -39.865559, 9.38, 343.554990, -72.162135, 4.38839, -2.20724, 1354.279521, 0.000049, 0.4557865, 0.0000016, 0.590, 6283, 4.42, , LCF, ,
True, 0183596242, 2020-07-28 17:15:45, , 2;3;29;30, 18.367389, -38.350685, 9.79, 281.949258, -77.865420, None, None, 1354.499586, 0.001678, 0.4455952, 0.0000010, 0.541, , , , LCF, ,
True, 0183979262, 2020-07-28 18:39:21, , 1;2;27;28, 21.649183, -72.748964, 8.33, 299.312007, -44.131328, 76.6033, 20.8782, 1326.104888, 0.000171, 3.4308011, 0.0000015, 0.297, 6514, 3.70, , LCF, ,
True, 0184008771, 2020-07-28 16:43:56, , 14;15, 295.438286, 40.843570, 11.65, 74.603184, 8.718759, 1.3161, -6.8904, 1691.235691, 0.000364, 11.0251081, 0.0000649, 0.283, 6143, 3.30, , LCF, ,
True, 0184089083, 2020-07-28 16:44:44, , 14, 295.578981, 39.698112, 11.85, 73.638773, 8.075833, -2.58591, 0.747829, 1683.242984, 0.000178, 0.3784421, 0.0000036, 0.784, 4872, , -0.00, LCF, ,
True, 0184176428, 2020-07-28 18:42:38, , 8, 126.745442, -39.032096, 9.18, 257.674064, -0.413905, -141.902, 87.7197, 1517.683337, 0.000860, 0.7468293, 0.0000376, 0.603, 5446, 4.55, , LCF, ,
True, 0184246521, 2020-07-28 16:44:53, , 14;15, 295.833992, 39.952263, 10.77, 73.958990, 8.026621, 3.41745, 0.935163, 1686.503789, 0.000298, 2.4702848, 0.0000121, 0.576, 7753, 3.52, 0.07, LCF, ,
True, 0184298625, 2020-07-28 16:44:50, , 14, 296.051781, 39.394978, 11.70, 73.548686, 7.610168, 12.449, 5.7705, 1686.179000, 0.000460, 9.5412426, 0.0008067, 0.142, 5428, 4.00, -0.13, LCF, ,
True, 0184679932, 2020-07-28 16:47:50, , 18, 32.293997, 40.402005, 9.25, 138.584484, -20.095106, 20.3638, -14.744, 1791.423709, 0.001450, 2.1725511, 0.0002576, 0.476, 6198, 4.28, , LCF, ,
True, 0184739277, 2020-07-28 16:47:44, , 18, 33.325641, 37.017058, 10.89, 140.591724, -23.031387, -12.0492, -19.4845, 1792.086035, 0.000024, 0.7536607, 0.0000026, 0.604, 6717, , -0.04, LCF, ,
True, 0184947995, 2020-07-28 16:44:26, , 14;15, 300.768603, 44.830629, 9.83, 80.059135, 7.318421, 1.47373, -0.21881, 1682.508438, 0.002153, 3.4792304, 0.0002357, 0.323, 4620, , 0.00, LCF, A,
True, 0185059488, 2020-07-28 16:44:25, , 14;15, 301.048252, 44.603007, 11.22, 79.968044, 7.030096, 3.3, -0.5, 1693.409218, 0.000607, 0.7397428, 0.0000043, 0.533, 6601, , -0.13, LCF, ,
True, 0185060842, 2020-07-28 16:44:37, , 14;15, 300.994890, 45.078847, 11.87, 80.356861, 7.311223, 2.55182, 14.2404, 1683.885303, 0.000705, 0.8248662, 0.0000120, 0.502, 5819, 3.96, -0.38, LCF, ,
True, 0185236439, 2020-07-28 16:45:06, , 15, 301.502656, 45.530529, 11.26, 80.933380, 7.244079, -4.49771, 10.7531, 1711.655425, 0.000841, 0.6537903, 0.0000441, 0.901, , , , LCF, ,
True, 0185259483, 2020-07-27 20:19:32, , 9;36, 175.108299, -6.102530, 10.92, 272.995315, 52.592713, 5.76498, -10.3473, 1544.164633, 0.000021, 0.3105640, 0.0000001, 0.837, 5419, 4.54, , LCF, ,
True, 0185403173, 2020-07-28 16:44:21, , 14;15, 301.741379, 46.299485, 9.07, 81.680535, 7.508367, -4.72795, -7.36993, 1687.429590, 0.000276, 4.5730357, 0.0000279, 0.550, 7680, 3.62, , LCF, ,
True, 0185466937, 2020-07-28 16:42:29, , 11, 232.361950, -28.847760, 7.96, 339.999588, 22.425990, -51.9267, -53.9244, 1600.132279, 0.018643, 0.2743782, 0.0000050, 0.838, 5382, , , LCF, ,
True, 0185805011, 2020-07-28 17:16:52, , 8, 130.699235, -31.036709, 13.32, 253.178181, 6.951164, -96.5745, 26.0536, 1519.402044, 0.000309, 2.0052089, 0.0000517, 0.458, 3477, 4.84, , LCF, ,
True, 0185980914, 2020-07-28 17:16:59, , 8, 131.170656, -34.739212, 10.12, 256.361966, 4.991732, -5.97252, 7.20275, 1519.527121, 0.000270, 3.4915999, 0.0001095, 0.545, 7104, 3.33, , LCF, ,
True, 0186137970, 2020-07-28 16:45:38, , 14;15;41;55, 303.187951, 47.394825, 10.28, 83.147109, 7.257056, 0.0743422, -0.992603, 1294.040000, , 38.4396000, , , 5671, , , LCF, ,
True, 0186337556, 2020-07-28 16:46:35, , 17, 18.071159, 40.911050, 7.19, 127.171592, -21.789023, 64.4226, -27.7796, 1765.123092, 0.016144, 0.5255514, 0.0000433, 0.672, 6898, 3.91, , LCF, ,
True, 0186514178, 2020-07-28 16:47:00, , 17, 20.850510, 38.309415, 11.49, 129.797123, -24.135870, -21.2314, -4.16549, 1766.691128, 0.000699, 15.9038388, 0.0012765, 0.221, 5740, 3.78, 0.04, LCF, A,
True, 0186544053, 2020-07-28 17:16:56, , 8, 132.922700, -33.103100, 11.24, 255.988708, 7.148682, -98.23, 64.4, 1518.156988, 0.001474, 8.9112560, 0.0007832, 0.144, , 4.68, , LCF, ,
True, 0186595806, 2020-07-28 16:47:26, , 18, 44.971305, 38.029995, 9.98, 149.089768, -18.231911, 53.8263, -28.9221, 1791.128661, 0.000514, 0.3873824, 0.0000003, 0.693, 5059, 4.26, , LCF, ,
True, 0186942457, 2020-07-28 16:47:36, , 18, 33.758725, 37.266682, 10.18, 140.851491, -22.678973, 2.76775, -2.36801, 1796.243472, 0.000688, 12.7727366, 0.0107067, 0.177, 8160, 4.08, -0.20, LCF, ,
True, 0187930369, 2020-07-28 16:49:58, , 9;36, 159.278932, -25.571590, 9.65, 268.464283, 28.164769, -63.8477, -14.2727, 1543.573560, 0.000149, 4.9365603, 0.0000014, 0.293, 6202, 4.02, -0.06, LCF, ,
True, 0188512866, 2020-07-28 16:49:12, , 21, 143.843798, 39.963273, 6.40, 182.314005, 47.753398, -6.95147, 13.4257, 1870.852196, 0.000358, 1.6814900, 0.0000043, 0.531, 6902, 3.93, , LCF, A,
True, 0188590080, 2020-07-28 17:19:46, , 24;25, 240.377626, 32.495635, 11.07, 52.278427, 48.757277, -10.8167, 8.05732, 1961.925484, 0.001019, 6.4949555, 0.0002423, 0.181, 6042, 4.04, 0.04, LCF, ,
True, 0188594653, 2020-07-28 18:39:50, , 2, 345.504093, -13.095749, 11.92, 56.238243, -60.835290, 1.58809, -39.4437, 1354.724002, 0.001638, 0.3741055, 0.0000004, 0.765, 5809, 4.22, , LCF, ,
True, 0188630094, 2020-07-28 18:39:50, , 2, 350.585775, -15.939025, 10.49, 56.809321, -66.511083, -13.9918, -10.3732, 1354.852959, 0.000210, 0.8627317, 0.0000311, 0.621, 7354, 3.95, , LCF, ,
True, 0188989177, 2020-07-28 18:41:09, , 5;32, 78.778406, -15.100456, 9.14, 216.322538, -27.994780, -2.24268, -1.80058, 1438.298094, 0.000430, 1.1741025, 0.0000007, 0.458, 8242, 3.61, , LCF, ,
True, 0189084771, 2020-07-28 16:43:07, , 12, 233.842581, -53.429164, 13.57, 325.947742, 1.953692, 59.7849, -248.286, 1638.470778, 3.855907, 15.0798097, 0.0426702, 0.340, 3296, , , LCF, ,
True, 0189349514, 2020-07-28 16:50:00, , 9, 142.328851, -29.628162, 10.15, 258.810712, 15.446700, -4.55527, 4.79202, 1545.360982, 0.001425, 2.5142319, 0.0004150, 0.578, 6432, 4.30, , LCF, ,
True, 0189397763, 2020-07-28 16:46:47, , 17, 22.245728, 39.264227, 9.47, 130.818160, -23.031909, 35.5318, -3.64012, 1765.813220, 0.001421, 12.7746423, 0.0017030, 0.203, 6136, 4.03, -0.07, LCF, A,
True, 0189414606, 2020-07-28 16:47:10, , 17, 22.751886, 37.795901, 10.51, 131.506031, -24.416176, 0.43197, -18.1798, 1764.825948, 0.000294, 1.2366986, 0.0000492, 0.553, 6431, 4.28, , LCF, ,
True, 0189639080, 2020-07-27 20:25:50, , 8;9;35, 144.218648, -28.486563, 14.21, 259.188832, 17.421641, -26.0647, -20.67, 1517.285695, 0.001280, 3.1337762, 0.0000035, 0.162, 3349, 4.75, , LCF, ,
True, 0189814368, 2020-07-28 16:48:38, , 20, 94.667115, 44.771222, 9.95, 169.170978, 13.362205, 8.66252, 9.69431, 1842.738385, 0.000445, 2.7923441, 0.0000932, 0.308, 5820, 4.49, 0.06, LCF, ,
True, 0190332444, 2020-07-28 16:48:42, , 20, 99.105179, 43.829744, 11.42, 171.387332, 15.886793, 65.5695, -147.923, 1843.544742, 0.000046, 1.5945732, 0.0000051, 0.328, 3312, 4.70, , LCF, ,
True, 0190390679, 2020-07-28 18:43:05, , 8;9, 132.981636, -40.986584, 6.58, 262.133610, 2.182213, -7.56371, 5.81709, 1518.374008, 0.093601, 6.0515344, 0.0002964, 0.538, , , , LCF, ,
True, 0190693377, 2020-07-28 16:45:45, , 15;16, 325.570364, 44.487753, 12.98, 91.097690, -6.380487, 252.166, 13.8823, 1711.605840, 0.002266, 0.3618034, 0.0000057, 0.669, 3646, 4.80, , LCF, ,
True, 0190734021, 2020-07-28 16:45:46, , 15;16, 325.708725, 41.991972, 10.62, 89.516553, -8.324779, 42.3665, 27.3406, 1711.867255, 0.000100, 3.7644061, 0.0000151, 0.569, 4934, , , LCF, ,
True, 0190863171, 2020-07-28 16:42:56, , 12, 251.983980, -28.626219, 14.70, 352.948433, 10.511477, 48.1193, -52.9802, 1627.683648, 0.000655, 0.2043994, 0.0000072, 0.620, 3457, 4.86, , LCF, A,
True, 0190885165, 2020-07-28 16:45:07, , 15;16, 326.086202, 42.193482, 13.30, 89.863771, -8.357100, 165.65, 247.247, 1712.982392, 0.005792, 3.2975355, 0.0008124, 0.242, 3188, 4.78, , LCF, ,
True, 0190990336, 2020-07-28 18:43:05, , 9, 134.373093, -39.778424, 8.95, 261.890766, 3.770962, -15.2086, 0.24402, 1550.675990, 0.002819, 11.0968971, 0.0014487, 0.251, 6522, 4.18, , LCF, ,
True, 0191463077, 2020-07-28 16:46:46, , 17, 11.046911, 46.235710, 7.20, 121.623638, -16.617622, 69.71, -24.91, 1768.685822, 0.000259, 4.7185237, 0.0001216, 0.343, , , , LCF, ,
