# KIC05113053_morp_0.41_T0_55001.32836_P_3.1850998_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
31755,31755,35404,44035,49902,49902,49902,49902,49902,49902,49902,55719,64448,68129,68128
282037,282036,285296,293360,299906,299906,299906,299906,299906,299906,299906,306476,314548,318033,318032
