# KIC08565912_morp_0.59_T0_55000.334268_P_1.0121736.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
469135,526577,539171,555854,580401,580401,580401,580401,580401,580401,580401,605590,621937,634331,689390
689391,775757,789859,810081,830316,830316,830316,830316,830316,830316,830316,850565,870774,884868,969134
