# TIC 1957912171_morp_ 0.463_T0_ 1711.476160_P_ 0.1185566_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
428677,428676,440062,456829,477937,477937,477937,477937,477937,477937,477937,499019,515912,525954,525954
685563,685562,691631,707538,725621,725621,725621,725621,725621,725621,725621,744956,762060,765493,765493
