# 466410431623448448_reference_time_2275.836718398783_frequency_0.19681085324263708_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
692993,692993,692993,701921,710848,710850,710849,728707,746565,746564,746565,755493,764420,764421,764421
