# 429386885825012608_reference_time_2231.5302708454137_frequency_0.10117122201793075_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
375318,375318,375517,377400,379314,379316,379315,383640,387965,387965,387965,389706,391344,391346,391345
629064,629063,629568,631682,633781,634319,634319,707789,781260,781260,781260,783480,785424,785938,785938
