# KIC10614012_morp_-1.0_T0_54982.328475_P_132.167312_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
534204,534204,539267,542601,544982,544982,544982,544982,544982,544982,544982,548910,555670,555751,555751
966711,966710,967011,967162,968036,968036,968036,968036,968036,968036,968036,968716,969389,969390,969390
