# KIC08099615_morp_0.96_T0_55007.678943_P_1.9007172_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
369079,369078,369079,491229,526923,526923,526923,526923,526923,526923,526923,571331,606494,619078,619077
619078,619078,619078,741229,776923,776923,776923,776923,776923,776923,776923,821331,856494,869078,869077
