,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,55463.1960035,0.07767729,0.999036,0.002613,0.665684,0.003763,0.999734,0.002615,
1,55463.21643645,0.08353816,0.997829,0.002613,0.66431,0.003763,0.998516,0.002615,
2,55463.23686949,0.08939906,0.994247,0.002613,0.659285,0.003764,0.99492,0.002615,
3,55463.25730234,0.0952599,0.994835,0.002613,0.660108,0.003764,0.995498,0.002615,
4,55463.27773529,0.10112077,0.996628,0.002613,0.662593,0.003765,0.997281,0.002615,
5,55463.29816833,0.10698167,0.99507,0.002613,0.660244,0.003765,0.995711,0.002615,
6,55463.31860118,0.11284251,0.997157,0.002613,0.663201,0.003765,0.997788,0.002615,
7,55463.33903412,0.11870338,0.99841,0.002613,0.664987,0.003765,0.999031,0.002615,
8,55463.35946717,0.12456428,0.999874,0.002614,0.667074,0.003766,1.000485,0.002616,
9,55463.37990001,0.13042512,0.995248,0.002614,0.660335,0.003766,0.995845,0.002616,
10,55463.40033296,0.13628599,1.000246,0.002614,0.667457,0.003766,1.000835,0.002616,
11,55463.44119895,0.14800776,0.999795,0.002614,0.666606,0.003766,1.000362,0.002615,
12,55463.46163179,0.1538686,0.999073,0.002614,0.665502,0.003767,0.999629,0.002615,
13,55463.48206483,0.15972949,0.998782,0.002614,0.665042,0.003766,0.999327,0.002615,
14,55463.50249778,0.16559037,0.998969,0.002614,0.66527,0.003766,0.999503,0.002615,
15,55463.52293062,0.17145121,0.997259,0.002614,0.662726,0.003767,0.997782,0.002615,
16,55463.54336366,0.1773121,0.998134,0.002614,0.663865,0.003766,0.998646,0.002615,
17,55463.5637965,0.18317294,0.996086,0.002614,0.660747,0.003767,0.996586,0.002615,
18,55463.58422954,0.18903384,1.009529,0.002614,0.67999,0.003767,1.010025,0.002615,
19,55463.60466249,0.19489471,0.999388,0.002614,0.665209,0.003767,0.999869,0.002615,
20,55463.62509533,0.20075555,0.999699,0.002614,0.665581,0.003767,1.000169,0.002615,
21,55463.64552837,0.20661645,1.003671,0.002614,0.671306,0.003766,1.004132,0.002615,
22,55463.66596131,0.21247731,0.997486,0.002614,0.662408,0.003767,0.997934,0.002615,
23,55463.68639415,0.21833815,0.995013,0.002614,0.658877,0.003767,0.995449,0.002615,
24,55463.70682719,0.22419905,1.000287,0.002614,0.666496,0.003768,1.000714,0.002615,
25,55463.72726013,0.23005992,0.995211,0.002614,0.659104,0.003767,0.995626,0.002615,
26,55463.74769297,0.23592076,0.997326,0.002614,0.662031,0.003767,0.997731,0.002615,
