,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,55185.37631248,0.06144896,1.005765,8.5e-05,1.037647,9e-05,0.999866,8.5e-05,
1,55185.39674542,0.06295778,1.005781,8.5e-05,1.037666,9e-05,0.999887,8.5e-05,
2,55185.43761131,0.06597542,1.005855,8.5e-05,1.037743,9e-05,0.999971,8.5e-05,
3,55185.45804425,0.06748424,1.005827,8.5e-05,1.03771,9e-05,0.999948,8.5e-05,
4,55185.47847719,0.06899306,1.005676,8.5e-05,1.037548,9e-05,0.999803,8.5e-05,
5,55185.49891014,0.07050188,1.005831,8.5e-05,1.037712,9e-05,0.999962,8.5e-05,
6,55185.51934308,0.0720107,1.005721,8.5e-05,1.037599,9e-05,0.999857,8.5e-05,
7,55185.53977592,0.07351952,1.005775,8.5e-05,1.037662,9e-05,0.999916,8.5e-05,
8,55185.56020897,0.07502835,1.005757,8.5e-05,1.037649,9e-05,0.999903,8.5e-05,
9,55185.58064191,0.07653717,1.005691,8.5e-05,1.037586,9e-05,0.999842,8.5e-05,
10,55185.60107476,0.07804598,1.005674,8.5e-05,1.037575,9e-05,0.99983,8.5e-05,
11,55185.6215078,0.07955481,1.005806,8.5e-05,1.03772,9e-05,0.999966,8.5e-05,
12,55185.64194075,0.08106363,1.005761,8.5e-05,1.037677,9e-05,0.999926,8.5e-05,
13,55185.66237369,0.08257245,1.005814,8.5e-05,1.037735,9e-05,0.999983,8.5e-05,
14,55185.68280664,0.08408127,1.005744,8.5e-05,1.03766,9e-05,0.999918,8.5e-05,
15,55185.70323959,0.08559009,1.005855,8.5e-05,1.037773,9e-05,1.000033,8.5e-05,
16,55185.72367253,0.08709891,1.005801,8.5e-05,1.037707,9e-05,0.999984,8.5e-05,
17,55185.74410548,0.08860773,1.00585,8.5e-05,1.037748,9e-05,1.000037,8.5e-05,
18,55185.76453843,0.09011655,1.00584,8.5e-05,1.037729,9e-05,1.000032,8.5e-05,
19,55185.78497137,0.09162537,1.005786,8.5e-05,1.037668,9e-05,0.999983,8.5e-05,
20,55185.80540422,0.09313419,1.005705,8.5e-05,1.037584,9e-05,0.999907,8.5e-05,
21,55185.82583727,0.09464302,1.00568,8.5e-05,1.037567,9e-05,0.999887,8.5e-05,
22,55185.84627022,0.09615184,1.005799,8.5e-05,1.037706,9e-05,1.000009,8.5e-05,
23,55185.86670307,0.09766065,1.005801,8.5e-05,1.037718,9e-05,1.000016,8.5e-05,
24,55185.88713612,0.09916948,1.005594,8.5e-05,1.037506,9e-05,0.999814,8.5e-05,
25,55185.90756907,0.1006783,1.005847,8.5e-05,1.037774,9e-05,1.00007,8.5e-05,
26,55185.92800192,0.10218711,1.005773,8.5e-05,1.03769,9e-05,1.000001,8.5e-05,
27,55185.94843497,0.10369594,1.005697,8.5e-05,1.037602,9e-05,0.99993,8.5e-05,
28,55185.96886792,0.10520476,1.005719,8.5e-05,1.037623,9e-05,0.999956,8.5e-05,
29,55186.00973372,0.1082224,1.005712,8.5e-05,1.037624,9e-05,0.999958,8.5e-05,
30,55186.03016677,0.10973123,1.005685,8.5e-05,1.037606,9e-05,0.999935,8.5e-05,
31,55186.05059972,0.11124005,1.005679,8.5e-05,1.037608,9e-05,0.999934,8.5e-05,
32,55186.07103257,0.11274886,1.005747,8.5e-05,1.037686,9e-05,1.000005,8.5e-05,
33,55186.09146562,0.11425769,1.005499,8.5e-05,1.037424,9e-05,0.999763,8.5e-05,
34,55186.11189857,0.11576651,1.005462,8.5e-05,1.037384,9e-05,0.99973,8.5e-05,
35,55186.13233143,0.11727533,1.00561,8.5e-05,1.037538,9e-05,0.999882,8.5e-05,
36,55186.15276448,0.11878415,1.005693,8.5e-05,1.037626,9e-05,0.999968,8.5e-05,
37,55186.17319743,0.12029298,1.005738,8.5e-05,1.037677,9e-05,1.000017,8.5e-05,
38,55186.19363029,0.12180179,1.005709,8.5e-05,1.037652,9e-05,0.999992,8.5e-05,
39,55186.21406334,0.12331062,1.005679,8.5e-05,1.037629,9e-05,0.999967,8.5e-05,
40,55186.23449629,0.12481944,1.005645,8.5e-05,1.0376,9e-05,0.999937,8.5e-05,
41,55186.25492915,0.12632825,1.005778,8.5e-05,1.037748,9e-05,1.000073,8.5e-05,
42,55186.2753621,0.12783707,1.005596,8.5e-05,1.037556,9e-05,0.999896,8.5e-05,
43,55186.29579516,0.1293459,1.005592,8.5e-05,1.037548,9e-05,0.999896,8.5e-05,
44,55186.31622801,0.13085472,1.005579,8.5e-05,1.037527,9e-05,0.999887,8.5e-05,
45,55186.33666097,0.13236354,1.005628,8.5e-05,1.037568,9e-05,0.99994,8.5e-05,
