,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,54964.51227415,0.0439794,0.984366,0.000467,1.081339,0.000605,0.998912,0.000474,
1,54964.53270885,0.11487308,0.98559,0.000467,1.082985,0.000606,1.000195,0.000474,
2,54964.55314346,0.18576645,0.984886,0.000467,1.081895,0.000605,0.999517,0.000474,
3,54964.57357796,0.25665943,0.985594,0.000467,1.082912,0.000605,1.00027,0.000474,
4,54964.59401256,0.32755276,0.985199,0.000467,1.082459,0.000606,0.9999,0.000474,
5,54964.61444727,0.39844647,0.98479,0.000467,1.081914,0.000605,0.999513,0.000474,
6,54964.63488177,0.46933945,0.985029,0.000467,1.082075,0.000606,0.999781,0.000474,
7,54964.65531638,-0.45976718,0.984558,0.000467,1.081626,0.000606,0.999326,0.000474,
8,54964.67575108,-0.3888735,0.985127,0.000467,1.082135,0.000606,0.999925,0.000474,
9,54964.69618568,-0.31798017,0.9856,0.000467,1.08295,0.000606,1.000424,0.000474,
10,54964.71662019,-0.24708715,0.986091,0.000467,1.083554,0.000606,1.000938,0.000474,
11,54964.73705479,-0.17619382,0.985013,0.000467,1.082009,0.000606,0.999858,0.000475,
12,54964.7574895,-0.10530011,0.985274,0.000467,1.082436,0.000605,1.000136,0.000475,
13,54964.777924,-0.03440713,0.984187,0.000467,1.081018,0.000606,0.999043,0.000475,
14,54964.7983586,0.0364862,0.985001,0.000467,1.081847,0.000606,0.999877,0.000475,
15,54964.81879331,0.10737991,0.985143,0.000467,1.082148,0.000606,1.000028,0.000475,
16,54964.83922781,0.1782729,0.985185,0.000468,1.082315,0.000606,1.000077,0.000475,
17,54964.85966241,0.24916623,0.985798,0.000468,1.083087,0.000606,1.000702,0.000475,
18,54964.88009702,0.32005959,0.985146,0.000468,1.082165,0.000606,1.000043,0.000475,
19,54964.90053162,0.39095292,0.985569,0.000468,1.082819,0.000606,1.000472,0.000475,
20,54964.92096623,0.46184629,0.984797,0.000468,1.081638,0.000606,0.999689,0.000475,
21,54964.94140083,-0.46726038,0.986833,0.000468,1.084306,0.000606,1.001754,0.000475,
22,54964.96183543,-0.39636705,0.985449,0.000468,1.082517,0.000606,1.000346,0.000475,
23,54964.98227003,-0.32547372,0.985756,0.000468,1.082933,0.000606,1.000652,0.000475,
24,54965.00270464,-0.25458035,0.986038,0.000468,1.083277,0.000606,1.000934,0.000475,
25,54965.02313914,-0.18368737,0.985732,0.000468,1.082798,0.000606,1.000618,0.000475,
26,54965.04357384,-0.11279369,0.985183,0.000468,1.082201,0.000606,1.000053,0.000475,
27,54965.06400845,-0.04190033,0.9848,0.000468,1.081689,0.000606,0.999656,0.000475,
28,54965.08444295,0.02899265,0.984662,0.000468,1.0815,0.000606,0.999507,0.000475,
29,54965.10487755,0.09988599,0.985611,0.000468,1.082798,0.000606,1.00046,0.000475,
30,54965.12531226,0.1707797,0.985434,0.000468,1.082546,0.000606,1.00027,0.000475,
31,54965.14574676,0.24167268,0.985674,0.000468,1.082832,0.000606,1.000503,0.000475,
32,54965.16618136,0.31256601,0.985831,0.000468,1.083004,0.000606,1.00065,0.000475,
33,54965.18661606,0.38345969,0.98482,0.000468,1.081632,0.000606,0.999611,0.000475,
34,54965.20705067,0.45435305,0.985126,0.000468,1.082062,0.000606,0.999909,0.000475,
35,54965.22748517,-0.47475396,0.985104,0.000468,1.082036,0.000606,0.999874,0.000475,
36,54965.24791977,-0.40386063,0.985074,0.000468,1.081956,0.000606,0.99983,0.000475,
37,54965.26835447,-0.33296696,0.984545,0.000468,1.081352,0.000606,0.999278,0.000475,
38,54965.28878897,-0.26207397,0.985897,0.000468,1.082994,0.000606,1.000636,0.000475,
39,54965.30922358,-0.19118061,0.985269,0.000468,1.082353,0.000606,0.999983,0.000474,
40,54965.32965828,-0.12028693,0.985593,0.000468,1.08249,0.000606,1.000296,0.000474,
41,54965.35009278,-0.04939395,0.985359,0.000468,1.082309,0.000606,1.000043,0.000474,
42,54965.37052738,0.02149938,0.984369,0.000468,1.081093,0.000606,0.999022,0.000474,
43,54965.39096198,0.09239271,0.986032,0.000467,1.083139,0.000606,1.000694,0.000474,
44,54965.41139659,0.16328608,0.985561,0.000467,1.082593,0.000606,1.000199,0.000474,
45,54965.43183119,0.23417941,0.985186,0.000467,1.082091,0.000606,0.999802,0.000474,
46,54965.45226579,0.30507274,0.985272,0.000467,1.082315,0.000606,0.999872,0.000474,
47,54965.47270049,0.37596642,0.985715,0.000467,1.082634,0.000606,1.000304,0.000474,
48,54965.49313499,0.4468594,0.985385,0.000467,1.082434,0.000606,0.999952,0.000474,
49,54965.51356959,-0.48224727,0.983657,0.000467,1.08009,0.000606,0.998182,0.000474,
50,54965.5340041,-0.41135425,0.986137,0.000467,1.083158,0.000606,1.00068,0.000474,
51,54965.5544388,-0.34046057,0.98617,0.000468,1.083246,0.000606,1.000696,0.000474,
52,54965.5748734,-0.26956724,0.985245,0.000468,1.082039,0.000606,0.99974,0.000474,
53,54965.5953079,-0.19867426,0.985573,0.000468,1.08236,0.000606,1.000055,0.000474,
54,54965.6157426,-0.12778058,0.985527,0.000468,1.082374,0.000607,0.999991,0.000474,
55,54965.6361772,-0.05688725,0.984626,0.000468,1.081128,0.000607,0.999059,0.000474,
56,54965.6566118,0.01400608,0.984711,0.000468,1.081432,0.000606,0.999127,0.000474,
57,54965.6770463,0.08489906,0.986318,0.000468,1.08339,0.000607,1.00074,0.000474,
58,54965.697481,0.15579274,0.98592,0.000468,1.082831,0.000606,1.000318,0.000474,
59,54965.71791561,0.22668611,0.986071,0.000468,1.083117,0.000606,1.000454,0.000474,
60,54965.73835011,0.29757909,0.98597,0.000468,1.082731,0.000606,1.000334,0.000474,
61,54965.75878481,0.36847277,0.986658,0.000468,1.083679,0.000606,1.001014,0.000474,
62,54965.77921941,0.4393661,0.985368,0.000468,1.081942,0.000606,0.999688,0.000474,
63,54965.79965391,-0.48974092,0.983837,0.000468,1.080197,0.000606,0.998118,0.000474,
64,54965.82008851,-0.41884759,0.985089,0.000468,1.081684,0.000606,0.999371,0.000474,
65,54965.84052321,-0.34795391,0.984646,0.000468,1.080883,0.000606,0.998904,0.000474,
66,54965.86095771,-0.27706093,0.985946,0.000468,1.082852,0.000606,1.000206,0.000474,
67,54965.88139231,-0.2061676,0.985235,0.000468,1.081748,0.000606,0.999467,0.000474,
68,54965.90182701,-0.13527392,0.984743,0.000468,1.081144,0.000606,0.998951,0.000474,
69,54965.92226151,-0.06438094,0.985989,0.000468,1.082536,0.000607,1.000198,0.000474,
70,54965.94269611,0.00651239,0.984038,0.000468,1.080165,0.000607,0.998202,0.000474,
71,54965.96313071,0.07740572,0.984849,0.000468,1.08129,0.000607,0.999009,0.000474,
72,54965.98356541,0.1482994,0.987253,0.000468,1.084249,0.000607,1.001431,0.000474,
73,54966.00399991,0.21919238,0.986178,0.000468,1.082846,0.000606,1.000324,0.000474,
74,54966.02443451,0.29008572,0.986228,0.000468,1.082983,0.000607,1.000358,0.000474,
75,54966.04486911,0.36097905,0.985445,0.000468,1.081971,0.000607,0.999548,0.000474,
76,54966.06530371,0.43187238,0.98648,0.000468,1.08314,0.000607,1.000581,0.000474,
77,54966.08573831,-0.49723429,0.985316,0.000468,1.081648,0.000607,0.999386,0.000474,
78,54966.10617291,-0.42634096,0.985391,0.000468,1.08175,0.000607,0.999446,0.000474,
79,54966.12660751,-0.35544763,0.986646,0.000468,1.083126,0.000607,1.000703,0.000474,
80,54966.14704211,-0.2845543,0.986284,0.000468,1.082953,0.000607,1.000321,0.000474,
81,54966.16747671,-0.21366097,0.985347,0.000468,1.08169,0.000607,0.999355,0.000474,
