,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56107.16057353,-0.4113568,0.966425,0.000263,1.035431,0.000297,0.951729,0.000259,
1,56107.18100784,-0.34281866,0.997927,0.000264,1.071244,0.000297,0.982747,0.00026,
2,56107.20144205,-0.27428086,1.022722,0.000264,1.099165,0.000298,1.007159,0.00026,
3,56107.22187645,-0.20574241,1.019359,0.000264,1.095352,0.000298,1.003841,0.00026,
4,56107.24231076,-0.13720427,0.989604,0.000264,1.061403,0.000299,0.974534,0.00026,
5,56107.26274497,-0.06866646,0.9527,0.000265,1.019459,0.000299,0.938186,0.000261,
6,56107.28317938,-0.00012799,0.936234,0.000265,1.000707,0.000299,0.921967,0.000261,
7,56107.30361368,0.06841012,0.960438,0.000265,1.028259,0.0003,0.945796,0.000261,
8,56107.32404789,0.13694793,1.002203,0.000265,1.075492,0.0003,0.986919,0.000261,
9,56107.3444823,0.20548641,1.032679,0.000266,1.110054,0.0003,1.016924,0.000262,
10,56107.3649165,0.27402418,1.032344,0.000266,1.109648,0.000301,1.016589,0.000262,
11,56107.38535091,0.34256266,1.005361,0.000266,1.078948,0.000301,0.990012,0.000262,
12,56107.40578522,0.4111008,0.970768,0.000266,1.039654,0.000301,0.955942,0.000262,
13,56107.42621942,0.47963857,0.943884,0.000267,1.009007,0.000302,0.929464,0.000262,
14,56107.44665383,-0.45182295,0.951005,0.000267,1.017111,0.000302,0.936471,0.000263,
15,56107.46708813,-0.38328484,0.980977,0.000267,1.051046,0.000302,0.965979,0.000263,
16,56107.48752234,-0.31474704,1.012312,0.000267,1.086596,0.000302,0.99683,0.000263,
17,56107.50795674,-0.24620859,1.027701,0.000268,1.103956,0.000303,1.011978,0.000263,
18,56107.52839105,-0.17767045,1.012053,0.000268,1.086201,0.000303,0.996564,0.000264,
19,56107.54882535,-0.10913234,0.97609,0.000268,1.045301,0.000303,0.961146,0.000264,
20,56107.56925966,-0.0405942,0.943092,0.000268,1.007804,0.000304,0.928648,0.000264,
