,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56107.16058437,-0.29999352,1.021309,0.000229,1.185334,0.000286,1.001861,0.000225,
1,56107.18101871,-0.28349518,1.021632,0.000229,1.187224,0.000286,1.001993,0.000225,
2,56107.20145295,-0.26699692,1.022318,0.000229,1.188616,0.000286,1.002484,0.000225,
3,56107.2218874,-0.25049849,1.022616,0.000229,1.188745,0.000286,1.002596,0.000225,
4,56107.24232174,-0.23400015,1.023042,0.000229,1.188646,0.000286,1.002836,0.000224,
5,56107.26275598,-0.21750189,1.022438,0.000229,1.187238,0.000286,1.002068,0.000224,
6,56107.28319042,-0.20100347,1.022734,0.000229,1.187149,0.000286,1.002185,0.000224,
7,56107.30362476,-0.18450513,1.02172,0.000229,1.185636,0.000286,1.001021,0.000224,
8,56107.324059,-0.16800686,1.021459,0.000229,1.185183,0.000286,1.000597,0.000224,
9,56107.34449344,-0.15150844,1.020685,0.000229,1.184096,0.000286,0.999672,0.000224,
10,56107.36492768,-0.13501018,1.020676,0.000229,1.183919,0.000286,0.9995,0.000224,
11,56107.38536212,-0.11851176,1.019642,0.000229,1.18241,0.000286,0.998325,0.000224,
12,56107.40579646,-0.10201342,1.019362,0.000229,1.181827,0.000286,0.997892,0.000224,
13,56107.4262307,-0.08551516,1.018893,0.000229,1.181012,0.000286,0.997276,0.000224,
14,56107.44666514,-0.06901673,1.018435,0.000229,1.180222,0.000286,0.996672,0.000224,
15,56107.46709947,-0.0525184,1.017987,0.000229,1.179447,0.000286,0.996081,0.000224,
16,56107.48753371,-0.03602014,1.018134,0.000229,1.179418,0.000286,0.996074,0.000224,
17,56107.50796815,-0.01952172,1.018491,0.000229,1.179652,0.000286,0.996274,0.000224,
18,56107.52840249,-0.00302338,1.018068,0.000229,1.178917,0.000286,0.995714,0.000224,
19,56107.54883683,0.01347496,1.01871,0.000229,1.179528,0.000286,0.996197,0.000224,
20,56107.56927117,0.02997331,1.018973,0.000229,1.179675,0.000286,0.996311,0.000224,
21,56107.5897055,0.04647164,1.019041,0.000229,1.179584,0.000286,0.996237,0.000224,
22,56107.61013994,0.06297006,1.019822,0.000229,1.180384,0.000286,0.996862,0.000224,
23,56107.63057418,0.07946832,1.02069,0.000229,1.181285,0.000286,0.997573,0.000224,
24,56107.65100851,0.09596666,1.021118,0.000229,1.181625,0.000286,0.997856,0.000224,
25,56107.67144295,0.11246508,1.021209,0.000229,1.181537,0.000286,0.997812,0.000224,
26,56107.69187719,0.12896334,1.022488,0.000229,1.182934,0.000286,0.99893,0.000224,
27,56107.71231152,0.14546167,1.023235,0.000229,1.183672,0.000286,0.99953,0.000224,
28,56107.73274596,0.1619601,1.0243,0.000229,1.184822,0.000286,1.000442,0.000224,
29,56107.75318029,0.17845843,1.02484,0.000229,1.185335,0.000286,1.000843,0.000224,
30,56107.77361453,0.19495669,1.025671,0.000229,1.186231,0.000286,1.001531,0.000224,
31,56107.79404896,0.2114551,1.026123,0.000229,1.186665,0.000286,1.001849,0.000224,
32,56107.8144833,0.22795345,1.026966,0.000229,1.187587,0.000286,1.002551,0.000224,
33,56107.85535197,0.26095012,1.027802,0.000229,1.18832,0.000286,1.003131,0.000224,
34,56107.8757863,0.27744845,1.028008,0.000229,1.188395,0.000286,1.003216,0.000223,
35,56107.89622074,0.29394688,1.028567,0.000229,1.188908,0.000286,1.003648,0.000223,
36,56107.91665497,0.31044513,1.028221,0.000229,1.188298,0.000286,1.003198,0.000223,
37,56107.9370893,0.32694346,1.028777,0.000229,1.188833,0.000286,1.00363,0.000223,
38,56107.95752374,0.34344188,1.028179,0.000229,1.187937,0.000286,1.002937,0.000223,
39,56107.97795797,0.35994014,1.028504,0.000229,1.188203,0.000286,1.003147,0.000223,
40,56107.9983923,0.37643847,1.027595,0.000229,1.186925,0.000286,1.002155,0.000223,
41,56108.01882664,0.39293681,1.027853,0.000229,1.187101,0.000286,1.002303,0.000223,
42,56108.03926097,0.40943515,1.027406,0.000229,1.186393,0.000286,1.001765,0.000223,
43,56108.0596954,0.42593356,1.027405,0.000229,1.186249,0.000286,1.001664,0.000223,
44,56108.08012963,0.44243181,1.02686,0.000229,1.185434,0.000286,1.001034,0.000223,
45,56108.10056397,0.45893015,1.02646,0.000229,1.184815,0.000286,1.000547,0.000223,
46,56108.1209984,0.47542857,1.02648,0.000229,1.184732,0.000286,1.000471,0.000223,
47,56108.14143263,0.49192682,1.026294,0.000229,1.184398,0.000286,1.000196,0.000223,
48,56108.16186696,-0.49157485,1.025716,0.000229,1.183574,0.000286,0.99954,0.000223,
49,56108.18230139,-0.47507643,1.025447,0.000229,1.183136,0.000287,0.999187,0.000223,
50,56108.20273562,-0.45857818,1.02575,0.000229,1.183411,0.000287,0.999393,0.000223,
51,56108.22316995,-0.44207985,1.025661,0.000229,1.183193,0.000287,0.999219,0.000223,
52,56108.24360438,-0.42558143,1.025717,0.000229,1.183158,0.000286,0.999187,0.000223,
53,56108.26403871,-0.4090831,1.026495,0.000229,1.184025,0.000287,0.99986,0.000223,
54,56108.28447304,-0.39258476,1.026624,0.000229,1.184078,0.000286,0.999902,0.000223,
55,56108.30490737,-0.37608643,1.026346,0.000229,1.183623,0.000287,0.999549,0.000223,
56,56108.3253417,-0.3595881,1.027612,0.000229,1.185106,0.000287,1.000701,0.000223,
57,56108.34577603,-0.34308976,1.028114,0.000229,1.185637,0.000286,1.001111,0.000223,
58,56108.36621036,-0.32659143,1.028145,0.000229,1.185584,0.000287,1.001063,0.000223,
59,56108.38664469,-0.3100931,1.028967,0.000229,1.186533,0.000286,1.001787,0.000223,
60,56108.40707912,-0.29359468,1.029786,0.000229,1.187486,0.000287,1.002509,0.000223,
