,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56305.11774824,-0.09595294,0.98021,0.000272,1.131684,0.000331,0.998095,0.000277,
1,56305.13818125,-0.0861004,0.977937,0.000272,1.129081,0.000331,0.995706,0.000277,
2,56305.15861406,-0.07624796,0.97511,0.000272,1.125793,0.000331,0.992754,0.000277,
3,56305.17904707,-0.06639543,0.966497,0.000273,1.115368,0.000331,0.983912,0.000277,
4,56305.19947998,-0.05654294,0.962714,0.000273,1.110868,0.000331,0.979988,0.000277,
5,56305.21991279,-0.0466905,0.900555,0.000273,1.034988,0.000332,0.916646,0.000278,
6,56305.2403458,-0.03683796,0.794779,0.000273,0.905994,0.000332,0.80892,0.000278,
7,56305.26077871,-0.02698548,0.665683,0.000273,0.748572,0.000332,0.677477,0.000278,
8,56305.28121152,-0.01713304,0.534504,0.000273,0.588405,0.000332,0.543933,0.000278,
9,56305.30164453,-0.0072805,0.432082,0.000273,0.463514,0.000332,0.439672,0.000278,
10,56305.32207744,0.00257198,0.39795,0.000273,0.421875,0.000332,0.40491,0.000278,
11,56305.34251035,0.01242447,0.45013,0.000273,0.485408,0.000332,0.457969,0.000278,
12,56305.36294326,0.02227696,0.561636,0.000273,0.621553,0.000332,0.571374,0.000278,
13,56305.38337617,0.03212945,0.694962,0.000273,0.784181,0.000332,0.706959,0.000278,
14,56305.40380919,0.04198199,0.820927,0.000273,0.937869,0.000332,0.835038,0.000278,
15,56305.424242,0.05183442,0.920158,0.000273,1.058938,0.000332,0.935905,0.000278,
16,56305.44467491,0.06168691,0.970765,0.000273,1.120645,0.000332,0.987305,0.000278,
17,56305.46510792,0.07153945,0.976759,0.000273,1.12789,0.000332,0.993327,0.000278,
18,56305.48554083,0.08139193,0.978643,0.000273,1.130173,0.000332,0.995169,0.000278,
19,56305.50597365,0.09124438,0.980894,0.000273,1.132806,0.000332,0.997384,0.000278,
20,56305.52640666,0.10109691,0.984229,0.000273,1.136854,0.000333,1.000701,0.000278,
21,56305.54683957,0.1109494,0.987697,0.000273,1.141008,0.000333,1.004153,0.000278,
22,56305.56727249,0.12080189,0.990557,0.000273,1.14444,0.000333,1.006986,0.000278,
23,56305.5877054,0.13065438,0.993914,0.000273,1.148558,0.000333,1.010324,0.000278,
24,56305.60813831,0.14050687,0.997158,0.000273,1.152406,0.000333,1.013546,0.000278,
25,56305.62857123,0.15035936,1.000046,0.000274,1.155866,0.000333,1.016406,0.000278,
26,56305.64900414,0.16021185,1.003796,0.000274,1.160434,0.000333,1.020142,0.000278,
27,56305.66943706,0.17006434,1.008031,0.000274,1.165459,0.000333,1.02437,0.000278,
28,56305.68986997,0.17991683,1.010523,0.000274,1.168474,0.000333,1.026826,0.000278,
29,56305.71030289,0.18976932,1.013779,0.000274,1.17238,0.000333,1.030058,0.000278,
30,56305.7307357,0.19962176,1.017403,0.000274,1.176672,0.000333,1.033664,0.000278,
31,56305.75116872,0.2094743,1.01931,0.000274,1.178988,0.000333,1.035525,0.000278,
32,56305.77160163,0.21932678,1.021791,0.000274,1.181983,0.000333,1.037968,0.000278,
33,56305.79203465,0.22917932,1.023438,0.000274,1.183885,0.000333,1.039564,0.000278,
34,56305.81246746,0.23903176,1.023321,0.000274,1.183777,0.000333,1.039369,0.000278,
35,56305.83290038,0.24888426,1.024895,0.000274,1.185513,0.000333,1.04089,0.000278,
36,56305.8533334,0.2587368,1.024366,0.000274,1.184851,0.000333,1.040276,0.000278,
