,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,55739.86612947,-0.47894905,0.976584,0.000358,1.113889,0.000441,0.998635,0.000366,
1,55739.8865637,-0.46811796,0.977008,0.000358,1.114463,0.000441,0.999058,0.000366,
2,55739.90699804,-0.45728682,0.976683,0.000358,1.114031,0.000441,0.998716,0.000366,
3,55739.92743217,-0.44645579,0.977003,0.000358,1.114336,0.000441,0.999033,0.000366,
4,55739.94786641,-0.43562469,0.97792,0.000358,1.115361,0.000441,0.999961,0.000366,
5,55739.96830074,-0.42479356,0.977206,0.000358,1.114387,0.000441,0.99922,0.000366,
6,55739.98873487,-0.41396252,0.977367,0.000358,1.114526,0.000441,0.999375,0.000366,
7,55740.00916911,-0.40313143,0.977811,0.000358,1.115042,0.000441,0.999819,0.000366,
8,55740.02960344,-0.3923003,0.977963,0.000358,1.115204,0.000441,0.999964,0.000366,
9,55740.05003757,-0.38146926,0.977953,0.000358,1.115159,0.000441,0.999944,0.000366,
10,55740.07047181,-0.37063817,0.97791,0.000358,1.11506,0.000441,0.99989,0.000366,
11,55740.09090614,-0.35980704,0.978315,0.000358,1.115506,0.000441,1.000294,0.000366,
12,55740.11134027,-0.348976,0.978386,0.000358,1.115537,0.000441,1.000356,0.000366,
13,55740.13177451,-0.33814491,0.978219,0.000358,1.11528,0.000441,1.000175,0.000366,
14,55740.15220884,-0.32731377,0.978655,0.000358,1.115775,0.000441,1.000611,0.000366,
15,55740.17264307,-0.31648269,0.9794,0.000358,1.116656,0.000441,1.001363,0.000366,
16,55740.1930773,-0.3056516,0.97905,0.000358,1.116185,0.000441,1.000995,0.000366,
17,55740.21351154,-0.29482051,0.978502,0.000358,1.115468,0.000441,1.000425,0.000366,
18,55740.23394577,-0.28398943,0.978771,0.000358,1.115766,0.000441,1.00069,0.000366,
19,55740.2543801,-0.27315829,0.979216,0.000358,1.116288,0.000441,1.001135,0.000366,
20,55740.27481423,-0.26232726,0.979195,0.000358,1.116243,0.000441,1.001103,0.000366,
21,55740.29524846,-0.25149617,0.978705,0.000358,1.115624,0.000441,1.000592,0.000366,
22,55740.3156828,-0.24066503,0.979057,0.000358,1.116044,0.000441,1.000942,0.000366,
23,55740.33611693,-0.229834,0.978676,0.000358,1.115551,0.000441,1.000542,0.000366,
24,55740.35655116,-0.21900291,0.979054,0.000358,1.115984,0.000441,1.000919,0.000366,
25,55740.37698549,-0.20817178,0.978595,0.000358,1.115376,0.000441,1.000439,0.000366,
26,55740.39741962,-0.19734074,0.978303,0.000358,1.114972,0.000441,1.000131,0.000366,
27,55740.41785395,-0.18650961,0.978681,0.000358,1.1154,0.000441,1.000507,0.000366,
28,55740.43828808,-0.17567857,0.978394,0.000358,1.115013,0.000441,1.000203,0.000366,
29,55740.45872231,-0.16484749,0.978367,0.000358,1.114949,0.000441,1.000166,0.000366,
30,55740.47915664,-0.15401635,0.977393,0.000358,1.113713,0.000442,0.999161,0.000366,
31,55740.49959077,-0.14318532,0.977291,0.000358,1.113552,0.000441,0.999046,0.000366,
32,55740.520025,-0.13235423,0.976355,0.000358,1.112357,0.000442,0.998079,0.000366,
33,55740.54045933,-0.12152309,0.977038,0.000358,1.113165,0.000441,0.998767,0.000366,
34,55740.56089346,-0.11069206,0.977019,0.000358,1.113112,0.000442,0.998738,0.000366,
35,55740.58132769,-0.09986098,0.976183,0.000358,1.112055,0.000441,0.997873,0.000366,
36,55740.60176202,-0.08902984,0.977279,0.000358,1.113393,0.000442,0.998983,0.000366,
37,55740.62219615,-0.07819881,0.976407,0.000358,1.11231,0.000441,0.998082,0.000366,
38,55740.64263048,-0.06736767,0.977069,0.000358,1.11313,0.000442,0.998749,0.000366,
39,55740.6630647,-0.05653659,0.975998,0.000358,1.111812,0.000441,0.997644,0.000366,
40,55740.68349893,-0.0457055,0.976319,0.000358,1.112212,0.000442,0.997962,0.000366,
41,55740.70393316,-0.03487442,0.976554,0.000358,1.112496,0.000441,0.998192,0.000366,
42,55740.72436739,-0.02404333,0.976986,0.000358,1.11301,0.000441,0.998624,0.000366,
43,55740.74480162,-0.01321225,0.97704,0.000358,1.113045,0.000441,0.998669,0.000366,
44,55740.76523585,-0.00238116,0.974974,0.000358,1.110457,0.000441,0.996547,0.000366,
45,55740.78567007,0.00844992,0.976538,0.000358,1.112364,0.000441,0.998136,0.000366,
46,55740.8061043,0.019281,0.977143,0.000358,1.113099,0.000441,0.998744,0.000366,
47,55740.82653863,0.03011214,0.97818,0.000358,1.114381,0.000442,0.999794,0.000366,
48,55740.84697276,0.04094317,0.978229,0.000358,1.114445,0.000441,0.999834,0.000366,
49,55740.86740698,0.05177425,0.978113,0.000358,1.114299,0.000441,0.999705,0.000366,
50,55740.88784131,0.06260539,0.978177,0.000358,1.114365,0.000441,0.99976,0.000366,
51,55740.90827544,0.07343642,0.979285,0.000358,1.115715,0.000442,1.000883,0.000366,
52,55740.92870976,0.08426755,0.97944,0.000358,1.115886,0.000442,1.001032,0.000366,
53,55740.94914399,0.09509864,0.979413,0.000358,1.115839,0.000441,1.000993,0.000366,
54,55740.96957811,0.10592967,0.979062,0.000358,1.115406,0.000442,1.000625,0.000366,
55,55740.99001244,0.1167608,0.979611,0.000358,1.116093,0.000442,1.001175,0.000366,
56,55741.01044667,0.12759189,0.98028,0.000358,1.116929,0.000442,1.001849,0.000366,
57,55741.03088079,0.13842292,0.979214,0.000358,1.115612,0.000442,1.00075,0.000366,
58,55741.05131512,0.14925405,0.979883,0.000358,1.116423,0.000442,1.001423,0.000366,
59,55741.07174934,0.16008513,0.980854,0.000358,1.117598,0.000442,1.002406,0.000366,
60,55741.09218357,0.17091622,0.980796,0.000358,1.117495,0.000442,1.002337,0.000366,
61,55741.11261779,0.1817473,0.980418,0.000358,1.117,0.000442,1.00194,0.000366,
62,55741.13305192,0.19257833,0.981299,0.000358,1.118074,0.000442,1.002831,0.000366,
63,55741.15348624,0.20340946,0.981122,0.000358,1.117852,0.000442,1.002639,0.000366,
64,55741.17392047,0.21424055,0.980256,0.000358,1.116789,0.000442,1.001745,0.000366,
65,55741.19435469,0.22507163,0.981025,0.000358,1.117754,0.000442,1.00252,0.000366,
66,55741.21478892,0.23590271,0.980268,0.000358,1.116833,0.000442,1.001736,0.000366,
67,55741.25565736,0.25756487,0.980479,0.000358,1.117112,0.000442,1.001932,0.000366,
68,55741.27609159,0.26839596,0.980032,0.000358,1.116552,0.000442,1.001465,0.000366,
69,55741.29652581,0.27922704,0.979529,0.000358,1.115909,0.000442,1.000941,0.000366,
70,55741.31696003,0.29005812,0.979691,0.000358,1.116075,0.000442,1.001096,0.000366,
71,55741.33739436,0.30088926,0.980151,0.000358,1.116605,0.000442,1.001557,0.000366,
72,55741.35782848,0.31172028,0.979095,0.000358,1.115267,0.000442,1.000467,0.000366,
73,55741.3782628,0.32255142,0.978159,0.000358,1.114091,0.000442,0.999501,0.000366,
74,55741.39869703,0.3333825,0.979506,0.000358,1.115752,0.000442,1.000867,0.000366,
75,55741.41913115,0.34421353,0.979378,0.000358,1.115597,0.000442,1.000727,0.000366,
76,55741.43956547,0.35504466,0.979331,0.000358,1.115537,0.000442,1.000669,0.000366,
77,55741.45999969,0.36587574,0.978917,0.000358,1.115009,0.000442,1.000235,0.000366,
78,55741.48043382,0.37670677,0.978455,0.000358,1.114403,0.000442,0.999753,0.000366,
79,55741.50086814,0.3875379,0.978237,0.000358,1.114088,0.000442,0.999521,0.000366,
80,55741.52130236,0.39836898,0.978408,0.000358,1.114252,0.000442,0.999685,0.000366,
81,55741.54173648,0.40920001,0.978725,0.000358,1.11461,0.000442,0.999999,0.000366,
82,55741.5621708,0.42003114,0.97786,0.000358,1.113526,0.000442,0.999105,0.000366,
83,55741.58260502,0.43086222,0.978115,0.000358,1.113844,0.000442,0.999355,0.000366,
84,55741.60303934,0.44169336,0.978296,0.000358,1.114083,0.000442,0.99953,0.000366,
85,55741.62347346,0.45252438,0.977852,0.000358,1.113553,0.000442,0.999067,0.000366,
86,55741.64390769,0.46335547,0.977296,0.000358,1.112877,0.000442,0.998489,0.000366,
87,55741.66434201,0.4741866,0.978337,0.000358,1.114165,0.000442,0.999542,0.000366,
88,55741.68477613,0.48501763,0.978144,0.000358,1.113916,0.000442,0.999335,0.000366,
89,55741.70521035,0.49584871,0.978435,0.000358,1.114255,0.000442,0.999623,0.000366,
90,55741.72564467,-0.49332016,0.977596,0.000358,1.113189,0.000442,0.998756,0.000366,
91,55741.74607879,-0.48248913,0.977716,0.000358,1.113303,0.000442,0.998868,0.000366,
92,55741.76651301,-0.47165805,0.978796,0.000358,1.114602,0.000442,0.999961,0.000366,
93,55741.78694723,-0.46082697,0.97843,0.000358,1.114116,0.000442,0.999577,0.000366,
94,55741.80738144,-0.4499959,0.979446,0.000358,1.115345,0.000442,1.000605,0.000366,
95,55741.82781576,-0.43916477,0.980093,0.000358,1.11613,0.000442,1.001256,0.000366,
96,55741.84824998,-0.42833369,0.980722,0.000358,1.116909,0.000442,1.001889,0.000366,
97,55741.8686841,-0.41750266,0.978314,0.000358,1.113946,0.000442,0.999419,0.000366,
98,55741.88911842,-0.40667153,0.979516,0.000358,1.115455,0.000442,1.000637,0.000366,
99,55741.90955264,-0.39584045,0.978636,0.000358,1.114392,0.000442,0.999728,0.000366,
100,55741.92998676,-0.38500942,0.979425,0.000358,1.115383,0.000442,1.000523,0.000366,
101,55741.97085529,-0.36334721,0.979719,0.000358,1.115731,0.000442,1.000804,0.000366,
102,55741.99128941,-0.35251619,0.979442,0.000358,1.115356,0.000442,1.00051,0.000366,
103,55742.01172373,-0.34168505,0.979762,0.000358,1.115712,0.000442,1.000827,0.000366,
104,55742.03215795,-0.33085397,0.979643,0.000358,1.115529,0.000442,1.000696,0.000366,
105,55742.05259226,-0.32002285,0.97997,0.000358,1.115907,0.000442,1.00102,0.000366,
106,55742.07302638,-0.30919182,0.980004,0.000358,1.115936,0.000442,1.001045,0.000366,
107,55742.0934606,-0.29836074,0.980102,0.000358,1.116056,0.000442,1.001135,0.000366,
108,55742.11389491,-0.28752961,0.980292,0.000358,1.116298,0.000442,1.001318,0.000366,
109,55742.13432903,-0.27669858,0.980376,0.000358,1.11641,0.000442,1.001394,0.000366,
110,55742.15476325,-0.2658675,0.980475,0.000358,1.116537,0.000441,1.001485,0.000365,
111,55742.17519756,-0.25503638,0.979917,0.000358,1.115847,0.000442,1.000905,0.000365,
112,55742.19563168,-0.24420535,0.979688,0.000358,1.115559,0.000442,1.000662,0.000365,
113,55742.2160659,-0.23337427,0.980822,0.000358,1.116951,0.000442,1.001809,0.000365,
114,55742.23650021,-0.22254314,0.97964,0.000358,1.115479,0.000442,1.000593,0.000365,
115,55742.25693433,-0.21171212,0.979851,0.000358,1.115725,0.000442,1.000798,0.000365,
116,55742.27736864,-0.20088099,0.979457,0.000358,1.115219,0.000442,1.000385,0.000365,
117,55742.29780286,-0.19004991,0.97851,0.000358,1.114026,0.000442,0.999408,0.000365,
118,55742.31823707,-0.17921883,0.978156,0.000358,1.113565,0.000442,0.999037,0.000365,
119,55742.33867129,-0.16838776,0.978078,0.000358,1.113444,0.000442,0.998947,0.000365,
120,55742.3591055,-0.15755668,0.978136,0.000358,1.113489,0.000442,0.998996,0.000365,
121,55742.37953972,-0.1467256,0.978016,0.000358,1.113312,0.000442,0.998864,0.000365,
122,55742.39997393,-0.13589453,0.978035,0.000358,1.113302,0.000442,0.998873,0.000365,
123,55742.42040815,-0.12506345,0.977829,0.000358,1.113011,0.000442,0.998653,0.000365,
124,55742.44084236,-0.11423237,0.97749,0.000358,1.112553,0.000442,0.998297,0.000365,
125,55742.46127658,-0.10340129,0.976556,0.000358,1.111361,0.000442,0.997333,0.000365,
