,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56305.11767446,0.16978644,1.036331,0.000352,1.307594,0.000481,1.012813,0.000344,
1,56305.13810743,0.20069576,1.060737,0.000352,1.341683,0.000481,1.036665,0.000344,
2,56305.15854019,0.23160475,1.074098,0.000351,1.360241,0.00048,1.049723,0.000343,
3,56305.17897316,0.26251407,1.075636,0.000351,1.362393,0.00048,1.051226,0.000343,
4,56305.19940602,0.29342321,1.063304,0.000351,1.346077,0.00048,1.039174,0.000343,
5,56305.21983879,0.32433222,1.043895,0.000351,1.319365,0.00048,1.020205,0.000343,
6,56305.24027175,0.35524152,1.021636,0.000351,1.289092,0.000479,0.998452,0.000343,
7,56305.26070462,0.38615068,0.992143,0.000351,1.24891,0.000479,0.969627,0.000343,
8,56305.28113738,0.41705968,0.95598,0.00035,1.199258,0.000479,0.934285,0.000342,
9,56305.30157035,0.44796899,0.91804,0.00035,1.147406,0.000479,0.897206,0.000342,
10,56305.32200321,0.47887814,0.8944,0.00035,1.115161,0.000478,0.874103,0.000342,
11,56305.34243608,-0.4902127,0.890095,0.00035,1.108898,0.000478,0.869896,0.000342,
12,56305.36286895,-0.45930354,0.906835,0.00035,1.132097,0.000478,0.886256,0.000342,
13,56305.38330181,-0.42839439,0.94065,0.00035,1.178271,0.000478,0.919303,0.000342,
14,56305.40373478,-0.39748508,0.979029,0.000349,1.230933,0.000478,0.956812,0.000341,
15,56305.42416755,-0.36657607,1.011923,0.000349,1.275884,0.000477,0.988959,0.000341,
16,56305.44460042,-0.33566691,1.036161,0.000349,1.308951,0.000477,1.012647,0.000341,
17,56305.46503338,-0.30475761,1.05857,0.000349,1.339725,0.000477,1.034547,0.000341,
18,56305.48546625,-0.27384845,1.074635,0.000349,1.361766,0.000477,1.050248,0.000341,
19,56305.50589902,-0.24293944,1.080584,0.000349,1.369696,0.000476,1.056062,0.000341,
20,56305.52633199,-0.21203012,1.072521,0.000348,1.358604,0.000476,1.048182,0.00034,
21,56305.54676486,-0.18112096,1.051996,0.000348,1.330283,0.000476,1.028123,0.00034,
22,56305.56719773,-0.1502118,1.024267,0.000348,1.292062,0.000476,1.001023,0.00034,
23,56305.58763059,-0.11930265,0.980368,0.000348,1.232114,0.000475,0.95812,0.00034,
24,56305.60806346,-0.08839349,0.905467,0.000348,1.129196,0.000476,0.884919,0.00034,
25,56305.62849633,-0.05748433,0.805146,0.000348,0.991511,0.000476,0.786874,0.00034,
26,56305.6489292,-0.02657517,0.707555,0.000348,0.857979,0.000476,0.691498,0.00034,
27,56305.66936207,0.00433399,0.674549,0.000348,0.812323,0.000476,0.659241,0.00034,
28,56305.68979494,0.03524315,0.729703,0.000348,0.887815,0.000476,0.713143,0.00034,
29,56305.71022781,0.06615232,0.830307,0.000348,1.025843,0.000476,0.811464,0.00034,
30,56305.73066058,0.09706133,0.92518,0.000348,1.155463,0.000476,0.904184,0.00034,
31,56305.75109355,0.12797064,0.988097,0.000348,1.24182,0.000476,0.965674,0.00034,
32,56305.77152642,0.1588798,1.026979,0.000348,1.294879,0.000477,1.003673,0.000341,
33,56305.79195939,0.18978911,1.052932,0.000349,1.330172,0.000477,1.029037,0.000341,
34,56305.81239217,0.22069814,1.070871,0.000349,1.354975,0.000477,1.046569,0.000341,
35,56305.83282504,0.2516073,1.076251,0.000349,1.362093,0.000477,1.051827,0.000341,
36,56305.85325801,0.28251661,1.069107,0.000349,1.352094,0.000477,1.044845,0.000341,
37,56305.87369078,0.31342563,1.052941,0.000349,1.330048,0.000477,1.029046,0.000341,
38,56305.89412365,0.34433479,1.031612,0.000349,1.30051,0.000477,1.008201,0.000341,
39,56305.91455662,0.3752441,1.005531,0.000349,1.264717,0.000477,0.982712,0.000341,
40,56305.9349894,0.40615313,0.969476,0.000349,1.215387,0.000477,0.947475,0.000341,
41,56305.97585524,0.4679716,0.902277,0.000349,1.12296,0.000478,0.881801,0.000341,
42,56305.99628812,0.49888078,0.891124,0.000349,1.107618,0.000478,0.870901,0.000341,
43,56306.01672099,-0.47021006,0.900962,0.000349,1.120841,0.000478,0.880516,0.000341,
44,56306.03715386,-0.4393009,0.929232,0.000349,1.159552,0.000478,0.908144,0.000341,
45,56306.05758674,-0.40839172,0.967831,0.000349,1.212285,0.000478,0.945868,0.000342,
46,56306.07801961,-0.37748256,1.003609,0.00035,1.261301,0.000478,0.980834,0.000342,
47,56306.09845248,-0.3465734,1.030611,0.00035,1.298374,0.000478,1.007223,0.000342,
48,56306.11888536,-0.31566422,1.0542,0.00035,1.330462,0.000478,1.030277,0.000342,
49,56306.13931833,-0.28475491,1.072468,0.00035,1.355372,0.000478,1.04813,0.000342,
50,56306.15975111,-0.25384588,1.082976,0.00035,1.369885,0.000478,1.058399,0.000342,
51,56306.18018408,-0.22293657,1.078965,0.00035,1.364059,0.000478,1.05448,0.000342,
52,56306.20061696,-0.19202739,1.063358,0.00035,1.342687,0.000478,1.039227,0.000342,
53,56306.22104973,-0.16111838,1.037319,0.00035,1.307123,0.000479,1.013779,0.000342,
54,56306.24148271,-0.13020905,1.000863,0.00035,1.256898,0.000479,0.97815,0.000342,
55,56306.26191559,-0.09929988,0.937609,0.00035,1.170369,0.000479,0.916331,0.000342,
56,56306.28234836,-0.06839087,0.843907,0.00035,1.041658,0.000479,0.824756,0.000342,
57,56306.30278134,-0.03748154,0.740409,0.00035,0.899786,0.000479,0.723607,0.000342,
58,56306.32321422,-0.00657236,0.677371,0.00035,0.813538,0.000479,0.661999,0.000342,
59,56306.34364699,0.02433665,0.703652,0.00035,0.849148,0.000479,0.687684,0.000342,
60,56306.36407997,0.05524598,0.795979,0.00035,0.975704,0.000479,0.777915,0.000342,
61,56306.38451275,0.086155,0.896185,0.00035,1.113171,0.000479,0.875847,0.000342,
62,56306.40494572,0.11706431,0.971417,0.00035,1.215942,0.000479,0.949372,0.000342,
63,56306.4253786,0.14797349,1.01602,0.00035,1.27719,0.000479,0.992963,0.000342,
64,56306.44581138,0.17888252,1.046296,0.00035,1.318679,0.000479,1.022552,0.000342,
65,56306.46624436,0.20979185,1.068173,0.00035,1.348438,0.000479,1.043932,0.000342,
66,56306.48667724,0.24070102,1.077273,0.00035,1.361087,0.000479,1.052826,0.000342,
67,56306.50711011,0.27161018,1.075165,0.00035,1.358167,0.000479,1.050766,0.000343,
68,56306.52754299,0.30251936,1.061567,0.000351,1.339281,0.00048,1.037476,0.000343,
69,56306.54797587,0.33342854,1.041274,0.000351,1.311616,0.00048,1.017644,0.000343,
70,56306.56840885,0.36433787,1.018036,0.000351,1.279608,0.00048,0.994933,0.000343,
71,56306.58884163,0.39524689,0.985194,0.00035,1.234601,0.000479,0.962836,0.000342,
72,56306.60927451,0.42615607,0.946983,0.00035,1.182156,0.000479,0.925492,0.000342,
73,56306.65014037,0.48797457,0.89406,0.00035,1.109639,0.000478,0.87377,0.000342,
74,56306.67057315,-0.4811164,0.895966,0.00035,1.112154,0.000478,0.875633,0.000342,
75,56306.69100613,-0.45020707,0.919358,0.000349,1.143905,0.000478,0.898495,0.000341,
76,56306.71143901,-0.4192979,0.954708,0.000349,1.192652,0.000477,0.933042,0.000341,
77,56306.73187179,-0.38838887,0.992948,0.000349,1.244808,0.000477,0.970415,0.000341,
78,56306.75230477,-0.35747954,1.023356,0.000349,1.286395,0.000477,1.000132,0.000341,
79,56306.77273765,-0.32657037,1.046967,0.000348,1.318987,0.000477,1.023208,0.000341,
80,56306.79317054,-0.29566117,1.068941,0.000348,1.348903,0.000476,1.044683,0.00034,
81,56306.81360342,-0.264752,1.081843,0.000348,1.366578,0.000476,1.057292,0.00034,
82,56306.8340363,-0.23384282,1.082503,0.000348,1.367651,0.000476,1.057937,0.00034,
