,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56107.16063666,0.22196876,1.118626,0.000504,1.491851,0.000736,1.055636,0.000476,
1,56107.18107104,0.24959185,1.13435,0.000504,1.515105,0.000736,1.07044,0.000476,
2,56107.20150532,0.27721481,1.135781,0.000504,1.516584,0.000736,1.071756,0.000475,
3,56107.2219398,0.30483804,1.128175,0.000504,1.505346,0.000735,1.064544,0.000475,
4,56107.24237418,0.33246114,1.11304,0.000503,1.482849,0.000735,1.050229,0.000475,
5,56107.26280846,0.3600841,1.09375,0.000503,1.4546,0.000735,1.031995,0.000475,
6,56107.28324294,0.38770733,1.061841,0.000503,1.407679,0.000734,1.001857,0.000474,
7,56107.30367731,0.41533041,1.020082,0.000503,1.346633,0.000734,0.962427,0.000474,
8,56107.32411159,0.44295337,0.982592,0.000502,1.291306,0.000734,0.927027,0.000474,
9,56107.34454607,0.4705766,0.970717,0.000502,1.273682,0.000733,0.915795,0.000474,
10,56107.36498035,0.49819956,0.968573,0.000502,1.270555,0.000733,0.913745,0.000474,
11,56107.38541483,-0.47417721,0.970071,0.000502,1.27247,0.000733,0.91513,0.000473,
12,56107.40584921,-0.44655411,0.977178,0.000501,1.282827,0.000732,0.921807,0.000473,
13,56107.42628348,-0.41893116,0.993597,0.000501,1.306609,0.000732,0.937267,0.000473,
14,56107.44671796,-0.39130793,1.025489,0.000501,1.353314,0.000732,0.967322,0.000473,
15,56107.46715234,-0.36368484,1.061788,0.000501,1.406123,0.000731,1.001533,0.000472,
16,56107.48758662,-0.33606188,1.083815,0.000501,1.438165,0.000731,1.02228,0.000472,
17,56107.50802109,-0.30843866,1.098971,0.0005,1.46028,0.000731,1.036545,0.000472,
18,56107.52845547,-0.28081557,1.112392,0.0005,1.479973,0.000731,1.049174,0.000472,
19,56107.54888985,-0.25319247,1.115397,0.0005,1.484059,0.00073,1.051978,0.000471,
20,56107.56932422,-0.22556939,1.109399,0.0005,1.475324,0.00073,1.046291,0.000471,
21,56107.5897586,-0.19794629,1.09215,0.000499,1.449901,0.000729,1.029994,0.000471,
22,56107.61019307,-0.17032308,1.064868,0.000499,1.409631,0.000729,1.004236,0.000471,
23,56107.63062735,-0.14270012,1.028934,0.000499,1.356988,0.000729,0.970321,0.00047,
24,56107.65106172,-0.11507703,0.98106,0.000499,1.286686,0.000729,0.925149,0.00047,
25,56107.6714962,-0.0874538,0.909229,0.000498,1.181379,0.000728,0.857388,0.00047,
26,56107.69193047,-0.05983086,0.816236,0.000498,1.045067,0.000728,0.769676,0.00047,
27,56107.71236485,-0.03220776,0.747857,0.000498,0.944932,0.000728,0.705178,0.00047,
28,56107.73279932,-0.00458454,0.736746,0.000498,0.92857,0.000727,0.694683,0.000469,
29,56107.7532337,0.02303855,0.740037,0.000498,0.9331,0.000727,0.697768,0.000469,
30,56107.77366797,0.0506615,0.774886,0.000497,0.984014,0.000727,0.730607,0.000469,
31,56107.79410244,0.07828472,0.8662,0.000497,1.117695,0.000726,0.816681,0.000469,
32,56107.81453682,0.10590781,0.953327,0.000497,1.244913,0.000726,0.898804,0.000469,
33,56107.85540556,0.16115398,1.060293,0.000496,1.401438,0.000725,0.999601,0.000468,
34,56107.87583994,0.18877707,1.095202,0.000496,1.452603,0.000725,1.032485,0.000468,
35,56107.89627441,0.21640029,1.12282,0.000496,1.492777,0.000725,1.058495,0.000468,
36,56107.91670868,0.24402323,1.139572,0.000496,1.517394,0.000725,1.07426,0.000467,
37,56107.93714305,0.27164632,1.144104,0.000496,1.523766,0.000724,1.078506,0.000467,
38,56107.95757753,0.29926955,1.137445,0.000495,1.514129,0.000724,1.072202,0.000467,
39,56107.9780118,0.32689249,1.123456,0.000495,1.493417,0.000724,1.05899,0.000467,
