,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56305.11772499,-0.35576728,0.999332,0.000305,1.074567,0.000357,1.000138,0.000305,
1,56305.13815805,-0.34043437,0.998333,0.000305,1.073309,0.000357,0.998152,0.000305,
2,56305.15859091,-0.32510162,0.998742,0.000305,1.07365,0.000357,0.998603,0.000305,
3,56305.17902397,-0.30976872,0.999196,0.000305,1.073997,0.000357,0.999486,0.000305,
4,56305.19945693,-0.29443589,0.999034,0.000305,1.073606,0.000357,0.999762,0.000305,
5,56305.2198898,-0.27910313,0.999797,0.000305,1.074325,0.000357,1.000882,0.000305,
6,56305.24032286,-0.26377023,0.998735,0.000305,1.07295,0.000357,0.999938,0.000305,
7,56305.26075582,-0.2484374,0.999091,0.000305,1.073307,0.000357,1.00026,0.000305,
8,56305.28118868,-0.23310464,0.999099,0.000305,1.073312,0.000357,1.000128,0.000305,
9,56305.30162174,-0.21777174,0.999146,0.000305,1.073395,0.000357,0.999952,0.000305,
10,56305.3220547,-0.20243891,0.999216,0.000305,1.073509,0.000357,0.999824,0.000305,
11,56305.34248767,-0.18710608,0.99921,0.000305,1.07352,0.000357,0.999609,0.000305,
12,56305.36292063,-0.17177325,0.999622,0.000305,1.074002,0.000357,0.999928,0.000305,
13,56305.38335359,-0.15644042,0.99947,0.000305,1.073803,0.000357,0.999699,0.000305,
14,56305.40378665,-0.14110752,0.998755,0.000305,1.072935,0.000357,0.999039,0.000305,
15,56305.42421952,-0.12577476,0.999768,0.000305,1.074096,0.000357,1.000123,0.000305,
16,56305.44465248,-0.11044193,0.999104,0.000305,1.073288,0.000357,0.99963,0.000305,
17,56305.46508554,-0.09510903,0.999941,0.000305,1.074249,0.000357,1.000667,0.000305,
18,56305.48551851,-0.07977619,0.999369,0.000305,1.073566,0.000357,1.000302,0.000305,
19,56305.50595137,-0.06444344,0.99957,0.000305,1.073812,0.000357,1.000722,0.000305,
20,56305.52638444,-0.04911053,0.998784,0.000305,1.07292,0.000357,1.000127,0.000305,
21,56305.5468174,-0.0337777,0.9984,0.000305,1.072519,0.000357,0.999908,0.000305,
22,56305.56725037,-0.01844487,0.997645,0.000305,1.071686,0.000357,0.999301,0.000305,
23,56305.58768333,-0.00311204,0.997771,0.000305,1.071876,0.000357,0.999482,0.000305,
24,56305.60811629,0.01222079,0.998125,0.000305,1.072314,0.000357,0.999865,0.000305,
25,56305.62854926,0.02755363,0.997297,0.000305,1.071343,0.000357,0.999021,0.000305,
26,56305.64898223,0.04288646,0.997577,0.000305,1.071669,0.000357,0.999242,0.000305,
27,56305.66941519,0.05821929,0.998421,0.000305,1.072667,0.000357,0.999981,0.000305,
