,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56305.11756563,0.03880344,0.8002,0.000292,0.852951,0.000366,0.798552,0.000291,
1,56305.13799874,0.0569944,0.931405,0.000292,1.017587,0.000367,0.929451,0.000291,
2,56305.15843165,0.07518518,0.994239,0.000293,1.096474,0.000367,0.992114,0.000292,
3,56305.17886476,0.09337614,0.99875,0.000293,1.102061,0.000368,0.996575,0.000292,
4,56305.19929777,0.11156701,1.003896,0.000294,1.108219,0.000369,1.001668,0.000293,
5,56305.21973068,0.1297578,1.005888,0.000294,1.110647,0.000369,1.003612,0.000293,
6,56305.2401638,0.14794877,1.010458,0.000295,1.116354,0.00037,1.008128,0.000294,
7,56305.26059681,0.16613964,1.015858,0.000296,1.122893,0.000371,1.013471,0.000295,
8,56305.28102972,0.18433042,1.016989,0.000296,1.124438,0.000371,1.014554,0.000295,
9,56305.30146283,0.20252138,1.021977,0.000297,1.130639,0.000372,1.019484,0.000296,
10,56305.32189585,0.22071226,1.022672,0.000297,1.131389,0.000373,1.020132,0.000296,
11,56305.34232886,0.23890313,1.027418,0.000298,1.137551,0.000374,1.024819,0.000297,
12,56305.36276187,0.25709401,1.025361,0.000298,1.134752,0.000374,1.022721,0.000297,
13,56305.38319488,0.27528488,1.025169,0.000299,1.134615,0.000375,1.022484,0.000298,
14,56305.403628,0.29347585,1.025009,0.0003,1.134501,0.000376,1.022278,0.000299,
15,56305.42406091,0.31166663,1.022436,0.0003,1.131161,0.000376,1.019666,0.000299,
16,56305.44449393,0.32985751,1.020077,0.000301,1.128373,0.000377,1.017269,0.0003,
17,56305.46492704,0.34804847,1.01518,0.000301,1.122231,0.000378,1.012341,0.0003,
18,56305.48536005,0.36623934,1.014262,0.000302,1.121064,0.000379,1.011382,0.000301,
19,56305.50579297,0.38443014,1.008876,0.000302,1.114469,0.000379,1.005968,0.000301,
20,56305.52622608,0.4026211,1.006569,0.000303,1.111506,0.00038,1.003626,0.000302,
21,56305.5466591,0.42081198,1.003738,0.000303,1.108021,0.000381,1.000762,0.000302,
22,56305.56709211,0.43900285,0.992839,0.000304,1.094436,0.000381,0.989856,0.000303,
23,56305.58752513,0.45719373,0.970423,0.000305,1.066167,0.000382,0.967469,0.000304,
24,56305.60795815,0.47538461,0.9449,0.000305,1.034265,0.000382,0.941988,0.000304,
25,56305.62839116,0.49357548,0.926985,0.000305,1.011856,0.000382,0.924094,0.000304,
26,56305.64882418,-0.48823364,0.929999,0.000305,1.015623,0.000382,0.927066,0.000304,
27,56305.6692572,-0.47004276,0.953034,0.000305,1.044778,0.000383,0.949995,0.000304,
28,56305.68969021,-0.45185188,0.979171,0.000305,1.077734,0.000383,0.976016,0.000304,
29,56305.71012323,-0.433661,0.999649,0.000305,1.103454,0.000383,0.996396,0.000304,
30,56305.73055615,-0.41547021,1.007651,0.000305,1.113684,0.000383,1.004341,0.000304,
31,56305.75098926,-0.39727925,1.010676,0.000305,1.117472,0.000383,1.007327,0.000304,
32,56305.77142228,-0.37908837,1.015628,0.000306,1.123813,0.000383,1.012234,0.000305,
33,56305.7918554,-0.3608974,1.01575,0.000306,1.124093,0.000384,1.012329,0.000305,
34,56305.81228832,-0.34270661,1.021324,0.000306,1.131052,0.000384,1.017859,0.000305,
35,56305.83272133,-0.32451574,1.022796,0.000306,1.133039,0.000384,1.019302,0.000305,
36,56305.85315445,-0.30632477,1.027078,0.000306,1.138546,0.000384,1.023547,0.000305,
37,56305.87358737,-0.28813397,1.026055,0.000306,1.137194,0.000384,1.022507,0.000305,
38,56305.89402039,-0.26994309,1.027298,0.000306,1.139035,0.000384,1.023727,0.000305,
39,56305.91445351,-0.25175212,1.026468,0.000306,1.137943,0.000385,1.022882,0.000305,
40,56305.93488643,-0.23356133,1.024637,0.000307,1.13559,0.000385,1.021042,0.000306,
41,56305.97575257,-0.19717948,1.019114,0.000307,1.128844,0.000385,1.015513,0.000306,
42,56305.99618559,-0.1789886,1.017527,0.000307,1.1269,0.000385,1.013921,0.000306,
43,56306.01661861,-0.16079772,1.011029,0.000307,1.118879,0.000385,1.007437,0.000306,
44,56306.03705163,-0.14260684,1.010736,0.000307,1.118373,0.000386,1.007139,0.000306,
45,56306.05748465,-0.12441596,1.002065,0.000307,1.107692,0.000386,0.998493,0.000306,
46,56306.07791767,-0.10622508,1.003042,0.000307,1.108971,0.000386,0.999463,0.000306,
47,56306.09835069,-0.0880342,0.995817,0.000307,1.099891,0.000386,0.992262,0.000306,
48,56306.11878371,-0.06984332,0.985119,0.000307,1.086568,0.000386,0.981603,0.000306,
49,56306.13921683,-0.05165235,0.901665,0.000308,0.981551,0.000386,0.898448,0.000307,
50,56306.15964976,-0.03346155,0.782489,0.000308,0.831609,0.000386,0.7797,0.000307,
51,56306.18008288,-0.01527058,0.671775,0.000308,0.692565,0.000386,0.669384,0.000307,
52,56306.2005159,0.0029203,0.631893,0.000308,0.642411,0.000386,0.629648,0.000307,
53,56306.22094882,0.0211111,0.701861,0.000308,0.730386,0.000386,0.699373,0.000307,
