,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err,rscl_flux,rscl_err
0,55739.86704731,-0.02791537,1.026174,0.001666,0.943684,0.002584,0.916577,0.001488,0.902318,0.001734,
1,55739.88748144,0.00424188,0.975945,0.001666,0.86625,0.002584,0.87177,0.001488,0.850114,0.001734,
2,55739.90791567,0.03639929,1.041817,0.001666,0.96838,0.002585,0.930673,0.001489,0.918741,0.001735,
3,55739.9283497,0.06855638,1.094693,0.001666,1.049939,0.002585,0.977974,0.001489,0.973851,0.001735,
4,55739.94878383,0.10071362,1.100199,0.001667,1.058392,0.002585,0.982958,0.001489,0.979658,0.001735,
5,55739.96921806,0.13287103,1.109585,0.001667,1.072702,0.002585,0.99141,0.001489,0.989505,0.001735,
6,55739.98965208,0.1650281,1.111745,0.001667,1.076295,0.002585,0.993406,0.001489,0.991831,0.001735,
7,55740.01008621,0.19718535,1.120682,0.001667,1.08984,0.002585,1.001459,0.001489,1.001213,0.001735,
8,55740.03052044,0.22934276,1.125949,0.001667,1.098149,0.002586,1.006233,0.00149,1.006775,0.001736,
9,55740.05095447,0.26149985,1.128966,0.001667,1.102801,0.002586,1.008996,0.00149,1.009994,0.001736,
10,55740.07138859,0.29365708,1.129929,0.001667,1.104467,0.002587,1.009924,0.00149,1.011075,0.001736,
11,55740.09182282,0.32581448,1.130095,0.001667,1.104419,0.002586,1.01014,0.00149,1.011327,0.001736,
12,55740.11225684,0.35797156,1.126168,0.001667,1.09788,0.002587,1.006696,0.00149,1.007315,0.001736,
13,55740.13269097,0.39012881,1.123758,0.001667,1.094159,0.002587,1.004609,0.001491,1.004883,0.001737,
14,55740.1531252,0.42228621,1.124092,0.001667,1.094834,0.002587,1.004974,0.001491,1.005308,0.001737,
15,55740.17355932,0.45444344,1.094343,0.001668,1.048269,0.002587,0.978443,0.001491,0.974397,0.001737,
16,55740.19399345,0.48660069,1.02115,0.001668,0.93406,0.002587,0.913062,0.001491,0.898223,0.001737,
17,55740.21442757,-0.48124208,1.016079,0.001668,0.926353,0.002588,0.908589,0.001491,0.893012,0.001737,
18,55740.2348617,-0.44908483,1.088997,0.001668,1.039418,0.002588,0.973857,0.001491,0.969054,0.001737,
19,55740.25529592,-0.41692744,1.103345,0.001668,1.061923,0.002588,0.986754,0.001492,0.98408,0.001738,
20,55740.27572994,-0.38477036,1.106524,0.001668,1.066335,0.002588,0.989663,0.001492,0.98747,0.001738,
21,55740.29616407,-0.35261312,1.102624,0.001668,1.060458,0.002588,0.98624,0.001492,0.983482,0.001738,
22,55740.31659829,-0.32045573,1.107533,0.001668,1.067756,0.002588,0.990697,0.001492,0.988674,0.001738,
23,55740.33703231,-0.28829865,1.107446,0.001668,1.068272,0.002588,0.990685,0.001492,0.98866,0.001738,
24,55740.35746644,-0.25614141,1.112135,0.001668,1.074671,0.002588,0.994945,0.001492,0.993624,0.001738,
25,55740.37790066,-0.22398402,1.109691,0.001667,1.071145,0.002587,0.992825,0.001492,0.991154,0.001738,
26,55740.39833468,-0.19182694,1.108167,0.001667,1.068096,0.002586,0.991527,0.001491,0.989641,0.001737,
27,55740.4187689,-0.15966955,1.101727,0.001666,1.058309,0.002585,0.98583,0.001491,0.983004,0.001737,
28,55740.43920293,-0.12751246,1.105959,0.001666,1.064431,0.002585,0.989683,0.001491,0.987493,0.001737,
29,55740.45963705,-0.09535523,1.100473,0.001665,1.056409,0.002584,0.984839,0.00149,0.981849,0.001736,
30,55740.48007127,-0.06319784,1.096967,0.001665,1.050575,0.002583,0.981766,0.00149,0.978269,0.001736,
31,55740.50050529,-0.03104077,1.034037,0.001664,0.952525,0.002582,0.925506,0.001489,0.912721,0.001735,
32,55740.52093941,0.00111647,0.977529,0.001664,0.864793,0.002581,0.874987,0.001489,0.853862,0.001735,
33,55740.54137363,0.03327386,1.038667,0.001663,0.959496,0.002581,0.929773,0.001489,0.917693,0.001735,
34,55740.56180765,0.06543093,1.094404,0.001662,1.04639,0.00258,0.979732,0.001488,0.975899,0.001734,
35,55740.58224177,0.09758816,1.102068,0.001662,1.058022,0.002579,0.986658,0.001488,0.983969,0.001734,
36,55740.60267599,0.12974555,1.111931,0.001661,1.073748,0.002578,0.995554,0.001488,0.994333,0.001734,
37,55740.62311001,0.16190263,1.11189,0.001661,1.073039,0.002577,0.995583,0.001487,0.994367,0.001732,
38,55740.64354423,0.19406002,1.118568,0.00166,1.083726,0.002577,1.001629,0.001487,1.001411,0.001732,
39,55740.66397835,0.22621725,1.126092,0.00166,1.095081,0.002576,1.008433,0.001486,1.009338,0.001731,
40,55740.68441247,0.25837448,1.12777,0.001659,1.097305,0.002575,1.010002,0.001486,1.011166,0.001731,
41,55740.70484659,0.29053171,1.130877,0.001659,1.102542,0.002574,1.012852,0.001486,1.014487,0.001731,
42,55740.72528071,0.32268894,1.132376,0.001658,1.104675,0.002573,1.014261,0.001485,1.016128,0.00173,
43,55740.74571482,0.35484616,1.129546,0.001658,1.100255,0.002572,1.011793,0.001485,1.013253,0.00173,
44,55740.76614894,0.38700339,1.128104,0.001657,1.097923,0.002571,1.010568,0.001484,1.011826,0.001729,
45,55740.78658306,0.41916063,1.125431,0.001657,1.093887,0.002571,1.00824,0.001484,1.009113,0.001729,
46,55740.80701718,0.45131786,1.105471,0.001656,1.062423,0.00257,0.990424,0.001484,0.988356,0.001729,
47,55740.82745139,0.48347523,1.026881,0.001656,0.940331,0.002569,0.920074,0.001483,0.906393,0.001728,
48,55740.84788541,-0.48436769,1.017654,0.001656,0.926177,0.00257,0.911866,0.001484,0.89683,0.001729,
49,55740.86831952,-0.45221048,1.08497,0.001657,1.030631,0.002571,0.972249,0.001485,0.967181,0.00173,
50,55740.88875374,-0.42005309,1.102282,0.001658,1.057099,0.002572,0.987827,0.001485,0.985331,0.00173,
51,55740.90918776,-0.38789601,1.105298,0.001658,1.062239,0.002573,0.990595,0.001486,0.988555,0.001731,
52,55740.92962197,-0.35573864,1.105952,0.001659,1.062915,0.002574,0.991247,0.001487,0.989315,0.001732,
53,55740.95005609,-0.32358141,1.10893,0.00166,1.067723,0.002576,0.993981,0.001488,0.9925,0.001734,
54,55740.9704901,-0.29142435,1.109083,0.00166,1.067956,0.002577,0.994184,0.001488,0.992737,0.001734,
55,55740.99092432,-0.25926696,1.109525,0.001661,1.068527,0.002578,0.994646,0.001489,0.993275,0.001735,
56,55741.01135843,-0.22710974,1.109247,0.001662,1.068399,0.002579,0.994462,0.00149,0.993061,0.001736,
57,55741.03179245,-0.19495267,1.108681,0.001662,1.067537,0.00258,0.99402,0.00149,0.992546,0.001736,
58,55741.05222666,-0.1627953,1.105649,0.001663,1.062505,0.002581,0.991367,0.001491,0.989455,0.001737,
59,55741.07266077,-0.13063808,1.104273,0.001664,1.059596,0.002582,0.990198,0.001492,0.988093,0.001738,
60,55741.09309489,-0.09848085,1.101398,0.001664,1.055845,0.002583,0.987685,0.001493,0.985165,0.001739,
61,55741.113529,-0.06632363,1.098055,0.001665,1.04995,0.002584,0.984752,0.001493,0.981748,0.001739,
62,55741.13396301,-0.03416657,1.042546,0.001666,0.964565,0.002585,0.935032,0.001494,0.92382,0.001741,
63,55741.15439723,-0.00200918,0.981335,0.001666,0.86849,0.002586,0.880191,0.001495,0.859925,0.001742,
64,55741.17483134,0.03014803,1.027363,0.001667,0.940592,0.002587,0.921535,0.001495,0.908095,0.001742,
65,55741.19526545,0.06230525,1.094554,0.001668,1.045664,0.002588,0.98187,0.001496,0.97839,0.001743,
66,55741.21569956,0.09446247,1.100365,0.001669,1.05428,0.002589,0.987147,0.001497,0.984538,0.001744,
67,55741.25656779,0.15877692,1.116637,0.00167,1.078795,0.002591,1.001876,0.001498,1.001699,0.001745,
68,55741.2770019,0.19093413,1.120864,0.001671,1.085989,0.002592,1.005735,0.001499,1.006195,0.001746,
69,55741.29743601,0.22309135,1.126409,0.001671,1.094026,0.002594,1.010776,0.0015,1.012068,0.001748,
70,55741.31787012,0.25524856,1.129434,0.001672,1.099211,0.002595,1.013557,0.0015,1.015308,0.001748,
71,55741.33830433,0.28740594,1.133252,0.001671,1.104681,0.002593,1.01705,0.0015,1.019378,0.001748,
72,55741.35873834,0.319563,1.131071,0.00167,1.102128,0.002592,1.015159,0.001499,1.017175,0.001746,
73,55741.37917255,0.35172037,1.132967,0.00167,1.104176,0.002591,1.016927,0.001499,1.019234,0.001746,
74,55741.39960666,0.38387759,1.135458,0.001669,1.108396,0.00259,1.01923,0.001498,1.021918,0.001745,
75,55741.42004067,0.41603465,1.131351,0.001668,1.101772,0.002589,1.01561,0.001498,1.0177,0.001745,
76,55741.44047488,0.44819202,1.108929,0.001667,1.066998,0.002588,0.995547,0.001497,0.994325,0.001744,
77,55741.46090898,0.48034922,1.033286,0.001667,0.949408,0.002587,0.927698,0.001496,0.915275,0.001743,
78,55741.48134299,-0.48749372,1.009578,0.001666,0.912347,0.002586,0.906472,0.001496,0.890545,0.001743,
79,55741.5017772,-0.45533635,1.080062,0.001665,1.0219,0.002584,0.969821,0.001495,0.964352,0.001742,
80,55741.52221131,-0.42317913,1.106475,0.001665,1.063178,0.002583,0.993603,0.001495,0.99206,0.001742,
81,55741.54264532,-0.39102207,1.110065,0.001664,1.069055,0.002582,0.996892,0.001494,0.995892,0.001741,
82,55741.56307952,-0.35886471,1.107076,0.001663,1.06411,0.002581,0.994273,0.001494,0.992841,0.001741,
83,55741.58351363,-0.3267075,1.107875,0.001662,1.065425,0.00258,0.995055,0.001493,0.993752,0.001739,
84,55741.60394784,-0.29455012,1.109199,0.001662,1.067104,0.002579,0.996309,0.001492,0.995213,0.001738,
85,55741.62438184,-0.26239308,1.110475,0.001661,1.069153,0.002577,0.997521,0.001492,0.996625,0.001738,
86,55741.64481595,-0.23023586,1.112589,0.00166,1.072315,0.002576,0.999485,0.001491,0.998913,0.001737,
87,55741.66525016,-0.19807849,1.112793,0.001659,1.072792,0.002575,0.999733,0.001491,0.999202,0.001737,
88,55741.68568416,-0.16592145,1.107339,0.001659,1.064475,0.002574,0.994898,0.00149,0.993569,0.001736,
89,55741.70611827,-0.13376423,1.10467,0.001658,1.060137,0.002573,0.992565,0.00149,0.990851,0.001736,
90,55741.72655247,-0.10160687,1.101703,0.001657,1.055839,0.002572,0.989963,0.001489,0.987819,0.001735,
91,55741.74698648,-0.06944981,1.102735,0.001656,1.057305,0.002571,0.990955,0.001488,0.988975,0.001734,
92,55741.76742058,-0.03729261,1.053057,0.001656,0.980924,0.00257,0.946374,0.001488,0.937034,0.001734,
93,55741.78785469,-0.0051354,0.985122,0.001655,0.874446,0.002568,0.885379,0.001487,0.86597,0.001732,
94,55741.80828879,0.0270218,1.019481,0.001654,0.92798,0.002567,0.916319,0.001487,0.902018,0.001732,
95,55741.82872299,0.05917916,1.091572,0.001655,1.039873,0.002568,0.981179,0.001487,0.977585,0.001732,
96,55741.8491571,0.09133638,1.102729,0.001656,1.057527,0.00257,0.991272,0.001488,0.989344,0.001734,
97,55741.8695911,0.12349342,1.109967,0.001656,1.068794,0.002571,0.997843,0.001489,0.997,0.001735,
98,55741.8900253,0.15565078,1.114838,0.001657,1.076169,0.002572,1.002287,0.00149,1.002178,0.001736,
99,55741.91045941,0.18780799,1.118463,0.001658,1.082014,0.002573,1.005612,0.00149,1.006052,0.001736,
100,55741.93089341,0.21996504,1.125272,0.001658,1.09283,0.002574,1.011799,0.001491,1.01326,0.001737,
101,55741.97176171,0.2842796,1.132901,0.00166,1.10446,0.002576,1.018791,0.001493,1.021406,0.001739,
102,55741.99219572,0.31643666,1.131552,0.001661,1.102642,0.002577,1.017644,0.001493,1.02007,0.001739,
103,55742.01262992,0.34859401,1.132567,0.001661,1.103994,0.002578,1.018623,0.001494,1.02121,0.001741,
104,55742.03306402,0.38075121,1.130578,0.001662,1.100663,0.00258,1.0169,0.001495,1.019203,0.001742,
105,55742.05349822,0.41290857,1.127336,0.001663,1.095549,0.00258,1.01405,0.001496,1.015883,0.001743,
106,55742.07393222,0.44506561,1.111618,0.001663,1.071553,0.002582,0.999976,0.001496,0.999485,0.001743,
107,55742.09436632,0.47722282,1.040026,0.001664,0.960067,0.002583,0.935635,0.001497,0.924522,0.001744,
108,55742.11480052,-0.49061983,1.010639,0.001665,0.91444,0.002584,0.909256,0.001498,0.893789,0.001745,
109,55742.13523452,-0.45846278,1.071356,0.001666,1.008822,0.002585,0.963945,0.001499,0.957506,0.001746,
110,55742.15566862,-0.42630558,1.107208,0.001666,1.064593,0.002586,0.996267,0.001499,0.995164,0.001746,
111,55742.17610282,-0.39414822,1.107646,0.001667,1.065068,0.002587,0.996726,0.0015,0.995699,0.001748,
112,55742.19653682,-0.36199118,1.104814,0.001668,1.060884,0.002588,0.994242,0.001501,0.992805,0.001749,
113,55742.21697092,-0.32983398,1.109017,0.001668,1.068172,0.00259,0.998088,0.001501,0.997285,0.001749,
114,55742.23740512,-0.29767662,1.108155,0.001669,1.066096,0.002591,0.997377,0.001502,0.996457,0.00175,
115,55742.25783912,-0.26551958,1.109438,0.00167,1.068456,0.002592,0.998596,0.001503,0.997877,0.001751,
116,55742.27827331,-0.23336224,1.110397,0.00167,1.06969,0.002593,0.999524,0.001504,0.998959,0.001752,
117,55742.29870741,-0.20120504,1.109238,0.001671,1.068255,0.002594,0.998545,0.001504,0.997818,0.001752,
118,55742.31914151,-0.16904784,1.106643,0.001671,1.064073,0.002594,0.996274,0.001504,0.995172,0.001752,
119,55742.33957561,-0.13689064,1.103385,0.001671,1.059117,0.002593,0.993405,0.001504,0.991829,0.001752,
120,55742.3600097,-0.10473345,1.104832,0.001671,1.061212,0.002593,0.994772,0.001504,0.993422,0.001752,
121,55742.3804438,-0.07257625,1.09842,0.001671,1.051574,0.002593,0.989062,0.001504,0.986769,0.001752,
122,55742.4008779,-0.04041905,1.062121,0.00167,0.994943,0.002593,0.956439,0.001504,0.948761,0.001752,
123,55742.42131199,-0.00826187,0.984511,0.00167,0.874498,0.002592,0.886608,0.001504,0.867402,0.001752,
124,55742.44174609,0.02389534,1.01232,0.00167,0.917562,0.002593,0.911711,0.001504,0.896649,0.001752,
125,55742.46218018,0.05605252,1.08581,0.00167,1.031572,0.002592,0.97796,0.001504,0.973835,0.001752,
126,55742.48261428,0.08820972,1.102098,0.00167,1.05775,0.002592,0.992694,0.001504,0.991001,0.001752,
127,55742.50304847,0.12036706,1.10566,0.00167,1.062745,0.002592,0.995967,0.001504,0.994814,0.001752,
128,55742.52348247,0.15252411,1.112228,0.00167,1.073151,0.002592,1.001947,0.001504,1.001782,0.001752,
129,55742.54391656,0.18468129,1.120673,0.001669,1.086318,0.002591,1.00962,0.001504,1.010721,0.001752,
130,55742.56435076,0.21683865,1.122795,0.001669,1.089937,0.002591,1.011597,0.001504,1.013025,0.001752,
131,55742.58478475,0.24899568,1.127935,0.001669,1.098109,0.002591,1.016293,0.001504,1.018496,0.001752,
132,55742.60521885,0.28115288,1.130601,0.001669,1.101966,0.002591,1.018761,0.001504,1.021371,0.001752,
133,55742.62565304,0.31331022,1.13607,0.001669,1.110276,0.00259,1.023755,0.001504,1.02719,0.001752,
134,55742.64608703,0.34546725,1.130721,0.001669,1.101784,0.00259,1.019,0.001504,1.02165,0.001752,
135,55742.66652112,0.37762443,1.131625,0.001669,1.103862,0.00259,1.01988,0.001504,1.022675,0.001752,
136,55742.68695532,0.40978179,1.127955,0.001668,1.097419,0.00259,1.016638,0.001504,1.018898,0.001752,
137,55742.70738931,0.44193882,1.115478,0.001668,1.078612,0.00259,1.005457,0.001504,1.005871,0.001752,
138,55742.7278235,0.47409616,1.048728,0.001668,0.974193,0.002589,0.945351,0.001504,0.935842,0.001752,
139,55742.74825759,-0.49374666,1.004453,0.001668,0.90549,0.002589,0.905499,0.001504,0.889411,0.001752,
140,55742.76869159,-0.46158961,1.06878,0.001668,1.005717,0.002589,0.96355,0.001504,0.957046,0.001752,
141,55742.78912578,-0.42943227,1.10184,0.001668,1.057006,0.002589,0.993419,0.001504,0.991846,0.001752,
142,55742.80955987,-0.39727509,1.10425,0.001668,1.060472,0.002589,0.995656,0.001504,0.994452,0.001752,
143,55742.82999386,-0.36511806,1.103391,0.001668,1.059416,0.00259,0.994945,0.001504,0.993624,0.001752,
144,55742.85042805,-0.33296072,1.104398,0.001668,1.061681,0.00259,0.995917,0.001504,0.994756,0.001752,
145,55742.87086214,-0.30080353,1.1142,0.001668,1.076474,0.00259,1.00482,0.001505,1.005129,0.001753,
146,55742.89129623,-0.26864635,1.107477,0.001669,1.066128,0.002591,0.998821,0.001505,0.998139,0.001753,
147,55742.91173032,-0.23648916,1.108928,0.001669,1.068385,0.00259,1.000194,0.001505,0.999739,0.001753,
148,55742.93216441,-0.20433198,1.107783,0.001669,1.06677,0.002591,0.999225,0.001505,0.99861,0.001753,
149,55742.9525986,-0.17217463,1.107989,0.001669,1.066755,0.002591,0.999475,0.001506,0.998901,0.001755,
150,55742.99346668,-0.10786042,1.100098,0.00167,1.055147,0.002592,0.992484,0.001506,0.990756,0.001755,
151,55743.01390086,-0.0757031,1.095129,0.00167,1.047252,0.002592,0.988064,0.001507,0.985607,0.001756,
152,55743.03433495,-0.04354591,1.06332,0.00167,0.997597,0.002593,0.959426,0.001507,0.952241,0.001756,
153,55743.05476894,-0.01138888,0.983381,0.00167,0.873554,0.002593,0.887355,0.001507,0.868272,0.001756,
154,55743.07520313,0.02076846,1.003746,0.00167,0.905389,0.002593,0.905789,0.001507,0.889749,0.001756,
155,55743.09563721,0.05292563,1.080415,0.001671,1.024101,0.002593,0.975038,0.001508,0.97043,0.001757,
156,55743.1160712,0.08508266,1.100587,0.001671,1.055635,0.002594,0.993305,0.001508,0.991713,0.001757,
157,55743.13650539,0.11724,1.104515,0.001671,1.061438,0.002594,0.996914,0.001508,0.995918,0.001757,
158,55743.15693937,0.14939701,1.111011,0.001671,1.072234,0.002594,1.002841,0.001509,1.002823,0.001758,
159,55743.17737356,0.18155435,1.115185,0.001671,1.078141,0.002595,1.006673,0.001509,1.007288,0.001758,
160,55743.19780765,0.21371154,1.123634,0.001672,1.091228,0.002595,1.014365,0.001509,1.01625,0.001758,
161,55743.21824163,0.24586855,1.129564,0.001672,1.100834,0.002595,1.019783,0.001509,1.022562,0.001758,
162,55743.23867582,0.27802589,1.130975,0.001672,1.103262,0.002596,1.021122,0.00151,1.024122,0.001759,
163,55743.2591099,0.31018306,1.133381,0.001672,1.106993,0.002596,1.023359,0.00151,1.026728,0.001759,
164,55743.27954389,0.34234009,1.131096,0.001672,1.10326,0.002596,1.021361,0.00151,1.0244,0.001759,
165,55743.29997807,0.37449741,1.128668,0.001672,1.099895,0.002596,1.019234,0.00151,1.021922,0.001759,
166,55743.32041216,0.4066546,1.126839,0.001672,1.096307,0.002596,1.017647,0.00151,1.020073,0.001759,
167,55743.34084624,0.43881177,1.1194,0.001672,1.085202,0.002595,1.010993,0.00151,1.012321,0.001759,
168,55743.36128033,0.47096895,1.053419,0.001672,0.982743,0.002595,0.951462,0.00151,0.942962,0.001759,
169,55743.38171441,-0.49687388,1.002031,0.001671,0.902677,0.002595,0.905106,0.00151,0.888954,0.001759,
170,55743.40214859,-0.46471655,1.057285,0.001671,0.988716,0.002594,0.955076,0.00151,0.947173,0.001759,
171,55743.42258257,-0.43255954,1.101347,0.001671,1.057324,0.002594,0.994941,0.001509,0.993619,0.001758,
172,55743.44301666,-0.40040236,1.103134,0.001671,1.06036,0.002594,0.996619,0.001509,0.995574,0.001758,
173,55743.46345084,-0.36824503,1.104929,0.00167,1.062721,0.002593,0.998304,0.001509,0.997537,0.001758,
174,55743.48388492,-0.33608786,1.109504,0.00167,1.070257,0.002593,1.002501,0.001509,1.002427,0.001758,
175,55743.5043189,-0.30393085,1.109339,0.00167,1.069657,0.002593,1.002416,0.001509,1.002328,0.001758,
176,55743.52475309,-0.27177351,1.107759,0.00167,1.067704,0.002593,1.001052,0.001509,1.000739,0.001758,
177,55743.54518718,-0.23961632,1.106007,0.00167,1.064462,0.002592,0.999532,0.001509,0.998968,0.001758,
178,55743.56562116,-0.20745931,1.105803,0.001669,1.064488,0.002592,0.999411,0.001509,0.998827,0.001758,
179,55743.58605534,-0.17530198,1.10883,0.001669,1.069085,0.002592,1.00221,0.001509,1.002088,0.001758,
180,55743.60648942,-0.14314481,1.109085,0.001669,1.069319,0.002591,1.002504,0.001509,1.00243,0.001758,
181,55743.6269235,-0.11098765,1.102598,0.001669,1.059973,0.002591,0.996704,0.001508,0.995673,0.001757,
182,55743.64735758,-0.07883048,1.098716,0.001668,1.053598,0.00259,0.993257,0.001508,0.991657,0.001757,
183,55743.66779166,-0.04667331,1.071453,0.001668,1.011519,0.00259,0.968672,0.001508,0.963013,0.001757,
184,55743.68822584,-0.01451598,0.994088,0.001668,0.891105,0.00259,0.898785,0.001508,0.881589,0.001757,
185,55743.70865982,0.01764103,0.993854,0.001668,0.891026,0.00259,0.898631,0.001508,0.88141,0.001757,
186,55743.7290939,0.0497982,1.074635,0.001668,1.016258,0.002589,0.971734,0.001508,0.966581,0.001757,
187,55743.74952798,0.08195537,1.10164,0.001667,1.058252,0.002589,0.996216,0.001508,0.995104,0.001757,
188,55743.76996205,0.11411252,1.100156,0.001667,1.055967,0.002589,0.994937,0.001508,0.993614,0.001757,
189,55743.79039603,0.14626953,1.111521,0.001667,1.07402,0.002589,1.005278,0.001508,1.005662,0.001757,
190,55743.81083021,0.17842686,1.11565,0.001667,1.080316,0.002588,1.009076,0.001508,1.010087,0.001757,
191,55743.83126429,0.21058403,1.12091,0.001667,1.088356,0.002588,1.013898,0.001508,1.015705,0.001757,
192,55743.85169846,0.24274134,1.123696,0.001667,1.093487,0.002588,1.016482,0.001508,1.018716,0.001757,
193,55743.87213244,0.27489835,1.12731,0.001667,1.098225,0.002588,1.019816,0.001508,1.0226,0.001757,
194,55743.89256652,0.30705552,1.13176,0.001667,1.105579,0.002588,1.023906,0.001508,1.027366,0.001757,
195,55743.91300069,0.33921283,1.130707,0.001667,1.10388,0.002588,1.023018,0.001508,1.026331,0.001757,
196,55743.93343467,0.37136984,1.125038,0.001667,1.095183,0.002588,1.017953,0.001508,1.02043,0.001757,
197,55743.95386875,0.40352701,1.123947,0.001667,1.093775,0.002588,1.01703,0.001508,1.019354,0.001757,
198,55743.97430292,0.43568432,1.119783,0.001667,1.086936,0.002588,1.013326,0.001508,1.015039,0.001757,
199,55743.9947369,0.46784134,1.063758,0.001667,1.000379,0.002588,0.962688,0.001508,0.956041,0.001757,
200,55744.01517097,0.49999849,1.002043,0.001667,0.904217,0.002588,0.906894,0.001508,0.891037,0.001757,
201,55744.03560515,-0.46784418,1.042932,0.001667,0.967707,0.002588,0.94396,0.001508,0.934222,0.001757,
202,55744.05603922,-0.43568703,1.096375,0.001667,1.050892,0.002588,0.992393,0.001509,0.99065,0.001758,
203,55744.0764733,-0.40352986,1.099181,0.001667,1.055467,0.002588,0.994996,0.001509,0.993683,0.001758,
204,55744.09690737,-0.37137271,1.101732,0.001666,1.059512,0.002588,0.997368,0.001509,0.996447,0.001758,
205,55744.11734144,-0.33921556,1.099872,0.001666,1.056247,0.002588,0.995747,0.001509,0.994558,0.001758,
206,55744.13777552,-0.30705839,1.100015,0.001666,1.057123,0.002588,0.995939,0.001509,0.994782,0.001758,
207,55744.15820959,-0.27490123,1.10237,0.001666,1.060392,0.002587,0.998134,0.001509,0.997339,0.001758,
208,55744.17864366,-0.24274408,1.106294,0.001666,1.066808,0.002588,1.00175,0.001509,1.001552,0.001758,
209,55744.19907784,-0.21058675,1.104552,0.001666,1.064007,0.002587,1.000235,0.001509,0.999787,0.001758,
210,55744.21951181,-0.17842976,1.102391,0.001666,1.061191,0.002588,0.998341,0.001509,0.99758,0.001758,
211,55744.23994588,-0.1462726,1.100138,0.001666,1.056818,0.002587,0.996363,0.001509,0.995276,0.001758,
212,55744.26038005,-0.11411529,1.095337,0.001666,1.049823,0.002587,0.992077,0.001509,0.990282,0.001758,
213,55744.28081402,-0.0819583,1.094051,0.001666,1.047979,0.002587,0.990975,0.001509,0.988998,0.001758,
214,55744.3012482,-0.04980097,1.072295,0.001666,1.014149,0.002587,0.971329,0.001509,0.966109,0.001758,
215,55744.32168227,-0.01764382,0.995925,0.001666,0.895318,0.002588,0.902207,0.001509,0.885576,0.001758,
216,55744.34211624,0.01451318,0.986938,0.001666,0.881114,0.002588,0.894122,0.00151,0.876156,0.001759,
217,55744.36255041,0.04667049,1.066232,0.001666,1.005159,0.002588,0.966019,0.00151,0.959922,0.001759,
218,55744.38298448,0.07882764,1.093394,0.001666,1.047185,0.002588,0.99069,0.00151,0.988666,0.001759,
219,55744.40341845,0.11098464,1.103113,0.001666,1.06249,0.002588,0.999559,0.00151,0.998999,0.001759,
220,55744.42385262,0.14314195,1.10551,0.001667,1.066134,0.002588,1.001793,0.00151,1.001602,0.001759,
221,55744.44428659,0.17529895,1.113917,0.001667,1.079575,0.002588,1.009475,0.00151,1.010552,0.001759,
222,55744.46472066,0.2074561,1.120665,0.001667,1.090047,0.002588,1.015654,0.00151,1.017751,0.001759,
223,55744.48515483,0.23961341,1.126036,0.001667,1.097859,0.002588,1.020585,0.001511,1.023496,0.00176,
224,55744.50558879,0.27177039,1.127089,0.001667,1.099792,0.002588,1.021603,0.001511,1.024682,0.00176,
225,55744.52602296,0.3039277,1.126496,0.001667,1.098678,0.002588,1.02113,0.001511,1.024131,0.00176,
226,55744.54645703,0.33608485,1.129694,0.001667,1.104409,0.002588,1.024093,0.001511,1.027583,0.00176,
227,55744.5668911,0.36824201,1.128616,0.001667,1.102065,0.002589,1.023179,0.001511,1.026519,0.00176,
228,55744.58732517,0.40039916,1.122623,0.001667,1.093249,0.002589,1.01781,0.001511,1.020263,0.00176,
229,55744.60775923,0.4325563,1.116234,0.001667,1.083074,0.002589,1.01208,0.001511,1.013587,0.00176,
230,55744.6281933,0.46471345,1.068523,0.001667,1.009073,0.002589,0.968882,0.001512,0.963258,0.001762,
231,55744.64862737,0.49687061,1.002313,0.001667,0.906385,0.002589,0.908903,0.001512,0.893377,0.001762,
232,55744.66906143,-0.47097226,1.038842,0.001667,0.962956,0.002589,0.942086,0.001512,0.932038,0.001762,
233,55744.6894955,-0.4388151,1.091656,0.001667,1.045853,0.002589,0.990043,0.001512,0.987912,0.001762,
234,55744.70992966,-0.40665781,1.094624,0.001667,1.050052,0.002589,0.992796,0.001512,0.99112,0.001762,
235,55744.73036363,-0.37450081,1.100426,0.001667,1.059227,0.002589,0.998121,0.001512,0.997324,0.001762,
236,55744.7507978,-0.3423435,1.100447,0.001667,1.059284,0.002589,0.998202,0.001512,0.997418,0.001762,
237,55744.77123186,-0.31018636,1.101917,0.001667,1.061758,0.002589,0.999598,0.001513,0.999045,0.001763,
238,55744.79166583,-0.27802937,1.102729,0.001668,1.063405,0.00259,1.000397,0.001513,0.999976,0.001763,
239,55744.81209999,-0.24587207,1.100232,0.001668,1.058804,0.00259,0.998194,0.001513,0.997409,0.001763,
240,55744.83253405,-0.21371494,1.104386,0.001668,1.065624,0.00259,1.002025,0.001513,1.001872,0.001763,
241,55744.85296802,-0.18155794,1.098299,0.001668,1.056424,0.00259,0.996564,0.001513,0.99551,0.001763,
242,55744.87340218,-0.14940064,1.095924,0.001668,1.052462,0.002591,0.994471,0.001514,0.993071,0.001764,
243,55744.89383625,-0.11724349,1.094019,0.001668,1.049748,0.002591,0.992804,0.001514,0.991129,0.001764,
244,55744.91427021,-0.08508651,1.09121,0.001668,1.045784,0.002591,0.990316,0.001514,0.98823,0.001764,
245,55744.95513843,-0.02077208,0.999646,0.001668,0.903162,0.002591,0.907331,0.001514,0.891546,0.001764,
