,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56206.50896142,-0.4428234,0.973146,0.000334,1.02393,0.000373,0.999881,0.000343,
1,56206.52939424,-0.44103715,0.973862,0.000334,1.02481,0.000372,1.000595,0.000343,
2,56206.54982716,-0.4392509,0.973545,0.000334,1.024482,0.000372,1.000248,0.000343,
3,56206.57026018,-0.43746464,0.973487,0.000334,1.024401,0.000372,1.000167,0.000343,
4,56206.590693,-0.43567839,0.973795,0.000334,1.024711,0.000372,1.000462,0.000343,
5,56206.61112592,-0.43389214,0.973092,0.000334,1.023889,0.000373,0.999719,0.000343,
6,56206.63155894,-0.43210588,0.973526,0.000334,1.024351,0.000373,1.000145,0.000343,
7,56206.65199176,-0.43031963,0.974049,0.000334,1.024924,0.000372,1.000662,0.000343,
8,56206.67242477,-0.42853337,0.974234,0.000334,1.025126,0.000372,1.000832,0.000343,
9,56206.69285759,-0.42674713,0.974015,0.000334,1.024874,0.000373,1.000587,0.000343,
10,56206.71329051,-0.42496088,0.973228,0.000334,1.023984,0.000372,0.999759,0.000343,
11,56206.73372353,-0.42317461,0.97351,0.000334,1.024284,0.000372,1.00003,0.000343,
12,56206.75415634,-0.42138837,0.973694,0.000334,1.024472,0.000372,1.0002,0.000343,
13,56206.77458926,-0.41960212,0.973553,0.000334,1.024293,0.000372,1.000036,0.000343,
14,56206.79502228,-0.41781586,0.973719,0.000334,1.024457,0.000372,1.000188,0.000343,
15,56206.81545519,-0.4160296,0.973607,0.000334,1.024309,0.000372,1.000055,0.000343,
16,56206.83588801,-0.41424336,0.973123,0.000334,1.023745,0.000372,0.99954,0.000343,
17,56206.85632102,-0.4124571,0.973678,0.000334,1.024346,0.000373,1.000092,0.000343,
18,56206.87675394,-0.41067085,0.973123,0.000334,1.023706,0.000372,0.999504,0.000343,
19,56206.89718676,-0.4088846,0.97398,0.000334,1.024649,0.000372,1.000367,0.000343,
20,56206.91761977,-0.40709834,0.973688,0.000334,1.02431,0.000373,1.00005,0.000343,
21,56206.93805269,-0.40531209,0.974095,0.000334,1.02476,0.000373,1.000451,0.000343,
22,56206.9584857,-0.40352583,0.97348,0.000334,1.024074,0.000372,0.999803,0.000343,
23,56206.97891851,-0.40173958,0.974431,0.000334,1.025145,0.000372,1.000763,0.000343,
24,56206.99935143,-0.39995333,0.973826,0.000334,1.024475,0.000372,1.000126,0.000343,
25,56207.01978444,-0.39816707,0.974202,0.000334,1.024899,0.000372,1.000496,0.000343,
26,56207.04021725,-0.39638083,0.974024,0.000334,1.024693,0.000372,1.000297,0.000343,
27,56207.06065017,-0.39459457,0.973409,0.000334,1.023987,0.000372,0.99965,0.000343,
28,56207.08108318,-0.39280831,0.973337,0.000334,1.023879,0.000373,0.999561,0.000343,
29,56207.10151599,-0.39102207,0.973806,0.000334,1.024376,0.000373,1.000027,0.000343,
30,56207.12194891,-0.38923582,0.973568,0.000334,1.024084,0.000373,0.999768,0.000343,
31,56207.14238192,-0.38744955,0.973364,0.000334,1.023839,0.000373,0.999544,0.000343,
32,56207.16281473,-0.38566331,0.974165,0.000334,1.024724,0.000373,1.000352,0.000343,
33,56207.18324774,-0.38387705,0.973723,0.000334,1.024221,0.000373,0.999883,0.000343,
34,56207.20368065,-0.3820908,0.973869,0.000334,1.024373,0.000372,1.000019,0.000343,
35,56207.22411356,-0.38030455,0.973792,0.000334,1.024272,0.000373,0.999926,0.000343,
36,56207.24454647,-0.37851829,0.973393,0.000334,1.023808,0.000373,0.999503,0.000343,
37,56207.26497939,-0.37673204,0.973748,0.000334,1.024188,0.000373,0.999854,0.000343,
38,56207.2854123,-0.37494579,0.974373,0.000334,1.024874,0.000372,1.000482,0.000343,
39,56207.30584521,-0.37315954,0.973711,0.000334,1.024124,0.000373,0.999789,0.000343,
40,56207.32627812,-0.37137328,0.973476,0.000334,1.023853,0.000373,0.999535,0.000343,
41,56207.36714393,-0.36780078,0.973851,0.000334,1.024254,0.000373,0.999894,0.000343,
42,56207.38757684,-0.36601453,0.9742,0.000334,1.024633,0.000373,1.00024,0.000343,
43,56207.40800965,-0.36422828,0.974621,0.000334,1.025094,0.000373,1.00066,0.000343,
44,56207.42844266,-0.36244202,0.973886,0.000334,1.024265,0.000373,0.999893,0.000343,
45,56207.44887557,-0.36065577,0.9739,0.000334,1.024278,0.000373,0.999896,0.000343,
46,56207.46930858,-0.35886951,0.974005,0.000334,1.024395,0.000372,0.999992,0.000343,
47,56207.48974138,-0.35708327,0.973816,0.000334,1.024184,0.000373,0.999786,0.000343,
48,56207.51017429,-0.35529702,0.972932,0.000334,1.023195,0.000373,0.998867,0.000343,
49,56207.5306073,-0.35351075,0.974273,0.000334,1.024694,0.000373,1.000233,0.000343,
50,56207.55104011,-0.35172451,0.973158,0.000334,1.023445,0.000373,0.999077,0.000343,
51,56207.57147301,-0.34993826,0.974026,0.000334,1.024416,0.000373,0.999957,0.000343,
52,56207.59190602,-0.348152,0.974085,0.000334,1.024484,0.000373,1.000007,0.000343,
53,56207.61233882,-0.34636576,0.973692,0.000334,1.024047,0.000373,0.999593,0.000343,
54,56207.63277173,-0.3445795,0.973792,0.000334,1.02416,0.000373,0.999685,0.000343,
55,56207.65320474,-0.34279324,0.973792,0.000334,1.024159,0.000373,0.999675,0.000343,
56,56207.67363754,-0.341007,0.973837,0.000334,1.024205,0.000373,0.999711,0.000343,
57,56207.69407055,-0.33922074,0.974144,0.000334,1.024543,0.000373,1.000016,0.000343,
58,56207.71450345,-0.33743449,0.973869,0.000334,1.02423,0.000373,0.999724,0.000343,
59,56207.73493626,-0.33564824,0.97373,0.000334,1.024069,0.000373,0.999572,0.000343,
60,56207.75536926,-0.33386198,0.974582,0.000334,1.025019,0.000373,1.000437,0.000343,
61,56207.77580216,-0.33207573,0.973536,0.000334,1.023848,0.000373,0.999354,0.000343,
62,56207.79623507,-0.33028948,0.973754,0.000334,1.024091,0.000373,0.999568,0.000343,
63,56207.81666797,-0.32850323,0.97369,0.000334,1.024019,0.000373,0.999494,0.000343,
64,56207.83710087,-0.32671698,0.974307,0.000334,1.024706,0.000373,1.000118,0.000343,
65,56207.85753378,-0.32493073,0.973845,0.000334,1.024184,0.000373,0.999635,0.000343,
