0.000000	0.8124
0.023569	0.8330
0.047138	0.8449
0.070707	0.8440
0.094276	0.8677
0.117845	0.8964
0.141414	0.9146
0.164983	0.9334
0.188552	0.9525
0.212121	0.9751
0.235690	0.9684
0.259259	0.9918
0.282828	0.9775
0.306397	1.0015
0.329966	1.0170
0.353535	1.0221
0.377104	1.0454
0.400673	1.0540
0.424242	1.0667
0.447811	1.0694
0.471380	1.0653
0.494949	1.0985
0.518519	1.0781
0.542088	1.0654
0.565657	1.0923
0.589226	1.0890
0.612795	1.0841
0.636364	1.1013
0.659933	1.0873
0.683502	1.0679
0.707071	1.0882
0.730640	1.0774
0.754209	1.0491
0.777778	1.0679
0.801347	1.0354
0.824916	1.0285
0.848485	1.0282
0.872054	1.0293
0.895623	1.0067
0.919192	0.9988
0.942761	0.9975
0.966330	1.0035
0.989899	0.9883
1.013468	0.9798
1.037037	0.9495
1.060606	0.9780
1.084175	0.9446
1.107744	0.9625
1.131313	0.9517
1.154882	0.9463
1.178451	0.9198
1.202020	0.9567
1.225589	0.9453
1.249158	0.9496
1.272727	0.9637
1.296296	0.9785
1.319865	0.9793
1.343434	0.9910
1.367003	0.9997
1.390572	1.0052
1.414141	1.0075
1.437710	1.0237
1.461279	1.0210
1.484848	1.0430
1.508418	1.0495
1.531987	1.0342
1.555556	1.0333
1.579125	1.0528
1.602694	1.0701
1.626263	1.0645
1.649832	1.0877
1.673401	1.0748
1.696970	1.0755
1.720539	1.0959
1.744108	1.0893
1.767677	1.0978
1.791246	1.0565
1.814815	1.0793
1.838384	1.0885
1.861953	1.0775
1.885522	1.0617
1.909091	1.0546
1.932660	1.0254
1.956229	1.0380
1.979798	1.0403
2.003367	1.0268
2.026936	1.0093
2.050505	0.9858
2.074074	0.9744
2.097643	0.9697
2.121212	0.9888
2.144781	0.9644
2.168350	0.9357
2.191919	0.9054
2.215488	0.9018
2.239057	0.8694
2.262626	0.8344
2.286195	0.8296
2.309764	0.8255
2.333333	0.8192
