# TIC 0101645013_morp_ 0.851_T0_ 1983.821579_P_ 0.4712987.csv, none
# name, value
id,TIC 0101645013_morp_ 0.851_T0_ 1983.821579_P_ 0.4712987.csv,target identifier
std_3,0.013882630046815664,Standard deviation of the residuals of the linear+harmonic 1 and 2+eclipse model
std_4,0.013892437502704998,Standard deviation of the residuals of the linear+non-harmonic sinusoid+eclipse model
ratio_1_1,187.92556295695,Ratio of the first eclipse depth to std_1
ratio_1_2,186.15136804149716,Ratio of the second eclipse depth to std_1
ratio_2_1,21.516621119268933,Ratio of the first eclipse depth to std_2
ratio_2_2,21.313483881381412,Ratio of the second eclipse depth to std_2
ratio_3_1,21.762464908465958,Ratio of the first eclipse depth to std_3
ratio_3_2,21.55700667287102,Ratio of the second eclipse depth to std_3
ratio_4_1,21.747101555951946,Ratio of the first eclipse depth to std_4
ratio_4_2,21.541788364924045,Ratio of the second eclipse depth to std_4
