# TIC 0101645013_morp_ 0.851_T0_ 1983.821579_P_ 0.4712987.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
420553,420552,420553,511856,547832,547832,547832,547832,547832,547832,547832,583481,675089,675091,675090
675091,675091,676815,759566,797651,797651,797651,797651,797651,797651,797651,835871,917681,920552,920551
