# TIC 0048658291_morp_ 0.400_T0_ 1469.161946_P_ 3.1757735_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
146134,146133,148358,152171,161252,161252,161252,161252,161252,161252,161252,170305,174177,176373,176373
395875,395875,398365,402467,411202,411202,411202,411202,411202,411202,411202,419921,424162,426622,426621
