# KIC09772531_morp_0.01_T0_54985.205319_P_31.2016886_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
171039,171038,171043,171308,171500,171775,172077,173820,175865,175865,175878,176118,176324,176411,176411
755812,755811,756139,756474,757006,757006,757006,757006,757006,757006,757006,757537,757869,758201,758200
