# KIC03862171_morp_-1.0_T0_55001.336005_P_6.9964614_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
587427,587427,601600,625492,708053,708053,708053,708053,708053,708053,708053,749457,779851,782180,782179
782180,782180,782180,812173,863042,863042,863042,863042,863042,863042,863042,926918,950035,964549,964548
