# TIC 0398221405_morp_ 0.329_T0_ 1518.889444_P_ 2.1089351_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
605238,605238,608227,612557,618001,618001,618001,618001,618001,618001,618001,623521,627911,630837,630837
856654,856653,858978,863137,868327,868327,868327,868327,868327,868327,868327,873432,877465,880618,880617
