# KIC02556127_morp_0.6_T0_54953.710274_P_0.4188713_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
255816,255815,276529,291038,310472,310472,310472,310472,310472,310472,310472,329729,344250,361777,361776
472032,505231,527092,541168,560258,560258,560258,560258,560258,560258,560258,579424,593466,615076,683957
