# KIC03965556_morp_-1.0_T0_54999.504584_P_6.5567702_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
455361,455361,455361,497593,550814,550814,550814,550814,550814,550814,550814,587400,623435,646402,646401
765431,765430,783285,823210,862022,862022,862022,862022,862022,862022,862022,912568,954601,955360,955360
