# KIC04815612_morp_0.33_T0_54999.315013_P_3.8568.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
92693,92692,95549,98645,105070,105070,105070,105070,105070,105070,105070,111511,114714,117240,117239
342311,342310,345573,348923,355081,355081,355081,355081,355081,355081,355081,361227,364691,367681,367680
