# KIC08908102_morp_-1.0_T0_54969.704621_P_5.414579_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
389115,389115,391946,394922,398854,398854,398854,398854,398854,398854,398854,402836,405802,408978,408978
658811,658810,659417,661411,663509,663846,663846,672285,680724,680724,680724,685330,688275,688277,688276
