# KIC04059656_morp_0.79_T0_54966.70959_P_4.0593977.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
38332,38331,38332,44088,62154,62154,62154,62154,62154,62154,62154,70141,76987,76989,76988
870711,870710,870711,875912,897262,897262,897262,897262,897262,897262,897262,904090,910000,910121,910120
