# KIC08561192_morp_0.56_T0_55001.352936_P_2.7425932.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
56922,56921,63127,80635,97082,97082,97082,97082,97082,97082,97082,113499,131244,137100,137099
217984,305309,312076,328262,346698,346698,346698,346698,346698,346698,346698,364829,382849,385296,385295
