# KIC06128248_morp_0.76_T0_54964.750595_P_0.2917436_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
136516,136515,139993,216911,253210,253210,253210,253210,253210,253210,253210,289495,371088,376665,376664
376665,376665,440973,465445,503008,503008,503008,503008,503008,503008,503008,539169,562652,636515,636514
