KIC,KeplerMorph,KeplerClass,TIC,TessMorph,TessClass,DR3
4070376,0.54,SemiDetached,138805722,,,2076231244381249664
7385478,0.54,SemiDetached,273501820,,,2078531353986455936
9101400,0.55,SemiDetached,272084882,,,2079811082437598848
5211385,0.9,Ellipsoidal,169814740,,,2073692334594282880
6197319,0.93,Ellipsoidal,122066578,,,2102233727998106496
3443790,0.34,Detached,137219141,,,2052730248474820224
8145789,0.42,SemiDetached,123498269,,,2105322535334781312
10735564,0.53,SemiDetached,26961075,,,2128848442038893696
5801571,0.35,Detached,138724905,,,2076679497223216384
8841616,0.59,SemiDetached,268610013,,,2079198173425835520
9282687,0.54,SemiDetached,63363382,,,2126733703221996032
9843435,0.59,SemiDetached,,,,2080336099239067136
9906590,0.63,SemiDetached,273373040,,,2080306240626310144
1295531,0.97,Ellipsoidal,137307569,,,2051696844991557632
3241619,0.44,SemiDetached,137975907,,,2052255877937424512
11568428,-1.0,Detached,27775279,,,2134888574806447360
9711751,0.49,SemiDetached,63289629,,,2128265048042090752
4365442,0.52,SemiDetached,137337048,,,2052985163382326272
11616200,0.49,SemiDetached,27234471,,,2135031511317504640
7885570,0.58,SemiDetached,159220329,,,2126842864110258048
6058614,0.27,Detached,184427205,,,2076827214042187648
7798259,0.36,Detached,351800149,,,2116934374556640896
7748113,0.82,Ellipsoidal,159306583,,,2102809464073504768
10848459,0.36,Detached,350812819,,,2131532826658967040
6670812,0.99,Ellipsoidal,164674435,,,2104149974904257536
9288786,0.3,Detached,271353368,,,2080043766583653760
4380283,0.49,SemiDetached,139107074,,,2076265020004934912
11564013,0.45,SemiDetached,27083644,,,2135017836141491200
4902030,0.39,Detached,237191978,,,2103503805663484672
5736537,-1.0,Detached,171974289,,,2075114071856360448
10274218,0.95,Ellipsoidal,63071112,,,2129124350737536640
9426970,0.97,Ellipsoidal,,,,2085253424477848832
7968880,0.93,Ellipsoidal,271349039,,,2078094366829413376
4850874,0.94,Ellipsoidal,184164428,,,2076324251886697984
6148271,0.57,SemiDetached,170651314,,,2073887497911718912
8112013,0.47,SemiDetached,272489100,,,2078829459073922304
9110346,0.44,SemiDetached,274020593,,,2079422851752823040
8039225,0.95,Ellipsoidal,271541351,,,2078109863071972864
8892722,0.89,Ellipsoidal,271044027,,,2079916390730745984
5479973,0.58,SemiDetached,171975435,,,2075058340339015424
8411947,0.47,SemiDetached,164409582,,,2105356929432987392
10581918,0.54,SemiDetached,164456217,,,2107671057811634176
5962716,0.47,SemiDetached,137756086,,,2053609376749634816
9101279,0.58,SemiDetached,272084985,,,2079805103843400704
9285587,0.94,Ellipsoidal,270699184,,,2128008518235774208
9716456,0.92,Ellipsoidal,271041303,,,2128132758749075456
6363494,0.48,SemiDetached,137342155,,,2101713938176422016
9895709,0.36,Detached,270790087,,,2128201826124307200
4681152,0.55,SemiDetached,169933118,,,2073472531039456768
2309587,0.43,SemiDetached,137890412,,,2051848027841162880
2450566,0.98,Ellipsoidal,137977804,,,2051855857557846400
6956014,0.4,Detached,270863324,,,2077749876091266304
12367464,0.28,Detached,27844066,,,2135488152241000576
9637265,0.88,Ellipsoidal,279911574,,,2106552613968915840
5783368,0.81,Ellipsoidal,122065656,,,2101435899172741888
10342041,0.6,SemiDetached,63454489,,,2128480346162104960
10341913,0.6,SemiDetached,63454451,,,2128480002564681344
9237533,0.95,Ellipsoidal,274019840,,,2079429925554648576
10514770,0.26,Detached,123358326,,,2119632713529115264
6128141,0.3,Detached,138097098,,,2077581513373162624
3338660,0.6,SemiDetached,122450906,,,2052825699834051200
4678875,0.55,SemiDetached,169456938,,,2073634507153380992
9637299,0.44,SemiDetached,279911561,,,2106553026285781888
9593528,0.73,OverContact,270855140,,,2128115754978992640
9912977,0.6,SemiDetached,268934915,,,2085590562230878464
2708156,0.57,SemiDetached,122375269,,,2051296416599937536
5296276,0.94,Ellipsoidal,169081194,,,2073727244089557888
4832197,0.31,Detached,122603455,,,2101105663425358080
8099615,0.96,Ellipsoidal,63285376,,,2126336745165072384
11819135,0.57,SemiDetached,27187641,,,2135057659078885248
12470954,0.39,Detached,27843707,,,2135507634212719104
5264818,0.93,Ellipsoidal,121732964,,,2101314128259814912
7269493,0.34,Detached,158552426,,,2102600488143944192
5196301,0.94,Ellipsoidal,377909142,,,2076528009439387776
8330575,0.51,SemiDetached,185058326,,,2081882905944268288
10735988,0.37,Detached,26961339,,,2128837412562948480
5821050,0.97,Ellipsoidal,171882709,,,2075130628938351872
11967004,0.34,Detached,26964955,,,2135125519562183424
7842610,0.38,Detached,273575230,,,2078650582276827520
3530668,0.48,SemiDetached,121085080,,,2099611775020988288
10096864,0.89,Ellipsoidal,268385960,,,2085614579685309696
12353720,0.29,Detached,416266685,,,2133235321633103744
7549265,0.89,Ellipsoidal,273141646,,,2078729644032357888
3735597,0.67,SemiDetached,121457732,,,2099586722473811200
8430210,0.93,Ellipsoidal,63001484,,,2126190643256279552
8019043,0.34,Detached,158635832,,,2103020948262373120
6863161,0.55,SemiDetached,63006597,,,2125770840274287104
6863229,0.61,SemiDetached,63006634,,,2125770904692101760
7552344,0.27,Detached,273772763,,,2078626904111544576
4670267,0.6,SemiDetached,184164800,,,2076228667400687488
9207508,0.57,SemiDetached,158274148,,,2106463480509335424
10068030,0.25,Detached,158840779,,,2127798958189867904
5306862,0.54,SemiDetached,171879604,,,2073550768170415104
9030817,0.88,Ellipsoidal,271352434,,,2079935292890351488
7830321,0.43,SemiDetached,271047663,,,2078180850289663488
8380743,0.57,SemiDetached,272719092,,,2078932022892184064
10291683,0.91,Ellipsoidal,273594336,,,2086349186587987712
8127648,0.38,Detached,239305520,,,2076035698801401728
7970629,0.47,SemiDetached,271668809,,,2078108351243478912
10857519,0.45,SemiDetached,267749737,,,2129464546506876928
7732791,0.34,Detached,123489920,,,2105207842528705152
9788113,0.99,Ellipsoidal,273684688,,,2085541148623494528
9479460,0.53,SemiDetached,272845625,,,2080259923697814784
6470516,0.56,SemiDetached,171510964,,,2075371460650639104
4357272,0.64,SemiDetached,122062974,,,2101014339542884608
4743508,0.31,Detached,122603679,,,2053065771328881920
3641446,0.95,Ellipsoidal,122303843,,,2052883699073173504
6526545,0.95,Ellipsoidal,275496766,,,2077674284667030912
6606282,0.4,Detached,63006062,,,2101747262819457792
4579321,0.34,Detached,184297826,,,2076303464247984640
10556068,0.91,Ellipsoidal,268384099,,,2085715906555870976
5020034,0.57,SemiDetached,138642575,,,2076525569897852288
5036538,0.36,Detached,169931561,,,2073665637077534976
5872506,0.78,OverContact,122445229,,,2101588731290568832
9827149,0.32,Detached,159301148,,,2127812564645370880
6209347,0.3,Detached,138097399,,,2077595154189342592
9657096,0.94,Ellipsoidal,271354390,,,2080092312592633216
7532973,0.54,SemiDetached,275570329,,,2077841169916858240
5802486,0.36,Detached,138967823,,,2076667647415484288
7025540,0.39,Detached,158992567,,,2102699615990109952
5039441,0.39,Detached,170740143,,,2073575717651114752
9540450,0.44,SemiDetached,272845524,,,2080260404734162432
9827122,0.86,Ellipsoidal,159301268,,,2127810296902682240
9651298,0.95,Ellipsoidal,63294082,,,2128262574140535808
6421483,0.58,SemiDetached,,,,2104533189065827456
11825198,0.8,OverContact,27992231,,,2087264774838302208
11401845,0.56,SemiDetached,26415181,,,2129931701509187584
10816107,0.46,SemiDetached,28450292,,,2086492947735468928
9851944,0.62,SemiDetached,268387175,,,2085510916355842304
9851943,0.61,SemiDetached,268387154,,,2085510950715584128
5025261,0.94,Ellipsoidal,184010953,,,2076389745856651136
6852488,0.56,SemiDetached,158723781,,,2102515275992040832
6695510,0.97,Ellipsoidal,240185634,,,2077680396399067648
10228240,0.88,Ellipsoidal,268058408,,,2085677183129800448
9108058,0.56,SemiDetached,273382627,,,2079376706626519040
9641255,0.49,SemiDetached,158660713,,,2130396142092616192
9640985,0.43,SemiDetached,158660639,,,2130371609239357952
9641031,0.44,SemiDetached,158660631,,,2130371574879626112
9641018,0.43,SemiDetached,158660658,,,2130373121067859072
7368103,0.54,SemiDetached,270525372,,,2077821035110081536
8244173,0.38,Detached,271768647,,,2079615025768875776
4544587,0.49,SemiDetached,120684604,,,2100291238847679872
11175495,0.66,SemiDetached,48188257,,,2143767990191236096
11546211,0.27,Detached,48355200,,,2132248235068412416
7097571,0.55,SemiDetached,164674992,,,2104259921767399168
9119652,0.43,SemiDetached,185061911,,,2082281891225618304
2308957,0.59,SemiDetached,137818107,,,2051824869377151104
8111381,0.36,Detached,272371255,,,2079573072528118016
6758917,0.21,Detached,164886149,,,2104193955369284992
8495415,0.27,Detached,63010574,,,2126563450717837056
9098590,0.47,SemiDetached,271545029,,,2079980647743828864
7203179,0.56,SemiDetached,63368922,,,2125844438833660288
7833144,-1.0,Detached,271540408,,,2078095874355998080
4665989,0.52,SemiDetached,378087071,,,2076451043623747072
9895004,0.18,Detached,270619134,,,2128191964879794560
1575690,0.31,Detached,351053330,,,2051729933420237184
11250867,0.38,Detached,27391284,,,2134791371106839168
7137798,0.51,SemiDetached,272950261,,,2078692947830919936
10547209,0.64,SemiDetached,272280918,,,2086596855884733312
9544350,0.92,Ellipsoidal,273869969,,,2079516069724975872
6629588,0.55,SemiDetached,273505616,,,2076928197311883648
11811454,0.47,SemiDetached,407000096,,,2130046424375743232
9143254,0.38,Detached,158269229,,,2106435481620330240
4242692,0.44,SemiDetached,120424814,,,2100303539632796032
6026204,0.98,Ellipsoidal,120578214,,,2103859218500259456
7622486,0.59,SemiDetached,272177504,,,2078033034695576832
2161623,0.54,SemiDetached,137315589,,,2051798274941842432
6466939,0.41,SemiDetached,170653053,,,2075409840479088512
10090246,0.63,SemiDetached,273045319,,,2080362315719887488
5823121,0.79,OverContact,172375718,,,2075139120106321280
11457191,0.52,SemiDetached,26752662,,,2129795946183374464
8240109,0.56,SemiDetached,270953037,,,2078350690475419648
4909707,0.72,OverContact,121119758,,,2100579413973234944
8189196,0.99,Ellipsoidal,268302473,,,2079008262848605952
10989032,0.53,SemiDetached,28089315,,,2086724021275509760
10727668,0.47,SemiDetached,407002588,,,2129411701228917632
6060580,0.31,Detached,239228192,,,2076835494739440896
7212722,0.43,SemiDetached,271671688,,,2077912363295265792
11236035,0.83,Ellipsoidal,399953777,,,2131243693758648576
5903301,0.4,Detached,171089248,,,2073819156390137088
5017058,0.48,SemiDetached,,,,2053262343392836864
9613070,0.34,Detached,239278702,,,2085330355930777728
9911112,0.37,Detached,268380530,,,2085515245682829440
8906039,0.71,OverContact,274021417,,,2079308021507985664
5015913,0.28,Detached,138094030,,,2053253959616353792
4757331,0.33,Detached,378087295,,,2076455372950776320
11285136,0.3,Detached,48450907,,,2131987685172781440
11099351,0.29,Detached,28449295,,,2086927357905474432
9552668,0.91,Ellipsoidal,239311183,,,2085317711547297152
8365739,0.49,SemiDetached,63010240,,,2126173673846414336
6543674,0.53,SemiDetached,273231378,,,2076924241636324224
4367544,0.52,SemiDetached,137552527,,,2053163009389788544
7255336,0.32,Detached,123201406,,,2116757177086515968
4852055,0.96,Ellipsoidal,184296850,,,2076326970610739968
5649956,0.43,SemiDetached,171581471,,,2075109983047207168
10857342,0.57,SemiDetached,267749745,,,2129465027543720704
5802285,0.26,Detached,138967841,,,2076667784854673408
8958670,0.92,Ellipsoidal,270787391,,,2127957597103027968
12506351,0.37,Detached,299097243,,,2133442235976787072
4851217,0.58,SemiDetached,184246521,,,2076326008537958912
4826439,0.54,SemiDetached,121865891,,,2101238055798369024
9705459,0.33,Detached,159175248,,,2127712474727909504
11200773,0.31,Detached,27904150,,,2086803701508947584
9140402,0.28,Detached,164785003,,,2107151229330376192
9593759,0.28,Detached,270855122,,,2128113074919437824
11517719,0.45,SemiDetached,27847307,,,2134884520357421824
8878681,0.34,Detached,158988347,,,2127159076782010112
5287983,0.22,Detached,184009713,,,2076585871236564992
8197406,0.96,Ellipsoidal,185057547,,,2075875208771774976
7947631,0.26,Detached,158318596,,,2105690940451080192
7686918,0.99,Ellipsoidal,275570703,,,2077847766986834560
8453324,0.41,SemiDetached,268305489,,,2079089768452631168
7365447,0.38,Detached,63368576,,,2125859557118590848
7060333,0.91,Ellipsoidal,274120769,,,2075455534618595840
5215999,0.68,SemiDetached,171027534,,,2073584513744718208
6706287,0.38,Detached,271961560,,,2077128411508079232
5041569,0.55,SemiDetached,171501402,,,2073519260284772736
9236858,0.45,SemiDetached,273868474,,,2079476109348453504
9656543,0.37,Detached,271254559,,,2080097092898358656
5944240,-1.0,Detached,120686915,,,2103809847854701568
9839081,0.2,Detached,271424654,,,2080482712242085888
8167938,0.43,SemiDetached,63366439,,,2126335954891168896
10937609,0.5,SemiDetached,416527532,,,2086861116633163904
2831632,0.92,Ellipsoidal,120629587,,,2099870400771767552
9092303,0.95,Ellipsoidal,275490402,,,2126523421625106688
7387296,0.94,Ellipsoidal,273782052,,,2078481287541482240
8386198,0.95,Ellipsoidal,273786640,,,2079069530566076288
12010534,0.45,SemiDetached,267746795,,,2133066890197034368
8113154,0.54,SemiDetached,272717834,,,2078814718746306432
10389596,0.99,Ellipsoidal,164723709,,,2131428892748052608
8231877,0.26,Detached,159720462,,,2126203910416539264
12257908,0.63,SemiDetached,350738423,,,2130183420952749568
8193315,0.43,SemiDetached,269264461,,,2076095214175381248
12164751,0.6,SemiDetached,27188686,,,2135240349807570176
9592575,0.46,SemiDetached,270618243,,,2128072564788836224
4990977,0.28,Detached,120251171,,,2103412163945171328
3766353,-1.0,Detached,184300424,,,2073172540477291392
3248019,0.37,Detached,378014055,,,2052120191332866304
11189127,0.17,Detached,350811109,,,2129543986222302464
11125936,0.25,Detached,279917677,,,2131964904662721536
6595662,0.32,Detached,158793735,,,2102299359397858048
10583180,0.48,SemiDetached,164557545,,,2131631787002387712
10583225,0.48,SemiDetached,164557542,,,2131631752642457472
10583181,0.47,SemiDetached,164557531,,,2131631821362131456
6606653,0.59,SemiDetached,63121703,,,2101699919403565312
8429450,0.47,SemiDetached,159720951,,,2126233940828042368
10905824,0.8,OverContact,48354181,,,2131718510982169728
7374746,0.37,Detached,271538850,,,2077917345457338368
8801343,0.46,SemiDetached,164527723,,,2106981148624921344
8561192,0.56,SemiDetached,,,,2126579531075661184
9655129,0.51,SemiDetached,270957624,,,2128121046379779968
9597095,0.31,Detached,271546859,,,2080453162866222976
9850387,0.47,SemiDetached,274198139,,,2085555137340101504
12418662,0.42,SemiDetached,27843972,,,2135488873795018368
4075067,0.92,Ellipsoidal,184244064,,,2073193804845380096
4078693,0.2,Detached,360134548,,,2073228306328271872
11548140,0.36,Detached,48528261,,,2132027576829358208
8279765,0.27,Detached,123498009,,,2105352840624048640
7660607,-1.0,Detached,123409994,,,2105240140682889984
2851474,0.95,Ellipsoidal,137095908,,,2052576832250441088
10547685,0.33,Detached,272598447,,,2086595069178442112
6072195,0.93,Ellipsoidal,171972067,,,2075158464639109120
10198097,0.82,Ellipsoidal,158488475,,,2130482140217904384
7831363,0.25,Detached,271260844,,,2078085742535009792
5213466,-1.0,Detached,170345966,,,2073768991170826624
8081482,0.4,Detached,164778381,,,2106596766233132416
2720354,0.47,SemiDetached,137977187,,,2051862527651026304
4377638,-1.0,Detached,378086310,,,2076254329815197312
5957123,0.91,Ellipsoidal,122600609,,,2101592717020259328
5565486,0.5,SemiDetached,171975104,,,2075059508589290368
9700181,0.86,Ellipsoidal,158324769,,,2130523341843872128
2711114,0.29,Detached,122682776,,,2052598753764365696
6862603,0.18,Detached,63005076,,,2101755444740755584
8176653,0.13,Detached,271668072,,,2079615231927255808
4035675,0.18,Detached,120315078,,,2100215578703659008
10384962,0.24,Detached,123358805,,,2119616186494964352
3440230,0.54,SemiDetached,122450680,,,2052827349102229248
8456774,-1.0,Detached,269119615,,,2076121499375362688
8264097,0.31,Detached,184998071,,,2076065213817783680
8088354,0.29,Detached,158726422,,,2103113101079607168
8177798,0.45,SemiDetached,271886506,,,2079568811920915200
4386047,0.35,Detached,184555627,,,2073288740801480448
3834364,0.23,Detached,120692297,,,2100067934907465216
9767392,0.5,SemiDetached,159395530,,,2127619188038610688
12062660,0.5,SemiDetached,,,,2136113843070346368
8097825,0.51,SemiDetached,63009597,,,2126158521201687808
7684873,0.2,Detached,63367810,,,2125873502870708864
8455359,0.79,OverContact,268820516,,,2079120245537641984
9674608,0.13,Detached,239311750,,,2085336265806053120
7174349,0.25,Detached,123314797,,,2116834761375779456
3438975,0.46,SemiDetached,122224804,,,2052871295207330560
11228612,0.33,Detached,48189935,,,2143775343175289472
3558981,0.24,Detached,138889065,,,2052143143639171072
5475712,0.53,SemiDetached,171029186,,,2073614814722716672
9886224,0.23,Detached,159174874,,,2127827682930266112
9178185,0.18,Detached,268931334,,,2085239302625130112
8009467,0.79,OverContact,164459942,,,2105327964173489664
4848423,0.48,SemiDetached,138971570,,,2076286902851413376
3964545,0.28,Detached,138571235,,,2052387338296758528
6614926,0.41,SemiDetached,270948092,,,2077549661899258368
10014830,0.61,SemiDetached,275488133,,,2128386612795059712
9180282,0.74,OverContact,239277075,,,2085206214196199296
8654097,0.94,Ellipsoidal,240195381,,,2082102499020676608
9159301,0.55,SemiDetached,270616815,,,2127981747697646336
5024450,0.33,Detached,139153852,,,2076299826420588288
5122112,0.15,Detached,169458759,,,2073708277513822208
11858979,0.27,Detached,299088476,,,2132727725219507712
10960995,0.3,Detached,48305486,,,2131733697986674432
4908495,0.32,Detached,120902366,,,2100685791721862528
10904857,0.2,Detached,48217457,,,2131712669826755328
7523733,0.94,Ellipsoidal,159444013,,,2102036816637634176
11147276,0.31,Detached,27770269,,,2086711479972971264
3459199,0.33,Detached,139037047,,,2049135356559237376
8719897,0.5,SemiDetached,185186149,,,2082108645117526528
8940961,0.36,Detached,158320256,,,2106237603888256640
8016211,0.53,SemiDetached,158318690,,,2105692177401855232
8016214,0.53,SemiDetached,158318687,,,2105692177401855104
5527172,0.34,Detached,394174363,,,2101368347927179136
5113053,0.41,SemiDetached,184010713,,,2076393044389355008
2437060,0.47,SemiDetached,122364536,,,2051293186783992320
8977179,0.97,Ellipsoidal,268310032,,,2079215834331439616
7765894,0.88,Ellipsoidal,271967202,,,2078040044082485632
3449540,0.4,Detached,137893328,,,2052317622388655744
10920086,0.37,Detached,26539707,,,2129284634617287424
8953257,0.3,Detached,63074261,,,2126611279474459648
10489521,0.38,Detached,273875204,,,2086440828314235264
9512958,0.76,OverContact,164784369,,,2107283720481469952
9834719,0.2,Detached,270517920,,,2128187807350876288
11021252,0.22,Detached,399952147,,,2131208509386386432
10657664,0.36,Detached,298966021,,,2130938922879936128
10991769,0.98,Ellipsoidal,267990226,,,2086501885570312576
1873513,0.16,Detached,137683938,,,2051815759742763264
9784371,0.95,Ellipsoidal,272844506,,,2080323278754988288
3547091,0.22,Detached,137484204,,,2052711453706462336
2438490,0.34,Detached,122374675,,,2051105548255223680
9664215,0.27,Detached,273131851,,,2080269647504062080
7605600,0.19,Detached,159651032,,,2126014141581543424
9719636,0.26,Detached,271874158,,,2080461409203674624
9278021,0.19,Detached,159512926,,,2127446358554680832
4761060,-1.0,Detached,184089592,,,2076277522642841600
6153672,0.11,Detached,171971771,,,2075163275002509184
10728219,0.26,Detached,290035758,,,2129403626690834304
11303811,0.85,Ellipsoidal,27391078,,,2134793535770973568
2445975,0.14,Detached,,,,2051888606692951808
7830460,0.94,Ellipsoidal,271047463,,,2078275369628389888
11240948,-1.0,Detached,267748803,,,2129583706079281792
10091257,0.31,Detached,273373712,,,2086317923529953664
11515292,0.94,Ellipsoidal,27531506,,,2134920632443780224
6525196,0.36,Detached,137757776,,,2077667962475652864
6620003,0.2,Detached,271755676,,,2077107898743741312
4365461,0.43,SemiDetached,137337040,,,2052984403165559040
10162999,-1.0,Detached,268381624,,,2085661343290509056
8879915,0.32,Detached,159108466,,,2127067508079681152
12022517,0.28,Detached,27845268,,,2135327864061486592
4740676,0.37,Detached,122139730,,,2101046225380896768
11347875,0.86,Ellipsoidal,407001106,,,2129614423685623040
5288543,0.41,SemiDetached,184010005,,,2076396892680237696
8912911,0.86,Ellipsoidal,239288876,,,2082171562105659264
5376836,0.3,Detached,184091846,,,2076405620054037120
8581658,0.36,Detached,268157671,,,2079094853694114048
4935914,0.23,Detached,138959675,,,2076478801986129408
3352751,0.5,SemiDetached,138569085,,,2052075248796229504
6891512,0.45,SemiDetached,268289462,,,2075449835211738752
5458880,0.82,Ellipsoidal,138726174,,,2076561849475369984
11922782,0.37,Detached,27767184,,,2135341298718849536
11975363,0.39,Detached,28160089,,,2087272815017413760
8243263,0.31,Detached,271541970,,,2079626570640804992
8458207,0.36,Detached,239274268,,,2076130295468844672
12405950,0.28,Detached,406998744,,,2133208143080373248
7593110,0.17,Detached,158218995,,,2105650739556560640
9602595,0.55,SemiDetached,273043307,,,2080265558695009664
1573836,-1.0,Detached,137306873,,,2051755978103011200
7295570,0.22,Detached,271760716,,,2077992593282900480
5369827,0.2,Detached,138433618,,,2077299694799977856
8153568,0.56,SemiDetached,158384807,,,2106028009484136704
2695740,0.85,Ellipsoidal,120970994,,,2099182587529309568
8378656,0.43,SemiDetached,272271986,,,2079589633922887168
5000179,0.97,Ellipsoidal,121603913,,,2101303373661496704
5198315,0.79,OverContact,138727320,,,2076503991981329664
5023948,0.35,Detached,139109523,,,2076487121349914752
8784288,0.34,Detached,185186645,,,2082119507101341184
8939650,0.37,Detached,158172624,,,2106436821649985152
3656322,0.59,SemiDetached,138570184,,,2052188597269769344
6182019,0.29,Detached,390206925,,,2104442238838067840
8196180,0.31,Detached,240193262,,,2076060854436240640
10395543,0.09,Detached,158561812,,,2130865736637343488
3115480,0.28,Detached,137095428,,,2052634487892709120
5022440,0.19,Detached,138728726,,,2076496020521911808
9753154,0.39,Detached,123447592,,,2119130163697443840
10294608,0.37,Detached,268058008,,,2085679931909007360
4276114,0.17,Detached,138805207,,,2076236157824021632
6205460,0.58,SemiDetached,137408317,,,2101650166501484544
6200709,0.28,Detached,122443221,,,2101800971392454656
10863286,-1.0,Detached,26596613,,,2128890429639443712
5294739,0.59,SemiDetached,239226034,,,2076726402567711360
11913071,0.37,Detached,417678051,,,2130134698843129088
11913012,0.35,Detached,417678058,,,2130134939361615744
4758368,0.57,SemiDetached,138893145,,,2076452692891409536
11774013,-1.0,Detached,27912857,,,2087239795308449280
6367628,0.59,SemiDetached,137902569,,,2077647484070832512
9005854,0.27,Detached,164831806,,,2107133190467734144
5802470,0.26,Detached,138967906,,,2076667544336262400
9291368,0.53,SemiDetached,272074412,,,2080006795505555200
6628237,0.18,Detached,273231849,,,2076978598743127168
7212066,0.21,Detached,271538492,,,2077914699757591808
4067110,0.16,Detached,138571353,,,2052390598168841088
9411943,0.22,Detached,271353650,,,2080046893320923520
3544694,0.29,Detached,137151258,,,2052735299365620096
3861595,0.2,Detached,377873569,,,2052194374009877376
6863840,0.31,Detached,63121143,,,2125724763865270528
9166862,0.27,Detached,272366748,,,2080172576942778112
4815612,0.33,Detached,120255892,,,2103347434494336768
9028024,0.86,Ellipsoidal,270787637,,,2127961788991154688
4474637,0.58,SemiDetached,377907057,,,2052438568667566976
4174507,0.24,Detached,184013909,,,2076176784194667520
5285607,0.36,Detached,378089068,,,2076555531590295552
3231120,0.25,Detached,122376243,,,2052824600322960384
5370302,0.3,Detached,138575665,,,2077295674713059968
7940533,0.44,SemiDetached,164414084,,,2105301953851350144
9392702,0.37,Detached,158173286,,,2106478839311639680
3241344,0.24,Detached,137976040,,,2052258317478807040
7377033,0.17,Detached,271965551,,,2078000289864484224
2969628,0.99,Ellipsoidal,120629437,,,2099871358546191232
11867071,0.21,Detached,26886038,,,2135844187848788096
3973002,0.34,Detached,184300050,,,2073177075964822272
10346522,0.59,SemiDetached,271039406,,,2128620087218323584
6545018,0.42,SemiDetached,169820995,,,2076927093496783744
7041856,-1.0,Detached,270949363,,,2077754338553371008
8504570,0.35,Detached,271542951,,,2079829598033864064
3427776,0.17,Detached,120892243,,,2099985505894590720
8242681,0.3,Detached,271430260,,,2078317327170469760
8234477,0.5,SemiDetached,63126102,,,2126354646589984640
3097352,0.3,Detached,120629289,,,2099920978307195648
7695093,0.27,Detached,271957852,,,2078031316708614912
9835416,-1.0,Detached,270618842,,,2128177121472317184
5021174,0.21,Detached,,,,2076475812693680128
4247791,0.26,Detached,121121622,,,2100409638208481536
11403216,0.27,Detached,26583687,,,2129752549834416512
10149845,0.85,Ellipsoidal,271423638,,,2128552913929965312
9881258,0.37,Detached,158394030,,,2130627589289624320
4059656,0.79,OverContact,137482714,,,2053151395798106880
8621026,0.35,Detached,159386208,,,2126995490067621376
10480952,0.38,Detached,271877841,,,2080647707705712384
8230809,0.43,SemiDetached,159522206,,,2126212569070352768
2162994,0.42,SemiDetached,137347657,,,2051789616287627136
11147460,0.37,Detached,27773647,,,2086711411253556352
10935310,0.15,Detached,28357285,,,2086544526005882240
5610698,0.54,SemiDetached,121790872,,,2101348934675161344
11029877,0.38,Detached,26540109,,,2129663592470825344
10031409,0.35,Detached,268059072,,,2085567678644927488
5080652,0.31,Detached,120418708,,,2103378873656481152
11231334,0.44,SemiDetached,267667621,,,2131798534810060288
3543270,0.33,Detached,122717359,,,2052843738696943360
5858519,0.39,Detached,120422248,,,2103842008569405952
8972908,0.99,Ellipsoidal,273582469,,,2079370242689126656
9446824,0.28,Detached,123444484,,,2119087596279561728
10924853,0.1,Detached,27011205,,,2128942759520419584
8095099,0.45,SemiDetached,159522672,,,2126103030225852288
7919653,0.38,Detached,239239884,,,2075945268278366464
10091110,0.25,Detached,273373648,,,2086316583500145024
6849046,0.22,Detached,158388163,,,2102468134431912064
7838639,0.27,Detached,272716582,,,2078800459454518912
3327980,0.44,SemiDetached,121124831,,,2099593839236863104
6939670,0.33,Detached,158922738,,,2102695389742067072
8893936,0.69,SemiDetached,271257186,,,2079926702954987008
9520700,0.31,Detached,159050041,,,2127691824525228416
7287391,0.16,Detached,270525440,,,2077820137456443904
8098300,0.36,Detached,63076369,,,2125971226269667584
11046124,0.95,Ellipsoidal,267989896,,,2086878399582030336
9532421,0.14,Detached,270957185,,,2128105962453352320
6629332,0.18,Detached,273505466,,,2076931427127280896
3973504,0.18,Detached,184299844,,,2073182470441834752
4149684,0.25,Detached,122062469,,,2100955373933077760
10534155,0.18,Detached,159727191,,,2129193997928817792
5343976,0.22,Detached,120423013,,,2103391243161452288
4275739,0.27,Detached,138805116,,,2076247874494772096
7907688,-1.0,Detached,272942146,,,2078760464718000384
8328376,-1.0,Detached,239291169,,,2076079305616028672
5648449,0.24,Detached,171097823,,,2073622756134619648
9002237,0.15,Detached,164458471,,,2107001352151109120
5181804,0.16,Detached,122300543,,,2101157413494010368
8957954,0.36,Detached,270616245,,,2127968729658199552
10275074,0.33,Detached,63204711,,,2128467873576796544
2441161,0.22,Detached,122682066,,,2052541613518001664
5768927,0.16,Detached,237158547,,,2104355239980167040
7033748,0.49,SemiDetached,63007067,,,2125777815302103680
5608566,0.12,Detached,121464564,,,2102087943926682496
10491031,0.42,SemiDetached,268382936,,,2085692949948256896
7767559,0.29,Detached,272372635,,,2078784688334054272
9655187,0.81,Ellipsoidal,270957464,,,2128120221745121920
12268220,0.54,SemiDetached,27844498,,,2135386791013636352
6521542,0.31,Detached,137211610,,,2101720191648828800
4547480,0.12,Detached,121120717,,,2100434003559564544
8301013,0.38,Detached,63209649,,,2126356983051726720
8868650,0.62,SemiDetached,164677806,,,2106759906270322688
8868649,0.62,SemiDetached,164677817,,,2106759906270324352
5816806,0.33,Detached,170649652,,,2073826814305262208
10614158,0.58,SemiDetached,27987700,,,2086610805938353408
11252617,0.19,Detached,27643267,,,2134761649933438080
4285087,0.31,Detached,360028729,,,2073236617076588288
11197126,0.25,Detached,27391406,,,2134790129857930240
9786017,0.55,SemiDetached,273372402,,,2080295967064393216
