solution_id,source_id,global_ranking,reference_time,frequency,frequency_error,geom_model_reference_level,geom_model_reference_level_error,geom_model_gaussian1_phase,geom_model_gaussian1_phase_error,geom_model_gaussian1_sigma,geom_model_gaussian1_sigma_error,geom_model_gaussian1_depth,geom_model_gaussian1_depth_error,geom_model_gaussian2_phase,geom_model_gaussian2_phase_error,geom_model_gaussian2_sigma,geom_model_gaussian2_sigma_error,geom_model_gaussian2_depth,geom_model_gaussian2_depth_error,geom_model_cosine_half_period_amplitude,geom_model_cosine_half_period_amplitude_error,geom_model_cosine_half_period_phase,geom_model_cosine_half_period_phase_error,model_type,num_model_parameters,reduced_chi2,derived_primary_ecl_phase,derived_primary_ecl_phase_error,derived_primary_ecl_duration,derived_primary_ecl_duration_error,derived_primary_ecl_depth,derived_primary_ecl_depth_error,derived_secondary_ecl_phase,derived_secondary_ecl_phase_error,derived_secondary_ecl_duration,derived_secondary_ecl_duration_error,derived_secondary_ecl_depth,derived_secondary_ecl_depth_error
375316653866487564,2076667544336262400,0.49918452,2220.730909449731,1.260154087847615,6.7287797e-06,13.701902,0.0030675502,0.25499904,0.0010701255,0.013122921,0.00097027107,0.4185451,0.0568235,0.73739445,0.017693048,0.009304191,0.008343995,0.34489548,6266.206,0.0024603289,0.004548278,0.25499904,0.0010701255,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,225.40887,0.25499904,0.0010701255,0.073488355,0.005433518,0.42346576,0.05902658,0.73739445,0.017693048,0.052103467,0.046726372,0.34975618,6266.206
375316653866487564,2080006795505555200,0.6183211,2218.404810357126,0.2850759212453093,3.0574225e-05,13.889602,0.0031290161,0.33074027,0.018345222,0.033363577,0.0075234403,1.170311,0.6834713,0.6451318,0.012394449,0.05100414,0.025538525,0.0626132,0.031175446,0.003498027,0.004700846,0.33074027,0.018345222,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,94.64344,0.33074027,0.018345222,0.18683603,0.042131267,1.177307,0.6833031,0.6464718,0.009609807,0.2856232,0.12206549,0.063718565,0.03145716
375316653866487564,2125724763865270528,0.5655382,2251.4539788191123,0.25955971599748795,8.004963e-05,15.127677,0.004782384,0.21151268,0.00257114,0.011737657,0.002157606,0.39800847,0.13188212,0.70974076,0.005390169,0.008541808,0.00486125,0.54555655,0.7460621,0.008559044,0.005949307,0.21151268,0.00257114,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,116.38682,0.70974076,0.005390169,0.047834124,0.027222998,0.5626725,0.7470305,0.21151268,0.00257114,0.06573088,0.0120825935,0.41512653,0.12950236
375316653866487564,2127961788991154688,0.44642162,2184.945239240716,0.2592771174404817,1.9146872e-05,14.393371,0.0014124487,--,--,--,--,--,--,--,--,--,--,--,--,0.022235338,0.0018919811,0.2931071,0.0064241104,ELLIPSOIDAL,4,40.764793,--,--,--,--,--,--,--,--,--,--,--,--
375316653866487564,2052438568667566976,0.60691655,2235.704415913798,0.2572869911071403,7.664783e-06,17.764303,0.0074804067,0.26060358,0.007664153,0.044092394,0.0057209074,0.19193643,0.024720632,0.74658674,0.0011748957,0.030851962,0.0010944051,1.4201124,0.04196005,0.023654638,0.00999317,0.26060358,0.007664153,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,14.909928,0.7466167,0.0011635231,0.17277099,0.0061286683,1.4670565,0.040666524,0.26060358,0.007664153,0.2469174,0.03203708,0.23924567,0.033045094
375316653866487564,2128620087218323584,0.63334274,2216.492125941449,0.25068251626824123,8.72414e-06,14.361161,0.012410828,0.22091284,0.004394966,0.03870794,0.003748476,1.0056566,0.033688918,0.7264212,0.0014391597,0.0360999,0.0048212735,0.13897513,0.027802832,0.023542859,0.015541032,0.22091284,0.004394966,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,246.19066,0.22091284,0.004394966,0.21676448,0.020991465,1.0527424,0.014040969,0.7264212,0.0014391597,0.20215943,0.026999133,0.18600446,0.005955079
375316653866487564,2076927093496783744,0.67141837,2258.0084588998716,0.5010793919682333,1.5352913e-05,13.737986,0.00042445763,0.3580409,0.13321562,0.09571683,0.08688776,0.0045105927,0.0024227945,0.5018361,0.0012400568,0.02274831,0.0016155961,0.3861322,0.019102218,--,--,--,--,TWOGAUSSIANS,8,22.59028,0.5018361,0.0012400568,0.12739053,0.009047339,0.38759154,0.021774102,0.3580409,0.2274212,0.4,0.23837166,0.0045105824,0.5368604
375316653866487564,2079829598033864064,0.49475092,2269.4827123288696,0.33267291100518764,3.894806e-05,13.189511,0.0011406301,0.5470951,0.0032186678,0.006138284,0.0032595487,0.21857108,0.1353687,0.8630565,0.010419559,0.010894549,0.012555487,0.065130286,95159.16,--,--,--,--,TWOGAUSSIANS,8,99.24557,0.5470951,0.0032186678,0.03437439,0.018253472,0.21857108,0.1353687,0.8630565,0.010419559,0.061009474,0.070310734,0.065130286,95159.16
375316653866487564,2126354646589984640,0.54772,2219.6596393357604,0.16551419313075225,9.205091e-05,13.726331,0.0005329226,0.20332915,0.011805912,0.0171654,0.008847847,0.069822274,0.01766218,0.5877001,0.0056913467,0.02557844,0.0117150815,0.1878478,0.16065991,--,--,--,--,TWOGAUSSIANS,8,12.231403,0.5877001,0.0056913467,0.14323926,0.065604456,0.1878478,0.16065991,0.20332915,0.011805912,0.096126236,0.049547944,0.069822274,0.01766218
375316653866487564,2099920978307195648,0.5504756,2252.892488925834,0.07210013447923234,6.5752943e-06,16.829615,0.0015058389,0.15798454,0.00035141836,0.0030973684,0.00020049272,0.1967461,0.009468376,0.6644194,0.017310677,0.011745027,0.020487513,0.013582715,2.022417,--,--,--,--,TWOGAUSSIANS,8,3.9491677,0.15798454,0.00035141836,0.017345263,0.0011227593,0.1967461,0.009468376,0.6644194,0.017310677,0.06577215,0.114730075,0.013582715,2.022417
375316653866487564,2076475812693680128,0.48374343,2196.604316724801,1.0389518686753318,5.5526092e-05,18.531845,0.008086178,0.31278446,0.051251657,0.16402157,0.06922494,0.04262851,0.00927873,0.64227414,0.0022906826,0.013922088,0.005656186,0.3097884,31.534607,--,--,--,--,TWOGAUSSIANS,8,3.0276785,0.64227414,0.0022906826,0.07796369,0.031674642,0.31464827,31.534504,0.31278446,0.051251657,0.4,0.0,0.041810304,0.009202189
375316653866487564,2100409638208481536,0.5774745,2236.4933088883354,0.4877178644689629,4.5716402e-05,11.5761175,0.00068511144,0.28478822,0.028815351,0.058472596,0.06968909,0.0015344651,0.002344211,0.49767157,0.0033264034,0.038633477,0.006295592,0.13662258,0.034170557,0.0028245496,0.0011159469,0.28478822,0.028815351,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,19.727066,0.49767157,0.0033264034,0.21634747,0.035255317,0.13692613,0.034149986,0.2847982,0.02884249,0.32744655,0.25901565,0.0071834177,0.00071593776
375316653866487564,2128552913929965312,0.49931946,2242.83998793986,0.24653430434931795,1.9502124e-05,11.878999,0.003054125,0.14865717,0.010957437,0.06349379,0.0162702,0.05086237,0.01857936,0.6588494,0.005051465,0.10561434,0.009622601,0.051410183,0.0032145747,--,--,--,--,TWOGAUSSIANS,8,68.15422,0.6588494,0.005051465,0.4,0.0,0.050366167,0.0026478474,0.14865717,0.010957437,0.35556522,0.08869972,0.04981989,0.019223286
375316653866487564,2080647707705712384,0.7138575,2240.0638641363853,0.4908084298157468,3.7597233e-06,11.946774,0.0005032993,0.22455949,0.00018241709,0.021672536,0.00020129679,0.43205243,0.005754611,--,--,--,--,--,--,--,--,--,--,ONEGAUSSIAN,5,12.985113,0.22455949,0.00018241709,0.121366195,0.001127262,0.43205243,0.0,--,--,--,--,--,--
375316653866487564,2051789616287627136,0.65002054,2223.29593729674,0.7553495032984578,4.8389495e-05,14.068548,0.00075363397,0.92344403,0.011810998,0.011949716,0.005013356,0.16676186,0.21201308,0.7348244,0.00085184566,0.03210517,0.0011476388,0.5485546,0.011591188,0.00083689764,0.0011289978,0.7348244,0.00085184566,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE2,9,28.517443,0.7348244,0.00085184566,0.17978895,0.006426777,0.5502284,0.011518727,0.923434,0.011819456,0.06691841,0.028074794,0.16699873,0.21196039
375316653866487564,2101348934675161344,0.5448661,2213.802595825467,0.2419910782714778,2.0621912e-05,13.845847,0.00290368,0.24311924,0.010334063,0.015189953,0.0056855846,0.15338947,0.0193085,0.7650171,0.0066403504,0.04181938,0.012787466,0.004638055,0.007987161,0.033208642,0.003574131,0.7650171,0.0066403504,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE2,9,100.852585,0.24328925,0.010387906,0.08506374,0.031839274,0.21856694,0.018757906,0.7650171,0.0066403504,0.23418853,0.07160981,0.07105534,0.004079303
375316653866487564,2126103030225852288,0.6572324,2236.0057213290474,0.23772769548409844,2.591638e-06,14.116544,0.002802426,0.3718692,0.00019809496,0.014495411,0.0003583528,0.41188464,0.008017083,0.8725373,0.00047928057,0.013893209,0.00056845986,0.38677663,0.025146432,--,--,--,--,TWOGAUSSIANS,8,83.721466,0.3718692,0.00019809496,0.08117431,0.0020067755,0.41188464,0.008017083,0.8725373,0.00047928057,0.07780197,0.003183375,0.38677663,0.025146432
375316653866487564,2079926702954987008,0.52859735,2198.343982630422,0.23563010068461554,1.757556e-05,13.930141,0.0054040793,0.23055445,0.002538125,0.029360944,0.0036136254,0.16214696,0.013447155,0.7398553,0.0040192273,0.031136004,0.01205802,0.07299181,0.015460308,0.05383495,0.008224538,0.7398553,0.0040192273,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE2,9,417.0231,0.23095444,0.002458247,0.16442129,0.020236302,0.26946533,0.009845308,0.7398553,0.0040192273,0.17436162,0.06752491,0.18066163,0.022918783
375316653866487564,2127691824525228416,0.56836987,2215.99102220363,0.34313196932808465,3.1775126e-05,14.898261,0.004186622,0.32724008,0.03698347,0.123054445,0.045861676,0.015679179,0.0067344983,0.5090204,0.00059257,0.005005456,0.00025075412,0.5619661,0.034018535,--,--,--,--,TWOGAUSSIANS,8,85.54764,0.5090204,0.00059257,0.028030552,0.001404223,0.5672237,0.034225717,0.32724008,0.03698347,0.4,0.0,0.015671026,0.0067280843
375316653866487564,2103391243161452288,0.51448035,2238.94246035409,0.1724379272485876,7.686356e-05,12.609389,0.0041992255,0.26649612,0.008041101,0.027028369,0.008449867,0.3450145,0.20746246,0.8497352,0.021492401,0.06410404,0.021477051,0.012950677,0.00550213,--,--,--,--,TWOGAUSSIANS,8,335.66434,0.26649612,0.008041101,0.15135886,0.04731926,0.3450145,0.20746247,0.8497352,0.021492401,0.35898265,0.110254526,0.012950677,0.005502128
375316653866487564,2127968729658199552,0.64094245,2239.2433649713953,3.9419034102874964,8.800394e-05,13.901284,0.0011586479,0.15991779,0.020084957,0.012452557,0.01363555,0.06364556,891.98846,0.88887125,0.00976165,0.023581995,0.009554637,0.35524043,2.0529869,0.0016972228,0.0020282902,0.15991779,0.020084957,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,29.597069,0.88887125,0.00976165,0.13205917,0.05350597,0.3552994,2.053025,0.15991779,0.020084957,0.06973432,0.07635908,0.06703997,891.9887
375316653866487564,2085692949948256896,0.6381824,2253.9909525749486,0.12368163016057011,1.0930837e-06,13.47597,0.00058788655,0.3734764,1.4577787e-08,0.0016611265,2.1819533e-06,10.32631,0.07643515,--,--,--,--,--,--,--,--,--,--,ONEGAUSSIAN,5,20.95758,0.3734764,1.4577787e-08,0.009302308,1.22189385e-05,10.32631,0.0,--,--,--,--,--,--
375316653866487564,2135386791013636352,0.4435084,2171.96978260855,0.22613668703383383,1.98954e-05,11.355199,0.0012359334,0.7492361,0.0055913893,0.061000198,0.01667358,0.040538765,0.016431957,--,--,--,--,--,--,0.011020459,0.0017588645,0.7492361,0.0055913893,ONEGAUSSIAN_WITH_ELLIPSOIDAL,6,52.178078,0.7492361,0.0055913893,0.3416011,0.075620756,0.06257052,0.015980158,--,--,--,--,--,--
375316653866487564,2126356983051726720,0.6132117,2229.8700761445884,0.08269140726804464,2.225471e-05,13.249137,0.0013780084,0.29701453,2.3797666e-06,0.006798052,2.0789777e-05,0.8280258,0.00034539247,--,--,--,--,--,--,--,--,--,--,ONEGAUSSIAN,5,137.07669,0.29701453,2.3797666e-06,0.03806909,0.00011642275,0.8280258,0.0,--,--,--,--,--,--
375316653866487564,2106759906270322688,0.5128855,2227.5835708455224,0.22486506914747426,2.8589604e-05,11.709731,0.007915663,0.25123045,0.007172162,0.06143461,0.006199959,0.30648208,0.042240486,0.7401513,0.017172942,0.09378123,0.020079318,0.119751774,0.009329953,--,--,--,--,TWOGAUSSIANS,8,828.788,0.25123045,0.007172162,0.3440338,0.034719773,0.30501136,0.04238062,0.7401513,0.017172942,0.4,0.0,0.11828087,0.008855547
375316653866487564,2073826814305262208,0.56353337,2258.9581269845794,0.4486101338713374,3.673414e-05,17.719925,0.0014193594,0.19256642,0.0051634465,0.014659212,0.016168509,0.0147392275,0.07465578,0.7037117,0.00044476887,0.012232785,0.00045129858,0.3547291,0.028707879,--,--,--,--,TWOGAUSSIANS,8,1.0117676,0.7037117,0.00044476887,0.068503596,0.0025272719,0.3547291,0.028707879,0.19256642,0.0051634465,0.082091585,0.09054364,0.0147392275,0.07465578
375316653866487564,2080295967064393216,0.4708303,2221.122187982811,0.2223314901302172,4.687792e-06,12.468814,0.0012346695,0.15178025,0.00074247946,0.01625454,0.0018086015,0.08749526,0.022316542,--,--,--,--,--,--,0.0073176157,0.0018824396,0.15178025,0.00074247946,ONEGAUSSIAN_WITH_ELLIPSOIDAL,6,119.79662,0.15178025,0.00074247946,0.09102543,0.010128168,0.10213048,0.022987474,--,--,--,--,--,--
375316653866487564,2129156580171854720,0.62144285,2236.955689171355,0.2190790292671645,7.684931e-06,10.987948,0.012121198,0.2153321,0.0029202832,0.03509405,0.0024324812,0.71997887,0.040228244,0.7129879,0.0018857836,0.037284758,0.0027456502,0.2287535,0.033727705,0.028083907,0.017085323,0.7129879,0.0018857836,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE2,9,355.4715,0.21531211,0.002891002,0.19652668,0.013621895,0.7761346,0.029433321,0.7129879,0.0018857836,0.20879464,0.015375641,0.28492132,0.01618372
375316653866487564,2128465434035330944,0.707863,2210.0678136324277,0.2185579381180011,6.520665e-05,13.821932,0.0008798184,0.19068949,0.005944466,0.016342714,0.0058628283,0.5111118,0.92669636,0.69247377,0.004774726,0.017255748,0.0043724845,0.54287094,0.07262561,0.005781927,0.0017139454,0.19068949,0.005944466,TWOGAUSSIANS_WITH_ELLIPSOIDAL_ON_ECLIPSE1,9,14.3504305,0.69247377,0.004774726,0.09663219,0.024485914,0.5544333,0.07275187,0.19068949,0.005944466,0.0915192,0.03283184,0.52267563,0.9277683
375316653866487564,2075087133820361088,0.64915186,2241.094082092122,0.4159047352398508,2.5907935e-05,11.908288,0.0008357341,0.71903425,0.00093167386,0.023880206,0.00038009655,0.42936337,0.010800206,--,--,--,--,--,--,--,--,--,--,ONEGAUSSIAN,5,41.262665,0.71903425,0.00093167386,0.13372916,0.0021285408,0.42936337,0.0,--,--,--,--,--,--
