# 5008388890312917504_reference_time_2170.949154511565_frequency_0.39656783898351766, none
# name, value
id,5008388890312917504_reference_time_2170.949154511565_frequency_0.39656783898351766,target identifier
noise_level_phys,2120.4690857386586,noise level after physical model optimisation
total_freqs,43,total number of frequencies
passed_sigma,20,number of frequencies that passed the sigma test
passed_snr,41,number of frequencies that passed the S/R test
passed_both,20,number of frequencies that passed both tests
passed_harmonics,5,number of harmonics that passed both tests
std_1,2120.4690857386586,Standard deviation of the residuals of the linear+sinusoid+eclipse model
std_2,60040.505751310506,Standard deviation of the residuals of the linear+eclipse model
std_3,50369.84323874067,Standard deviation of the residuals of the linear+harmonic 1 and 2+eclipse model
std_4,58639.40045865334,Standard deviation of the residuals of the linear+non-harmonic sinusoid+eclipse model
ratio_1_1,19.410965251952412,Ratio of the first eclipse depth to std_1
ratio_1_2,13.192189543639385,Ratio of the second eclipse depth to std_1
ratio_2_1,0.685543055076847,Ratio of the first eclipse depth to std_2
ratio_2_2,0.4659126326543563,Ratio of the second eclipse depth to std_2
ratio_3_1,0.8171625936182183,Ratio of the first eclipse depth to std_3
ratio_3_2,0.5553646448313124,Ratio of the second eclipse depth to std_3
ratio_4_1,0.7019231339197368,Ratio of the first eclipse depth to std_4
ratio_4_2,0.47704495410413195,Ratio of the second eclipse depth to std_4
