# KIC04359851_morp_-1.0_T0_55008.493886_P_13.542328_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
0,16945,35669,49366,66050,66050,66050,66050,66050,66050,66050,92943,113701,118011,118010
618011,618010,618011,636499,662321,662321,662321,662321,662321,662321,662321,673988,687111,689509,689508
