,1.683356675226875723e+03,8.303977750344284647e-01,1.014386892318725586e+00,1.567707164213061333e-03
0,1683.3580641137755,0.8310009533818083,1.0142635107040403,0.001570725697092712
1,1683.3594530006756,0.831604131729386,1.0150986909866333,0.0015644945669919252
2,1683.3608418875751,0.8322073100765687,1.0142037868499756,0.0015676520997658372
3,1683.3622307742414,0.8328104883225367,1.0131242275238037,0.0015662868972867727
4,1683.3636196611415,0.8334136666700157,1.01679790019989,0.0015696516493335366
5,1683.3650085480413,0.8340168450173957,1.0142101049423216,0.001567527651786804
6,1683.3663974347087,0.8346200232638574,1.0137140750885008,0.0015667022671550512
7,1683.3677863216085,0.8352232016112374,1.0145046710968015,0.0015741302631795406
8,1683.369175208275,0.8358263798573043,1.0154794454574585,0.0015648789703845976
9,1683.3705640951744,0.8364295582044868,1.0147948265075684,0.0015660392818972468
10,1683.371952981841,0.837032736450751,1.0149338245391843,0.0015656495233997703
11,1683.3733418687416,0.8376359147983287,1.015066385269165,0.0015659559285268188
12,1683.3747307556412,0.8382390931457088,1.0117275714874268,0.0015649350825697184
13,1683.3761196423088,0.8388422713921706,1.0143672227859497,0.0015668221749365328
14,1683.3775085289756,0.8394454496384349,1.0132933855056763,0.0015671391738578675
15,1683.3788974158751,0.8400486279856174,1.01319420337677,0.0015693592140451071
16,1683.3802863025423,0.8406518062319804,1.0116521120071411,0.0015708866994827984
17,1683.3816751894428,0.8412549845796568,1.0143475532531738,0.0015663191443309188
18,1683.3830640761091,0.8418581628257236,1.012463331222534,0.0015671856235712767
19,1683.3844529630087,0.8424613411729063,1.0119625329971311,0.0015641484642401335
20,1683.385841849676,0.8430645194193681,1.012790560722351,0.0015714101027697325
21,1683.3872307363426,0.8436676976654349,1.013176679611206,0.0015674858586862683
22,1683.3886196232424,0.8442708760128149,1.0127010345458984,0.0015655759489163756
23,1683.3900085099103,0.8448740542594743,1.0134472846984863,0.00156679330393672
24,1683.3913973965768,0.845477232505541,1.0124547481536863,0.001567771192640066
25,1683.392786283476,0.8460804108527236,1.0126991271972656,0.0015644427621737123
26,1683.3941751701432,0.8466835890989879,1.0118013620376587,0.0015630876878276467
27,1683.3955640568097,0.8472867673450547,1.0115846395492551,0.0015657584881410003
28,1683.3969529434771,0.8478899455915164,1.0136598348617551,0.0015718539943918584
29,1683.3983418301448,0.848493123838077,1.0129109621047971,0.0015655114548280835
30,1683.399730717044,0.8490963021851607,1.012669563293457,0.0015677988994866607
31,1683.4011196037104,0.8496994804312276,1.0114864110946655,0.0015654459130018947
